你好 请 讲 其他   喂 您好   先生 嗯 请 讲   你 帮 我查 一下 我 这个 手机 呃订 了 哪些 套餐 能 看得出来 吗
您好 请 说   哎 你好 你 帮 我 查询 一下 这个 手 哦 这个 号码 有没有 什么 业务   呃 您 这 有 收费 的 就 基本 费 三十八 有 一个 来电 提醒 然后 幺 二 五八 零 会员 咪咕 特级 会员   诶 不好意思 你 可以 说 大声 一点 吗 我 听 不能 不能 重置
请 讲 您好 请 讲   呃 您好 我想查 一下 我 这个 电话 有 什么 套餐 的 以外 的 费用   除了 三十八 的 套餐 没有 其他 的   什么 都 没有 吗
你好   你 帮 我查 一下 我 这个 还有 多少 还有 什么 业务 是不是   噢 可以 我 看 一下 来电 提醒 三元 还有 一个七十 元 的 流量 包有 做 活动 的 然后 您 套餐 的话 是 三十八 的 就 这些   如果 那要 取消 掉
您好 请 讲   我 想 你好 我 问 一下 我 昨天 那个 就是说 它 呃 五十块 钱 送 两 g 流量 呃 那个 帮 我 取消 掉 没有 你 帮 我 看 一下   呃 您 目前 这边 没有 办 五十元 流量 套餐   噢 你 就 没有 就是 五十块 钱 自己 诶 你们 送 我 三十块 自己 要 付 二十块 钱 套餐 呢
再见 嗯   您好 请 说   你 看 一下 我 不是   还有 没有 别的 消费 好 的 您 稍 等 帮 您 看 一下
您好 请问 什么 可以 帮助 您 帮 我查 一下 本 机 里面 呃   那个 校 讯通 帮 我 电话费 啊   那 您 稍等一下 好 吗   嗯
您好 请 讲   喂 你好   嗯 请 说   哎 我 想 问 一下 我 这 部手机 现在 那个 是 流量 啊 那个 是 套餐 是 哪个 套餐
您好 请 说   哎 你好 帮 我 你 帮 我查 一下 我 这个 有没有 开通 那个 彩铃 功能   我 看 一下 稍 等 噢 有 开通 彩铃 功能   有 开通 了 是 吧
嗯   吧   你好 请 讲   你好 你 看 我 现在 本 机 什么 套餐 呢
您好 很 高兴 为您服务   请问 一下 我 这个 本机 的 套餐 什么 套餐 啊   您 稍等一下 噢   噢 好
嗯 嗯 您好 请 讲 你好   诶 那个 里面 有个 家庭 帮 我 取消 一下   好 的 学校 校 讯通 噢 那 帮 您 取消 掉 了 下个月 就 没有 了   他 还 没 其他 要 都 要 扣费 的 嘞
您好 请 讲   诶 你好 我 想 问 一下 我 现在 手机 是 那个 流量 套餐 是 用 什么 呢   十八块 钱 套餐 一 百兆 流量 的 然后 您 现在 还有 办理 了 一个 七十块 钱 两 g 的 流量 包 这 是   五十块 的 噢 七十块 钱 两个 g 只有 十块钱 噢
你好 请 说   你好 诶 你好 帮 我查 一下 这个 这个 号码 的 套餐 是 多少   三十八 的   那么 多
工号   多少   麻烦 你 帮 我 看 下 我 这 手机 除了 套餐 之外 有没有 什么 额外 要 扣 的 费用 有没有 好 您 稍等一下 麻烦 你   原因
唉呀   您好 请 讲   喂 您好 我 你好 一个月 收费 呃 我查 了 一下 吗 我 这边 套餐 是 十八块 钱 的 套餐 吗   集团 一段
您好 请 讲   喂喂 哎 我 想 请 你 帮 我查 一下 那个 我 这个 手机 里面 有 什么 那个 套餐 吗 还有 什么 扣 了 一些 什么 功能   稍等一下 噢   号 好 谢谢
你好 很 高兴 为您服务   喂 你好 那个 我 现在 想查 一下 我 现在 在 用 的 呃 流量 套餐 有 哪些   您 现在 用 的 流量 套餐 除了 基本 套餐 三十八 以外 然后 您 这边 有 办理 一个 三十块 钱 的 五百 兆 的 上网 流量 包   噢 没有 退掉 吗
您好 请 讲   六五   您好 请问 什么 可以 帮 您   零 噢 小 啊
您好 请 说   呃 那个 我 上个月 是不是 有 一个 什么 十元 的 流量 包 啊   上个月 吗 稍 等   嗯 九月 的 时候
喂 你好 什么 帮到 您   哎 它 里面 这个 对 那个 飞 ip 套餐 单元 给 它 取消   您 说 是 位 被 噢   对 对 对
很 高兴 为您服务   你好 你 能 不能 帮 我 查询 一下 吧 我 昨晚 是不是 开通 一个 那个 流量 共享 的 那个 包 啊   好 我 看 一下 先生 感谢 耐心 等待 流量 共享 功能 是不是 有 自己 添加 的 号码 是 幺 三八 尾数 八 三八 四 这个 号码   噢 那 你 那个 这边 能 帮 我 取消 掉 吗
零 幺 七 您好 请 讲   嗯 你好 我 我 想 问 一下 我 这 手机 是不是 有 一个 一百块 钱 的 那个 什么 流量 包 啊   恩是   我 是 这 样子 我 早上 有个 那个 什么 优惠 的 嗯 嗯 优惠 你们 移动 的 那个 打个 电话 给 我 说 有 个 八十八 的 那么 优惠 套餐 为您服务 五个 g 的 那种 流量 的 然后 移动 套餐 电话 的 那种 怎么 一 回事 啊
高兴 您 服务   呃 您好 诶 我 现在 是 什么 套餐 的   噢 您 现在 用 的 是 十八 套餐 飞享 十八元   呃 那个 你 帮 我 改 一下 那个 八块钱 那种 飞享 套餐 吗 嗯
您好 请 说 诶 我 的 电子 你 能查 一下 我 的 电子邮件 是 什么 我 现在 流量 收不到 啊 我 不 知道 我 现在 电子邮件   给 给 您   是 说 邮箱 账号 不 知道 还是 什么   对 就是 我 的 邮箱 账号
您好 请 讲   喂 你好 我 想 问 一下 我 上个月 有 那个 咪咕 阅读 的 这个 月 是 自动 取消 了   好 我 给 您 看 一下   嗯 嗯
您好 很 高兴 为您服务   喂 你好 你 帮 我 你 帮 我 看 下 我 的 来电 提醒 也 没 关掉   哎 好 的 您 稍 等 我 帮 您 查询 一下   哎卡 这 两个 我 不 知道 哎 你们
你好 请 说 你好 恩 您 说   哎 帮帮我 那个 你 这个 手机 现在 是 套餐 是 多少   呃 您 套餐 您 稍 等 我 一下 呃 帮 我查 一下 呃 您好 我 这边 电脑 卡住 了 我 这边 查不到 嗯 就 可能 需要 您 麻烦 您 再 打 一个 电话 进来 查 一下 好 吗 哦 你 套餐 是 八十八 的 我 只能 看到 这个 其他 看不到 了   不是 八十八 的
您好 请 讲   喂 你好   对   我 问 一下 我 这个 手机 有没有 开通 那个 校 讯通
零六 您好 很 高兴 为您服务   呃 你好 我 想 问 一下 我 这 手机 呃 有没有 办 其他 什么 业务   嗯 您 是 有没有 开通 其他 收费 业务 是 吗   对 对 对 我 好 我 看 一下
哦 您好 高兴 您 服务 喂 你好 您好 请 讲 我 想 了解 一下 我 目前 使用 的 那个 套餐 情况 是 怎么样 的   目前 这个 卡用 的 是 一个 四十八 的 基础 月租 套餐   对 它 的   那 也 没 看到 您 开 什么 呀
您好 请 说   你 帮 我 看 一下 我查 有 开通 什么 东西 啊 怎么 那个 钱用 了 这么 多 啊   好 那 您 稍 等 我 看 一下 您 这个 月 消费 我 帮 您 看 了 一下 您 这里 的话 其他 的 业务 都 没开 您 话 费用 的 比较 大 主要 是 自己 手机 拿 去 上网 了 我 现在 给 您 下发 一个 您 自己 的 意见 查询 套餐 使用 情况 的 方式 您 可以 随时 打开 这样 就 可以 查 到 自己 的 流量 使用 情况 了   我 这个 流量 是 有 多少 啊
您好 请 说   你好 帮 我查 一下 我 那个 流量 订购 订 订购 了 没有 成功   嗯 您 这边 订 的 三十块 流量 已经 成功 了 可以 用 的   三十块 移机 是 吗
您好   您好   恩 你好 什么 可以 帮到 您 的 不 客气 笔 但是   哦 稍等一下 不好意思 是 你 发给 我 买 一个 还 它 那 这边 有 没多收 的 现在 自动 好 我 跟 你 跟 我 讲 下
你好   你好 我 有 我 手机 上 除了 可以 打电话 还有 什么 东西 啊   您 这边 是 一个 来电 提醒 三块 钱 嗯 嗯 阅读 还有 个 六块 彩铃 还有 个 六块 彩印 三块   我 这 没有 开 的 谁 帮 我 开通
嗯 您好 请 说   诶 帮 我 查下 本机 其他 有 什么 业务 啊   呃 本 机号码 的话 现在 套餐 是 九块 钱 套餐 除了 这个 九元 套餐 之外 其他 扣费 业务 的话 就 都 没有 了 然后 是 有 个 来电 提醒 还有 个 咪 咕 音乐 还有 个 彩印 都 是 到期 自动 关就 这些   来电 提醒 呃 什么 东西 啊 因为 开始 用 完 了
您好 很 高兴 为您服务   对 这个 你 看 我 这卡 什么 套餐   呃 您 现在 这 张卡 的话 就是 一个 九块 钱 的 优酷 视频 流量 包 月租 来电 提醒 的话 呢 三块 钱 一个月 有个 彩印 三块   呃 总共 多少 钱 请 讲
您好 请 说   哎 喂 您好 诶 帮 我查 一下 我 这 里面 都 有 什么 套餐   这 里面 的话 您 就 一个 八元 的 固定 费用 跟 来电 提醒 还有 一个 彩铃 那 其他 我 看 一下 一个 单位 的 未 见 网 嗯   呃 你 把 那个 彩铃 给 取消 掉
您好 很 高兴 为您服务   查到 了 条查 下 我 这 张卡 开通 什么 业务   您 稍等一下 感谢 耐心 等待 这边 查 了 一下 您 就 一个 八块钱 的 基本 套餐 没有 其他 业务   就 基本 套餐 八月份 没有 开 通过 的 分钟 分钟 有 多少 分钟 打
您好 请 说   好 其他 这边 有 订购 那个 三十元 什么 的 帮 我 取消 掉   好 的 马上 为 您 查询   没
您好 很 高兴 为您服务   喂 你好 那个 现在 那个 这个 号码 有没有 开通 什么 业务   开通 什么 先生   开通 什么 业务 啊
您好 请 说   嗯 哎 你好 我 想 问 一下 我 这个 手机号码 它 是 这个 月 是 说 有 变更 一个 套餐 是 吗 到 下个月 生效 的 那个   呃 对 下个月 变更 的 是 一个 三十八 飞享 套餐   我 想 问 一下 它 那个 套餐 里面 都 有 看 是 吧
啊 下午 好 请 讲 喂 你好 就是 我 现在 想查 一下 我 这个 手机 上面 的 套餐   啊 您 手机 的话 每天 的话 的 一 g 流量 可以 在 本地 用   噢 那个 我 这个 通话 也 没有 了   没有 通话时间 啊 有 啊 您 这 早期 办 的 有 三十分钟 国内 通话
您好 请 讲   喂 您好 我 问 我 本机 现在 是 什么 套餐   您 本 机号码 是 吗 您 本 机号码 我 帮 您 查看 了 一下 目前 的话 是 我们 的 这个 神州行 畅听卡   连接
喂   你好 很 高兴 为您服务 您好   哎 你好 麻烦 你 帮 我 看 下 我 这 套餐 除了 以外 还有 什么 增值 业务 开 了 帮 我 看 一下   呃 好 我 查询 一下 噢 您好 我查 了 有 其他 倒 是 没有 开通 就 只有 本身 基本 套餐 和 来电显示 就 没有 开 别的 业务 了
好 您好 很 高兴 为您服务   我想 问下 我 卡 这个 办理 的 有 什么 业务   稍 等 我 马上 为 您 查询 您 这 张卡 现在 办理 的 是 三十八 套餐 还有 个 来电 提醒 三块 彩铃 六块 还有 彩印 三块   还有 查询 彩印
噢 您好 请 讲   喂 你好 帮 我 本 机查 一下 什么 套餐   恩好 您 用 的 是 动感地带 的 十八块 钱 的 套餐   动感地带 十八 的
您好 很 高兴 您 服务   喂 你好 请 帮 我查 一下 我 我 我 这个 号码 有 什么 套餐   可以 的 那 我 首先 说 下 第一个 本机 办 的 是 月租 十八 的 套餐 然后 其次 的话 就是 有个 月 十元 的 夜间 流量 另外 还开 了 一个 被 被 的 一个 九元 的 视频 定向 流量 包   帮 我 取消 掉 那 两个 那 那个 夜间 的 跟 跟 那个 具体 具体 的 都 不要 对 吧 那 就 流量 就 不 结转 次 月 啊
哦 哦   您好 请 讲   的 我 问 你 啊 我 这 一部 手机 有没有 开通 这个 手机短信   我 看 一下 稍 等
你好 请 说   诶 你好 麻烦 你 帮 我查 一下 我 现在 诶 我 这个 套餐 原来 是 啊 一百 分钟 送 一百 分钟 的 现在 现在 还 还有 吗   呃 有 的   还有 还 就 还有 两百 分钟 啊
你好   诶 你好 你 能 帮 我查 一下 我 这 是 什么 套餐 吗   嗯 流量 王 套餐 一天 一 g 的   一天 一 g 那 为什么 我 每天 每个 月 好像 都 扣 很多
您好 请 讲   哎 你好 我 想 问 一下 我们 现在 是 使用 的 什么 套餐   现在 是 三十八 元 的 套餐   那 还有 没有 我家 其他 的 什么 说 什么 什么 额外
您好 请 讲   喂 你好 呃 我 想 问 帮 我 看 一下 那个 帮 我 这个 查看 一下 我 好像 便宜 些 营业厅 办 了 个 幺 三八 的 套餐 是 啊   对   呃 那个 能 取消 吗
呃 您好 很 高兴 您 服务   你好 帮 我查 一下 我本机 的 那个 流量 上网 流量 关闭 了 没有   不能 是 吗 我 看 一下 已经 关掉 了 啊 好 的 谢谢 不 客气 的 还 需要 别的 查询 吗 嗯 没有 了 噢 好 祝您 生活 愉快 再见
很 高兴 为您服务   哎 你好 麻烦 帮 我查 一下 我 这款 手机 有没有 那种 十块钱 一 g 啊 那种 流量 都 可以 加 吗   十块钱 一个 g 我们 没有 十块钱 一个 g 的 流量 加油 包 啊   幺 现在 有时候 什么 样子 的 加油 包 可以
您好 请 说   哎   您好 请 说   呃 请问 一下 我 那个 有 那个 安心 包 的 嘛 噢
嗯 嗯 嗯   你好 需要 什么 帮助 诶   帮 我 看 一下 那个 我 这个 套餐 改 的 是 什么 套餐 啊   好 稍等一下 您 下个月 改 的 是 三十八 的 这个 新飞 享 套餐 就 三百 分钟 本地 打 全国 电话 一点 五个 g 的 省内 流量 还有 来电显示
您好 请 说   喂 请问   您   我 这 手机 有 什么 这个 这个 号码 有 什么 业务 吗 给 我查 一下
您好 请 讲   你好 帮 我查 一下 我 这 手机 有 什么 业务 套餐 呢   您 这个 是 十八块 的 套餐   十八块 的 套餐 十八块 里面 有 什么 呀
您好 很 高兴 服务   呃 您好   呃 请 说   呃 就是 我 问 一下 我 这个 手机 的 流量 套餐 是 多少 啊
您好 请问 什么 可以 帮助 您   诶 你好 我想查 一下 我 的 流量 套餐 情况   流量 套餐 是 吗 您 说 剩余 的 是 吗   呃 再 调低 点
您好 请 讲 你好   你 请 讲 我 想 请问 一下 昨天 就 说 我 办 的 那个 九十九 块钱 那个 宽带 跟 电话 那个 有没有 办理 成功 吗   本机 吗 没有 啊 您 现在 是 新飞 享 五十八 噢   那 麻烦 你 帮 我 改 一下 那个 套餐 是 下个月 生效 是 吧
您好 请 讲 你好   诶 你好   诶 请 说   呃 我 想查 一下 我 我 的 手机号码 的 那些 都 有 什么 套餐 我 都 不 清楚
哎 是 您好 请 说   我 想 问 一下 我 现在 这 手机 是 什么 套餐   请稍等 帮 您 查询 套餐 是 飞享 三十八 元 套餐   那 我 这 套餐 里面 有 什么
您好 请 讲   喂 你好   你好   那个 我 想 问 一下 我 不是 开通 了 一个 那个 成新 的 那个 四 g 流量 包
您好 请 说   哎 你好 我 想 问 一下 我 我 现在 用 的 是 什么 套餐 流量   您 这 张卡用 的 是 那个 八十八 套餐 流量 提供 三百 兆 另外 开通 一个 五十块 钱 一个 g 的 流量   呃 五十块 钱 一个 g 的 流量 是 那个 活动 是 什么 时候 结束 的
您好 很 高兴 为您服务   喂 你好 我 那个 我 这个 手机 上 有 一个 是 动感地带 的 那个 亲情 套餐 一定 版 的 好像 是   我 看 一下 稍 等 祝您   套餐
您好 什么 可以 帮 您   诶 你好 你 帮 我查 一下 我 这个 手机 里面 现在 还有 定 什么 信息   好 的 我 帮 您 查 您好 我 这边 帮 您 查有 收费 的 业务 就是 三十八 元 的 这个 基础 套餐 没有 别的 收费 啊   噢 噢 噢 那个 以前 有 一个 什么 八块 的 是 校 讯通 那个
唉呀 对   您好 请 讲   请 你 帮 我查 一下 我 这 张卡 有没有 开通 什么 其他 业务 好 的   您 的 套餐 基本 费 三十 八块钱 那 套餐 以外 我 看 一下 套餐 外 没有 多订 其他 服务 您 这个 月 费用 是因为 流量 用 完 超出 了 产生 的 扣费
您好 很 高兴 为您服务   哎 我 问 一下 我 这个 不是 十八块 钱包 月 的 吧 是 吧   对 您 现在 是 咱们 飞享 十八块 钱 的 套餐 没错 那 怎么 短信 一直 发来   呃 按照 余额 不足 之后 消费 输 不 进去 我 交费 什么 意思 了
对 您好 请 讲   噢 你好 我 想 问 一下 我 的 本 手机 都 有 什么 套餐 呐   好 啊 您 稍 等 帮 您 查 一下 噢 您好 目前 您 的 基本 包 的话 是 一百三十八 块钱 的 套餐 额外 这边 有 一个 两块钱 的 来电 提醒 还有 一个 两块钱 的 闲时 通话 优惠 套餐 还有 一个 是 十块钱 一个 g 的 夜间 流量 然后 平时 有个 家庭 宽带 还有 个 三块 钱 的 手机 彩印 其他 功能 暂时 就 没有 开通 了   三块 钱 手机 才 有 什么 东西 啊
您好 请问 什么 可以 帮助 您   喂 你好 我 就 想 应该 以后 我 这个 消费 也 就 干嘛 帮 我查 一下 这个 开通 什么 东西 昨天 交 的 三十块 钱 三十块 钱 进去 才 有 三十多块 就是 没打 两个 电话 都 取消 取消 取消 十五块 钱 那么 多   您 这个 十八元 套餐 主要 是 这个 月 打电话 打 的 比较 多 就是 分钟 数打 完 之后 还 打 了 二十三 块 多 的 费用   一月份 一 百兆 二十三 块 多 啊
您好 很 高兴 为您服务   呃 我 想 问 一下 我 那个   的 这么 多 宽带 到 什么 时候 到期 宽带 什么 时候 到期 啊 稍 等 嗯 先生 您 这个 月 最后 一个月 了 下个月 就 没 了   这个 活动 就 啊 我
您好 请 说   喂 你好   呃 您好   那个 我 那个 四 g 的 那个 上网 套餐 嘛 我 上个月 办 了 一个 全家 统吗
您好 您 请 说   呃 你 帮 我查 一下 我 现在 这个 套餐 是 多少 流量 有 多少   好 的 您 稍 等 您好 您 这个 是 新飞 享 的 八十八 套餐 每个 月 是 五个 g 的 省内 流量   噢 那 通话 了
你好 很 高兴 为您服务   你好 嗯 就是 帮 我查 一下 我 这个 号码 嗯 里面 有没有 开通 什么 那种 数据 流量 的   没有   都 没有 是 吗
您好 有 什么 可以 帮助 您   喂 你好   嗯 您好 嗯 嗯   你 帮 我查 一下 我 这 手机 有 什么 套餐 啊
二十 您好 什么 帮助 您   嗯 请问 一下 我 这个 这个 套餐 那个 有 多少   套餐 是 五十 您 下个月 是 八十八 套餐 这个 月 是 五十 兆   然 人工 目前 有 多少
很 高兴 晚上 好 请 讲   喂 你好 那个 我 那个 下个月 是不是 换 了 一个 那个 套餐 帮 我查 一下   我 看 一下 噢 您 稍 等 噢 没错 您 下个月 是 有 改 了 这个 新飞 享 的 八十八 套餐   呃 把 那个 取消 掉 吧 因为 我 不 在 那个 省内 的 流量 用 不了 然后 我 就 帮 您
您好 有 什么 可以 帮 您   你好 请问 下 目前 我 的 套餐 内容 就 说订 几个 套餐   嗯 您 现在 是 八十八 元 的 套餐 然后 是 满 五个 g 的 流量 呃 您 是 另外 办理 一个 四十元 上 呃 四十 呃 呃 五 五十元 的 上网 流量 套餐 这个 要 不要 帮 您 取消 掉 吗   肯定 要 取消 了
您好 请 讲 您 不要 经常 停机 噢   您好   诶 你好 你 把 我 这 张卡 才 要 属于 哪 种 套餐 的   套餐 是 最低 月租 八块 的 那种
您好 请问 什么 可以 帮 您   呃 您好 我 想 问 一下 我 这个 手机 不是 有 那个 流量 共享 啊   啊   呃 你 帮 我查 一下 那 两个 号码 这个 月 是 用 了 多少 流量
您好 很 高兴 为您服务   哎 你好 诶 我 想 问 一下   呃 我 这个 卡 它 是 什么 什么 什么 套餐 吗 七十九 套餐 噢 七十九 套餐 对 噢 七十九 套餐 然后   送 五百 兆 是 吧
嗯 您好   诶 你好 你 帮 我查 一下 我 这个 手机 呃 还有 没有 别的 套餐 我 就 一个 套餐 还有 没有 别的   好 请 稍等一下 嗯 有 的 除了 g 一百三十八 套餐 发现 您 这边 还订 了 一个 五十元 流量 包 一下 如果 不 需要 的 我 可以 帮 您 取消 的   噢 这个 帮 我 取消 吧
您好 您好 请 讲   你 帮 我 看 下 我 套餐 里面 是 有 一个 什么 五十元 那个 流量 能 不能取消 掉   吧 要 您 稍 等 噢 我查 一下 呃 这个 可以 啊 活动 就 到 这个 月 了 那 我 帮 您 登记 月底 关 那 流量 只限 这个 月 用 不 累积 下个月 噢   噢 可以 帮 我 包
您好 请 说   诶 你好 帮 我查 一下 我本机 噢 除了 基本 套餐 有没有 额外 开通 了 什么 业务 啊   是 其他 收费 的 一些 包月 业务 对 吗   哎 对 有没有 开通
昨天晚上 五好 好像 嗯 您 说 我 现在 这是 什么 套餐   呃 您 本 机号码 现在 用 的 是 一个五十 八块钱 的 套餐   是 有 多少 兆 流量   一百五十 兆 跟 一百五十 分钟 啦
您好 请 讲   诶 你好 你 帮 我查 一下 我 现在 这个 号码 是 什么 套餐 啊   这个 是 一个 动感地带 的 一个 网聊 套餐 十二块 钱   十六块 钱 是 吧
请   您好 很 高兴 为您服务   噢 你 帮 我查 一下 我 这 手机 有 什么 业务   嗯 嗯 好 的 诶 您好 所以 您 这边 手机 就是 基本 的 套餐 还有 那个 还有 那个 来电显示 没有 其他 的 另外 就是 流量 平常 流量 用 的 比较 多 好像 流量 费扣 的 多
你好 什么 可以 帮 您   请问 一下 我 这 部手机 老 号码 是 什么 套餐 呢   您 是 三十 八块钱 的 全球通 套餐   三十 八块钱 那个 怎么 到 现在 有 四 用到 四十九 块 多 嘞
你好 什么 可以 帮 您   你好 我 这 张卡 什么 时候 给 我 送到 全球通 三十元   您 本机 吗   个
您好 请 讲 喂 你好 诶 请 讲   嗯 我 想 问 一下 我 这个 手机 有 什么 有 什么 业务 吗   呃 您 现在 的话 基本 套餐 是 那个 五十八 的 那 嗯 嗯 我 看 一下 啊 除了 基本 套餐 五十 八块钱 之外 的话 有 一个 三十块 钱 五百 兆 的 流量 套餐 那 这 三十块 流量 是 送 的 到期 的话 自动 关 现在 没有 扣钱 的 那 就 说 您 消费 业务 就 五十八 的   噢
嗯 好 您好 很 高兴 为您服务   诶 你好 麻烦 你 问 一下 我 有没有 开通 那个 什么 国际漫游   哦 好 请稍等   客服
很 高兴 你好 请 说 对   哎 你好 我 这个 是不是 短信 有 一个 什么 和 校园 的 这个 短信 就是 你 把 我 手机 上 呃 你 帮 我 查看 一下 这个 业务 解决 这个   月加 一个 是 和 教育 沟通 包 跟 一个 名师 微 课堂   和 校园 的 是不是 那个 新乡 中心小学 的 是不是 啊
嗯 拜拜 您好 很 高兴 为您服务   帮 我查 一下 我 现在 这个 号码 开通 什么 流量 套餐   我 看 一下   可以 升级 的
您好 请 说   你好 看看 这个 本机 有 什么 套餐   您 现在 这个 是 八块钱 的 月租 套餐 那 除了 这个 套餐 之外 没有 申请 其他 业务   啊 别的 业务 都 没有 是 吧
您好 什么 帮 您 哎 你好 诶 我 昨天晚上 申请 的 那个 呃 十元 六 g 的   二十元 四 g 那个 流量 包 有没有 生效 这个   呃 加油 包有 开通 就 十块钱 一 百兆 已经 有 开通 好 了 可以 使用 了 费 十八 十块钱 不是 四 g 吗 呃 不是 啊 他 是 我 明天 叫做 四 g 流量 加油 包 十块钱 里面 只有 一 百兆 五十 二十元 一 百兆 诶 对 加油 包都 是 十块钱 一 百兆 的   噢 那 二十块 是 多少
见   等 一下 您 说 请 讲 先生 那个 我 想 问 一下 我 这个 有 那个 短信 来电 提醒 的 那个 业务 是 吧   嗯 来电 提醒 吗 我 看 一下   就是 短信 来电 提醒 嘛 因为 我 今天 没 接到 电话 他会 提醒 吗
您好 请 讲 喂 你好 你好   你好 我 想 问 一下 我 现在 的 套餐 是 什么   您 现在 九十九 套餐 嗯   是 九十九 套餐 那 是 多少 多少 流量
您好 请 讲   呃 您好 你 帮 我查 一下 我 现在 套餐 是 什么 情况   您 是 是 四 g 飞享 十八块 钱 的 套餐 然后 还开 了 一个 十块钱 一 百兆 的 上网 流量 包   噢 现在 能 不能 帮 我 把 那个 十块钱 流量 包 那个 那个 给 我 取消 掉
你好   你好 你好 这 样子 帮 我查 一下 这个 我 流量 套餐 都 有 哪 一些   嗯 您 这张 号码 您 的 基本 套餐 五十八 本身 每个 月 有 三个 g 的 流量   那个
您好 请 讲   你好 你 帮 我查 一下 我 这个 电话号码 它 里面 有 什么 增值 业务 啊   呃 增值 业务   对 啊 上个月 的 配置 扣 了 几十块 钱 啊
您好 请 讲   哎 你好 这边 你好 我 这个 手机 那个 套餐 有 的 都 有 什么 套餐 啊   您 现在 用 的 是 一个 八十八 的 套餐   对 二 还有 有 什么 业务 有没有
您好 请 讲   喂 诶 我 这个 手机 幺 八三 的 吗 那个 流量 是 我 现在 是 什么 套餐 吗 奇怪 因为 我们 是 集团 恩   您 这个 号码 的 是 一百八十 八 的 套餐 这个 套餐 里面 的话 包 的 两千四百 分钟 还有 两个 g 全国 流量 还有 三十八个 g 的 省内 流量   诶 那 我 现在 有 超标 吗 奇怪 我 接到 一个 短信 说 什么
您好 高兴 您 服务   啊 我 想 咨询 一下 我 现在 有没有 什么 其他 的 套餐 因为 我 因为 我 这个 套餐 我 觉得 很 不好 啊 呃   有 有 是 有 其他 套餐 优惠 可是 您 这边 更改 不了 啊 为什么 因为 您 这边 原先 有个 宽带 要 更改 的话 只能 到 营业厅 更改   噢 要 到 营业厅 就 可以 更改
您好 请 讲   喂 问 一下 我 那个 宽带 还有 还有 多久 才 到期 啊   宽带 的话 呢 这个 是 两年 的 时间 我查 了 一下 到 一 八年 的 十月 一号 的 时候 到期 十月 一号 到期 二零一 八年 十月 一号 对 还有 什么 问题 吗   额 啊 我 二 零 啊 好 吧 好 吧 就 这样
你好 请 讲   呃 您好 请 帮 我 那个 无线网 的 那个 分钟 数也关 了   无线网 的 分钟 数 请稍等 我 帮 您 查 一下   哎行
您好 很 高兴 为您服务   哎 你好 我 想 麻烦 你 帮 我查 一下 这个 我 这个 电话 这个 月 的 那个 套餐 是 怎么 那个 套餐 啊   我 看 一下 套餐 的话 您 这个 月 是 十八元 套餐 的 基本 月租 一个月 十八块 钱 的 它 是 除了 十八 以外 的话 就 一个 家庭网 的 三块 钱 还有 个 集团 网 呃 正常 噢 其他 没什么 异常 收费 的 都 正常 的 还有 个校 讯通 八块钱 校 讯通 就 这么 多   还有 一个 什么 那个 乡镇 那个 什么 那个 网能 不能 帮 我 取消 掉 啦 啊 可以 啊 您 这个 深圳网 就是 那个
您好 请 讲   喂 你好 我 这个 这个 月 有 开通 什么 服务 啊   呃 目前 帮 您 查询 有个 手机 保障 您 只是 这个 吧 这边 是 您   对 啊 那个 我 没 开通 它 怎么 会 开通 了 呢
喂 您好 请 讲   嗯 请 帮 我查 一下 这 跟   它 办理 了 哪些 业务 嗯 好 的 您 稍 等 我 帮 您 看 一下   七二 就是
你好   帮 我查 一下 本机 有 其他 扣费 没有   我 看 这边 显示 是 您 的 十八元 套餐 额外 的 没有
您好 很 高兴 为您服务   喂 你好 你 帮 我查 一下 这个 本 机 里面 有 什么 费用 啊 然后 话费 那么 多 啊   您 稍 等 我 看 一下 您 这本 机 的话 您 是 一个 十八块 钱 的 套餐 然后 我 给 您 查 了 一下 您 除了 十八块 钱 的 套餐 以外 呢 这边 没有 其他 的 收费 业务 只 剩下 一个 三块 钱 的 家庭网 呀   五十块 钱 什么 呢
你好 您好 请 说   喂 你好 呃 你好 诶 我 想 咨询 下 我 现在 就是 呃 宽带 套餐 吧   啊   然后 想改 套餐 现
您好 请 讲   个 月 送过来 您好 请 讲 诶 你好 你 帮 我 诶 我 这 是 什么 套餐 八十八 的 是 吗 那样 的   二十八   知道 密码 稍等一下 噢
再见 你好 请 说   诶 你好 我 请问 下 我 这个 宽带 不是 到期 了 这个 月   我 看 一下 您 稍 等 宽带 您 这个 是 家庭网 的 套餐 啊 和 家庭 套餐 这个 套餐 本身 就 有 送 宽带 的   啊
您好 高兴 您 服务   诶 我 想 问 一下 就是 我 上次 开 了 那个 三十块 钱 的 流量 包 是不是 没 取消 啊   帮 您 看 一下 嗯 嗯 对 如果 不要 就 先 给 您 取消 掉 月底 前 使用 呃 下个月 就 没有 了 好 吗 哎   你 帮 我 取消 一下 好 吧 好
您好 请 讲   你 帮 我 刚才 刚才 看 一下 我 那个 就 叫 他 流量 吧 十块 没买 你 帮 我 看 一下 嗯   嗯 请稍等 没有 十块 一 百兆 加油 包有 开通 了 可以 用 了   噢 刚刚 才 已经 刚刚 开通 那个
