一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下
您好 很 高兴 为您服务   啊 哎 你好 我 想 问 一下 你 你们 老 用户 办理 的 狗屁 流量
您好 请 讲   对 哎 我 刚才 查 了 一下 你 我 那个 流量 是 包 多少
啊 喂 你好 你好 呃 现在 有 什么 有 什么 套餐 啊 我 现在 用 的 套餐 是 四十八 的 套餐 里面 是 只有 三百 兆 流量 是 吗   嗯 没有 您 四十八 的话 是 本身 套餐 里面 是 三百 兆 没错 然后 但是 您 这个 月 是 有 另外 或者 哪些 省内 流量 有 另外 赠送 的 一些 流量 对 如果 是 单单 套餐 来说 是 只有 三百 兆
您好 请 说   诶 你好 我 请问 一下 我 这个 是 专门 用 流量 量 的 那个 卡 一天 不是 一个 g 的 呀
您好 您 说   你好 有没有 什么 流量 包是 本月 本月 现在 马上 要 使用 的
您好 很 高兴 服务   喂 你好 问 一下 噢 那 你 你们 你们 从 移动 刚 给我发 那个 信息 那个 幺 三九 邮箱 是 什么 意思 呢
诶 您好 很 高兴 您 服务   我 想 问 一下 就是 那个 那个 呃 一个 g 是 一千 二十四 兆 还是 一 千兆 啊
您好 很 高兴 为您服务   诶 您好 我 想 问 一下 我 这 手机 的 套餐 现在 就是说 那个 流量 是 多少 一个月
您好 请 说   喂 你好 诶 我 我们 流量 了 怎么办 能 不能 买 的 流量 啊
很 高兴 为您服务 诶 你好 我 问 一下 这个 套餐 我 呃 我 就是说 想办 再 一点 的 套餐 吗   呃 宽带 一点 的 三十八 上去 了 有 五十八 的 五十八 是 四百 分钟 加上 三个 g 的 流量
有 分为 您   您好 请 说
嗯 您好 请 讲   哦 就是 我 想 问 一下 你 现在 那个 八十八 的 套餐 是 这 是 怎么 分钟 数 多少 流量 多少 啊
您好 请 讲   喂 你好 我 想 咨询 一下 就是 移动 套餐 里面 有个 咪 咕 特级 会员 它 是 什么 东西 啊
您好 请 说   诶 我 想 帮 我 另外 一个 号码 查 一下 我 的 套餐 是 什么 内容
您好 请 讲   你好
呃 您好 什么 帮到 您   哎 你好 我 想 问 一下 现在 有 什么 那个 流量 费 优惠 的
您好 请问 您 是 要 新装 宽带 吗   噢 我 想 咨询 一下 宽带 你们 这边 宽带 是 什么 套餐 有没有 什么 套餐 呢
您好 请 说   诶 喂 您好 呃 我 想 问 一下 就是 我 那个 五十 套餐 里面 就是 有 自带 一个 来电 来电 提醒 啊
诶 请 讲   哎
您好 请 讲 你好   诶 你好 有 什么 可以 帮 您 呃 就 那个 套餐 我 原来 套餐 这种 如果说 流量 流量 多一点 分钟 数少 一点 是 像 类似 的 还有 哪 一种 套餐
你好   你好 诶 我 这个 手机卡 就是 是 什么 流量 卡是 吧 我 这个 套餐 能换 一下 吗
您好 请 讲   哎 你好 有什 麽 有 什么 现在 有 什么 套餐 吗 就是 流量 套餐 全网 全 全国 通 的 那种
您好 请 讲   呃 喂 你好 我 想 问 一下 你们 那个 八十八 的 套餐 我要 去 上个月 跟 我 说 是 送 一千两百 分钟 的话 啊 呃 那个 分钟 数 吗
喂 你好 什么 帮到 您   喂 您好 我 想 问 一下 刚刚 一个 什么 电信 的 短信 发过来 他 说 他 他 说 那个 一个 套餐 是 那个 八十八 元有 一千多 分钟 的 通话费 还有 一个 g 的 流量 是 吗
嗯 您好 请 讲   哎 你好 我 想 请问 一下 就是 你 这边 有 新 的 套餐 就是 五八 然后 三 g 流量 是 吗
嗯 三十八 问正 现在 是不是 有个 那个 三十八 套餐 的 现在 就 办理 了 我查 三百 分钟 流量 啊 三百 分钟 通话 一点 五 g 的 那个 套餐 呢   这个 是 我们 新飞 享 三十八 现在 有 这个 套餐 有 的
您好 请 说 嗯   你好
您好 请 讲   喂 你好 我 想 问 我 想 帮 我 看 你 看 一下 有没有 什么 流量 就是 我 现在 想开 那个 流量 再开 一点
嗯 您好 请 说   肯定 地方 出来
您好 请问 什么 帮 您   我 想 问 一下 这 全球通 的 套餐 都 有 哪 哪几种 啊
呃 您好 请 讲   喂 我 想 问 一下 那个 咨询 高清 通话 那个 是 什么
您好 高兴 为您服务   哎 你好 是 这 样子 我 想 说 我 现在 是 三 十八块 套餐 现在 还有 什么 流量 比较 多分钟 数 比较 多 的 套餐 吗
您好 请 说   喂 你好 我 想 问 一下 我 那个 流量 是 要 开通 什么 流量 比较 划算 我 每个 月 用 了 这么 多
您好 请 讲   喂 您好 呃 想 请问 一下 这边 你们 这边 有 什么 流量 流量 套餐
您好 你 说   诶 喂 您好 我 想 问 一下 你们 八十八 块 的 月租 套餐 是 多少 g 流量
吧 嗯 您好 请 讲   呃 您好 帮 我 看 一下 那个 流量 套餐 都 有 都 有 哪些
你好   您好 很 高兴 为您服务 哎 我 那个
您好 请 讲   没错
您好 请 说   噢 没女 请问 一下 你 现在 移动 公司 有 推出 说 流量 我 之后 好像 是 几十块 几个 g 的 那种 流量 吗
哎 您好 请 说   我 我 这个 套餐 要 改 便宜 的 有 什么 套餐
您好 很 高兴 为您服务   喂 你好 能 是 啊 呃 请问 一下 你们 这里 那个 流量 包 最大 是 多少 之前 一个 是 哪个 那个 要钱 啊
您好 很 高兴 为您服务   我 想 问 一下 你们
您好 请 讲   哎 你好 问 一下 现在 是不是 有 那个 这 张卡 对 吗
您好 请 说   诶 你好 我 想 问 一下 现在 有没有 比较 优惠 的 套餐 啊 就 流量 比较 比较 多 的 那种 套餐
您好 请 讲   就是 我 这 张卡 是 这个 流量 套餐 还有 通话 时 长 就是 怎么 说 的
您好 请 说   哎 你好 我 想 问 一下 刚才 你 那个 幺 零零 八六给 我 一个 信息 啊 他 说 我 什么 这边 有 申请 了 二 零一七 什么 胸 为什么 这个
嗯 嗯 嗯 嗯 您好 请 讲   呃 美女 你好 我 问 一下 那个 我 这个 流 诶 现在 这个 月底 了 我 这个 流量 用 的 不够 我 呃 那个 流量 包有 十块 的 是 多少 兆
哎 您好 请 讲   喂 你好 呃 你们 现在 不是 晚上 有 有 两元 一 g 的 流量 怎么办 呐
您好 很 高兴 您 服务   哎 你好 我 想 问 一下 就是 你们 那个 移动 是不是 有 一个 幺 三八 的 套餐 那个 流量 是 无限 流量 然后 通话 分钟 数 一千二百 分钟
您好 请 讲   您好 想 问 一下 我 现在 这个 套餐 是 几 g 的 流量 啊
您好 很 高兴 为您服务 喂 你好 诶 先生 您好 诶 我 我 想 问 一下 现在 还有 没有   那个 二零一七版 的 那个 那个 那个 什么 任 我 用 套餐 啊
您好 请 讲   噢 喂 你好
您好 高兴 为您服务 你好 诶   呃 套餐 那 里面 也 有 都 是 什么 的
您好 请 讲   喂 你好
好 诶 您好 很 高兴 您 服务   喂 你好 我 想 问 一下 幺 零零 八六 现在 有 一 一个 套餐 三十八 元 的 有 有 三百 分钟 啊
您好 请 讲   哎 我 想 问 一下 我 这个 现在 这个 九十九 套餐 是 新版 的 还有 什么 优惠 的 那个
您好 请 说   诶 你好 你 帮 我 看 下 我 这个 手机号 的 套餐 流量 每个 月 是 多少
不用 您好 请 讲   喂 你好
您好 请 说   那个 有 那个 月底 的 时代 加油 包 吗
哎 你好   诶 我 想 问 一下 我 这个 号码 三十八 套餐 里面 还有 没什么 其他 赠送 的 什么 东西 啊
哎 您好 请 讲   现在 有 那个 新 套餐 是不是
你好 请 说   诶 你好 我 是 想 问 一下 不是 有 一种 三十八 的 送 五百 兆 流量
您好 请 说   喂 你好 诶 为什么 客户 反映 说 诶 接到 我 电话 或者 他 打电话 给 我 他 他 手机 上 会 收到 你们 中国移动 的 什么 短信
块 哎 您好 请 说   诶 我 想 问 一下 有没有 那种 包 半年 的 那种 一天 的 那个 全国 流量 套餐
你好 诶 你好 可以 喂 恩 你好   诶 你们 是不是 有 那个 什么 尊享 那个 新飞 享 套餐 然后 是
嗯 好 谢谢 哎 您好 请 讲   嗯 问 一下 我 现在 这套 套餐 是 怎样 的 是 三 十八块 的 那个 吗
您好 请 讲   呃 我 想 问 一下 这个 套餐 有 什么 套餐 呢 我 想 改 一下 套餐
您好 请 说   哎 你好 我 想 问 一下 我 这个 流量 是 什么 是 怎么样 的
请 按 你好 请 讲 你好 你好 我 想 问 一下 咨询 一下   我 想 问 一下 我 这个 手机 的 就 手机短信 的 服务中心 号码 是 多少 短信 发 不 出去
咱们 这个   您好 请 讲
早上好   诶 你好
您好 很 高兴 为您服务   啊 我 这个 套餐 的 是不是 两 五十八 的 流量 多少 这 流量 怎么 还会 跑 到 现在 还 没 还 没 怎么 用 流量 怎么 会超 呢
下午 还有 什么 帮助 您   喂 你好
您好 请 讲   喂 你好 我 想 问 一下 但是 开机 开机 应急 服务 是 什么
你好 请 讲   诶 您好 我 明天 要 去 那个 金门 然后 金文 旅游 然后 说 要 要 开通 哪个 可以 可以 打电话 用 是不是
您好 什么 可以 帮助 您   你好 我 想 请问 这个 嗯 去 香港 的 漫游 资费 有 什么 套餐 吗 对 就 网络
你好 您好 请 说 您好   你好 我 问 一下 我 这个 八十八 的 它 现在 不是 有 那种 什么 优惠 的 那种 那个 什么 套餐 吗 流量 多 的 那种 啊
呃 您好   诶 现在 你 帮 我查 一下 是不是 有 那个 八十八 的 套餐 的 无限 流量 的
您好 高兴 您 服务   喂
您好 请 讲   诶 您好 我 想 咨询 一下 我 现在 去 这个 八十八 块 的 那个 什么 套餐 吗 十位 预约 套餐 那 什么 吗 你 这个 刚 开始 的 我 想 问 一下 我 如果 分钟 数少 一点 流量 多一点 这样 行嘛
您好 请 说   我 想 问 一下 最近 有 什么 优惠 套 有 优惠 手机 套餐 啊
噢 你好 请 说   嗯 你好 问 一下 啊 我 每次 充 话费 的 时候 这边 有 一个 嗯 中国移动 和 包 支付 是 什么 意思 啊
为您服务 再见 过来   的 你好 啊 先生
谢谢 咱 你好   呃 我 想 问 一下 你 这个 有没有 十几块 的 套餐
嗯 很 高兴 为您服务 您好   你好 就是 我 这个 手机 啊 然后 我 儿子 在 玩 吗 合龙 一号 流量 嘛 噢 我 想 开通 有没有 最好 的 流量 啊 就是说 流量 包 比较 多 的
您好 请 说   喂 你好 请问 一下 这个 现在 八块钱 的 有 两种 套餐 是 买 两种 套餐 呢
您好 很 高兴 为您服务   哎 你好 我 问 一下 你 现在 这个 有个 新 的 套餐 是 什么 五十八 元
您好 请 讲   这样 不够 用 还有 没什么 套餐
不 客气 那 请 说   喂 你好
您好 请 讲   喂 你好 没有 诶 请问 下 就是 现在 有 一个五十 八块钱 的 套餐 吗
昨天 您好 请 说   我 我 想 问 一下 我 那个 手机套 移动 座机 流量 套餐 五十块 五十块 是 什么 意思 啊
您好 请 说 喂 呃 您好 先生 您好 可以 听 得到 吗   这 听 不到 啊 好 的 哦 喂
其他 您好 很 高兴 为您服务   诶 你好 诶 我 问 一下 咨询 一下 那个 任 我 用 幺 三八 套餐 它 这个 是 本地 流量 不限 了
您好 很 高兴 为您服务   噢 我 就 想 问 一下 那个 套餐 呃 我 是 幺 五八 的 套餐 吧 我 如果说 想换 一下 别的 那个 套餐 你们 能 那个 简单 的 那个 给 我 介绍 什么 或者 发个 短信 过来 什么样 的 我 给 您 发 积分 反正 还是 全球通 嘛 就是 包月 的 那个 金额 像 要 拔下来 有 几档 而且 那个 是 分钟 数 跟 网络 是 个 多少
嗯 您好 请 讲   你好 嗯 嗯 问 我 这个 手机 很多 就是 骚扰电话 这个 有没有 这个 功能 帮 我 开 一下 啊
嗯 嗯 您好 有 什么 可以 帮 您   呃 现在 有没有 什么 省内 流量 套餐
您好 很 高兴 为您服务   那 我 上次 不是 申请 的 那个 什么 幺 三九 套餐 那个 那个 宽带 多少 装能 不能 那个 装 那种 无限 不是 无限 wifi 那种 的
您好 有 什么 可以 帮助 您   你好
您好 很 高兴 为您服务   哎 那 你 现在 移动 有没有 无 无限 无限 流量 的 套餐 是 多少 啊
您好 很 高兴 为您服务 您好 请问   一下 噢 呃 呃 问 你们 有 推出 一个 套餐 是 八十八 元五 g 省内 流量 一百二十分 一千两百 分钟 的话 是 那个 套餐 嘛
您好   请问 一下 现在 全国 有 这种 呢 八元 套餐 是不是
哼 您好 很 高兴 为您服务   那个 看 一下 这个 有 什么 流量 给 我加 一个 流量
您好 很 高兴 为您服务   那 帮忙 安新 东开 一下 三 七八
您好 请 讲 诶 你好   诶 问 一下 我 这个 就是 无线网 这 样子 的
编号 什么 问题 你好   麻烦 请问 一下 有没有 夜间 流量 包 便宜
您好 请 讲   啊 请问 一下 你们 移动 公司 是不是 有 一种 套餐 是不是 五 十八块 四十四 百 分钟 咨询 流量 那个
您好 你好 我 想 问 一下   嗯 请 说
很 高兴 为您服务 噢 有 外 可以 忘记 接 可以 呀 恩 你好 这个 五块 什么 什么 意思   女士 您好 请问 可以 听 得到 吗
您好 很 高兴 为您服务   哎 你好 那个 就是 你 这个 手机 套餐 里面 的 流量 不是 用 完 了 嘛 那个 有 有 诶 有没有 说 像 别的 那种 套餐 就 我 就 不 不是 说 对 它 办 那个 套餐 是 无限 流量 的 嗯 嗯 一个月 是 十块钱 还有 多少 钱 就 无限 流量 的 它 那个 卡是 多少 钱 的 卡
您好 请 说额 喂 你好 诶   噢 我 这个 我 这个 手机 这个 卡上 的 是 在 校园 里面 无限 流量 吗
您好 请 讲 电话   您好
您好 请 说 您好 感谢 来   你好 那个 请问 那 那个 有 有 一款 那个 八十八 元 的 套餐 是 四 g 流量 的 对 吧
您好 请 说   诶 帮 我查 一下 我 这个 套餐 它 是不是 这个 哎 是 是 这个 无限 流量 的 它 是 是 在 哪个 区域 范围 内用 啊
哎   您好 请 说
您好 请问 本 机 新装 宽带 吗   呃 对 是 的 那个 这边 现在 宽带 有 有 最大 的 是 多少 兆 的
您好 很 高兴 为您服务   以前 我 再 充 的 流量 包 然后 不是 有 一种 那个 流量 是 会 比较 高 一点 的 是 吧
您好 请 说   问 一下 你们 这边 有没有 什么 临时 流 流量 套餐 可以 包是 吧
下午 好 很 高兴 为您服务   诶 你好 我 想 问 一下 呃 就是 现在 学生 那个 噢 有没有 没有 那种 什么 学生 卡 那个 电话卡 卖 啊
你好 请 说   喂 你好 您好 诶 麻烦 我 想 咨询 一下 噢 现在 我 这个 套餐 下个月 开始 是 呃 打电话 可以 打 几分钟
你好 请 讲   功能 你好
谢谢   您好
您好 请 说   喂 你好 我 请问 一下 你 这 有没有 流量 什么 流量 套餐 啊
您好 请 说 为您服务 恩请 说   有 一个 什么 好 的 套餐 啊
您好   哎 你好
您好 很 高兴 为您服务   诶 你好
您好 请 讲   喂 你好 我 想 问 一下 这个 有没有 什么 优惠 的 流量 的
好 的 您好 高兴 您 服务   我 问 一下 嗯 现在 有 什么 套餐 比较 实惠 的 流量 多 的
你好 请 讲   哎 你好 现在 什么 流量 包 比较 合算 的 跟 我 介绍 一下 好不好
不了   对 您好 请问 有 什么 可以 帮 您
密码 您好   很贵 我 也 说 我 这个 手机号码 有没有 国内 的 那个 流量 不够 那个 省内 的 还 很多 还有 两 g 两 g 多 那 怎么办 啊
您好 您 说   诶 你好
唉呀   您好 请 说
您好 请 讲   噢 就是 哎 你们 现在 不是 有 活动 五十八 元 什么 飞常 了 是 吧
您好 请 说   不要 这些 你 帮 我 看 一下 啊 有没有 什么 还有 什么 流量 套餐 可以 办 的 就是 我 现在 要
您好 请 说   诶 你好 是 这 样子 的 我 刚才 我 我 过 了 好多 问题 查 了 一个 没问 噢 我 想 知道 我 套餐 噢 本身 是 省内 多少 g 国内 多少 g 啊
知道 可以   您好 很 高兴 为您服务
您好 请 讲   喂 你好
可以 您好 请 讲   噢 就是 全球通 不是 一个 幺 八八 套餐 嘛
您好 请 说   因为 我 可不可以 别 别人 那个 机子 从 那个 流量 吗
下午 好   啊 你好 那个 我 想 就是 咨询 一下 那个 八十八 的 那个 套餐
嗯 你好 早上好   喂 你好 请问 一下 我 的 那个 准备 那个 移动 那个 那个 不是 有 宽带 吗 套餐 吗
您好 很 高兴 为您服务   呃 帮 我 看 一下 这个 月 有 什么 优惠 的 一个 套餐 因为 我 的 流量 已经 用 完 了
您好 请 讲   是 哎 你好 我 想 请问 一下 现在 是不是 有 一个 新 的 套餐 是 五八 还是 八八 的 套餐 然后 有 五 g 的 流量 是 吗
中午 好 诶 喂 你好 我   呃 是不是 有 有 一个 什么 那个 无线 无线 套餐 是 吧 流量
您好 请 说   喂 您好 帮 我查 一下 有 一个 什么 三十元 的 那个 什么 套餐 那个
喂   哎 你好 很 高兴 您 服务 请 说 嗯 嗯
您好 请 讲   你好 我 想 问 一下 那边 有 一个 那个 八十八 元 呃 新 的 套餐 呢
您好 请 讲   呃 喂 你好
嗯   嗯 很 高兴 为您服务
你好 您好 请 讲   呃 您好
为您服务 哎 你好 麻烦 帮 我 查询 下本 机号码 办理 朋友   稍等一下
为您服务 喂 您好   喂 诶 就是 有个 问题 就 是不是 你们 有 一个 软件 是 和 包 吗 然后 你们 有 呃 就是 榕城 一卡通 那个 软件 打开 的话 一直 卡 在 那边 也 没 办法 用 充值 也 充 不了
幸福 中午 好 请 讲 哎 你好   那个 问 一下 我们 现在 不是 说 有 一个 什么 新增 讲 的 套餐 吗 我 回办 呢
嗯 你好 请 说   你好 我 想 咨询 一下 我 下个月 看 的 时候 你们 是 有 一个 叫 新飞 享二零一七 的 套餐 现在 在 那 现在 这些 套餐 还有 吗
您好 很 高兴 为您服务 您好   那个 我 想 问 一下 我 这个 套餐 不是 送 一条 宽带 吗
诶 您好 您   你好 我 想 咨询 一下 你们 现在 那个 是不是 有 一个 新飞 享二零二二零 幺 第一 然后 一百二十八 的 这个 套餐
你好 你好   喂 嗯 嗯
嗯 嗯 哎 您好 请 讲   哎 我 问 一下 我 这个 是 包月 的 一个月 九十九 块钱 的 我 那个 流量 一个 一个月 是 多少 g 送 多少 g 啊
很 高兴 您好 请 讲   喂 您好 我 想 问 一下 就是 我 这个 手机 有 一个 那个 手机
您好 请 讲   那个 流量 套餐 还有 个 什么 套餐 可以 那个 办 的
您好 请 讲   哎 你好 我 问 一下 现在 有没有 套餐 就 比较 优惠 的
啊   你好 请 说 喂 你好 恩 你好
您好 请 讲   哎 你好 我 想 问 一下 现在 有 什么 送 流量 那个 套餐 流量 比较 多 的
哼 您好 请 说   所以 我 想 就 只要 流量 充值 多少
您好 请 说 您好 有 什么 可以 帮 您   你好 诶 我 想 问 一下 就是
您好 请 说 喂 你好 我 想 问 一下 我 那个   什么 爱心 那个 流量 包是 什么 东西 啊 我 都 没订 那个 怎么 会 有 那个
您好 请 说   我 想 问 一下 我 这个 套餐 三十八 的 套餐 都 包括 通话 多少 流量 多少 啊
您好 请 讲   喂 你好 你好
您好 请 说   诶 麻烦 问 一下 就是 我 这个 手机号码 那个 就是 你们 那个 积分 啊 然后 可以 换 什么
您好 很 高兴 服务   喂 你好 啊 请稍等 我 想 问 一下 就是
啊 你好 为您服务   诶 我 问 一下 噢 就是 那个 不是 我 这个 号码 就是说 另外 一个 号码 他 那个 已经 开通 的 那个 六十块 的 那个 半年 流量 包用 完 了 还有 没有 什么 流量 包 比较 划算 的
您好 很 高兴 您 服务   喂 你好 嗯 嗯 我 想 问 一下 我 这个 卡 可以 改 什么 套餐 吗 就是说 流量 跟 那个 分钟 数多
嗯 啊 您好 请 讲   你好 我 想 问 一下 本 套餐 的 诶 赠送 的 话费 是 两百 分钟 吗
您好 请 讲   哎 你好
您好 请 说 你好   呃 那个 一一 幺 三八 的 套餐 不是 说 那个 流量 随便 用 的 是不是
您好 请 说 在 才 哎 你好 诶 我 刚才 充 那个 什么 流量 五百 兆 十块钱 怎么 说 到 明天 有 充值   到 明天 就 到期 是 什么 意思
喂 没有   您好 请 讲
您好 请 说   喂 我们 那个 不是 说 有 八十八 元 的 那个 套餐 就是 如果 我 是 在 漳州 有没有 它 是 它 是 什么 有 一千两百 分钟 数是 吧
您好 请 说   诶 你好
经常 您好 请 说 哎 您好 请问 有 什么 可以 帮 您   喂
嗯 嗯 您好 请 讲   喂 你好 我 我 想 问 一下 刚才 那个 那个 厦门 这边 代理商 他 说 有 一个 新飞 享 五万 五八 套餐 二零一七版 的 是 真的假 的
你好 请 讲   喂 你好
您好 请 讲   哎 你好 问 一下 就是 有 一个 什么 四 g 飞享 套餐 只要 八块钱 的 那种 套餐
您好 请 讲   喂
中午 好 很 高兴 服务   诶 你好 诶 我 你 帮 我查 一下 我 这个 用 的 这个 套餐 是 一百三十八 的 噢 然后 他 就是 有 赠送 一千两百 分钟 跟 三十 g 的 流量 是 吗
嗯 您好 高兴 为您服务   诶 请问 一下 我 那个 国内 流量 是 什么 意思 啊
您好 请 说   喂 你好
对 呀 您好 很 高兴 为您服务   呃 你好 我 想 问 一下 那个 流量 有 什么 流量 套餐 呐 十块钱 流量 不够 用
很 高兴 为您服务   呃 喂 你好
幺 我 的 您好 请 说   啊 喂 你好 啊 我 想 问 一下 呃 我 这 手机 还 剩 多少 七十
您好 很 高兴 为您服务 啊 喂 你好 哎 想 问 一下 现在 这边 有 一个 呃 那个 充值 的 流量 包是   十五块 钱 一个 g 的 呀
您好 请 讲 喂 你好 我 想 问 一下 你们 这个 网络 有 什么 优惠 的 每个 月 有 什么 那个 优惠 的   网络 优惠 的 您 说 的 是 宽带 还是 手机 流量 有没有 没 手机 手机 流量 所以 流量 所以 流量 我 不是 有 一个 流量 活动 是 一次性 花 六十块 钱 可以 买 六个 g 的 全国 流量 一百八十 天 内 使用 完 就 可以 了
您好 请 讲   我 想 问 一下 你们 你 这边 没有 推出 推出 什么 流量 套餐 之类 的
您好 请 说   喂 你好 嗯 嗯 诶 我 问 一下 现在 是不是 有二零 一七有 推出 那个 什么 二零一七版 的 那个 什么 钱 什么 全家 统的 那个
您好 很 高兴 为您服务 您好 呃 您好 我 这 两天   了解 一下 我 现在 就是 省内 那个 无线 流量 是 套餐 是 最高 是 多少 啊
您好 请 讲   诶 你好 我 想 咨询 下 有没有 别的 套餐 就 说 我 这个 我 流量 不够 用 了 也 没什么 别的 套餐 那个 流量 比较 多 的 然后 通话 分钟 数
您好 请 说   可以 啊 那 那 流量 包 怎么 怎么回事 啊
您好 很 高兴 为您服务   喂 您好 我 想 问 一下 噢 我 有 收到 这个 幺 零零 八六 的 短信 它 说 我 有 个 什么 手机 内 流量 定向 流量 什么 二十几个 g 是 什么 东西 啊 那个 那 是 视频 的
高兴 您 服务   哎 你好 那个 我 流量 这个 月 不够 用 啦 就是 有没有 什么 呃 优惠 的 流量 先给 我 这个 月 称 一下 因为 我 下个月 就 升级 为 那个 五十八 元 的 那个 套餐 了
您好 请 讲   哎 你好 有 现在 有 什么 流量 套餐 啊
您好 很 高兴 为您服务   哎 你好 我 呃 您好 我 想 买 那种 国内 流量 怎么 怎么
您好 很 高兴 为您服务   喂 你好 呃 就是 想 问 一下 我 这个 流量 都 已经 用 了 超 了 在 你们 那里 有没有 什么 流量 包 的
您好 什么 可以 帮到 您   诶 你好
嗯 您好 很 高兴 为您服务   喂 您好 我 想 问 一下 有没有 什么 全国 流量 包有 的 我们 用 十块钱 一百
哎 您好 很 高兴 为您服务   你好
您好 请 讲   诶 你好 我 想 啊 就是 这个 月底 的 套餐 这个 还是 扣 的 套餐
您好 请 讲   喂
您好 很 高兴 为您服务   诶 美女 你好 你 你 能 不能 帮 我查 一下 我 这个 他 有 收到 一个 短信 说 我 的 那个 国内 流量 和 省内 流量 已经 用 完 了 但是 还是 有 的 什么 定向 流量 一即 没有 用 这个 我 不 太 了解 这个 是 什么 时候 定向 流量
您好 请 讲   喂 有 什么 套餐
零二 您好   那 我 想 问 一下 有没有 什么 比较 呃 比较 实惠 的 那个 流量 套餐
您好 很 高兴 为您服务   呃 帮 我查 一下 本卡 是不是 赠送 三百 分钟 啊 打电话
很 高兴 您 服务 您好   哎 你好 帮 我 看 一下 有没有 嗯 什么 流量 包 什么 之类 的 是 开通 流量 了
它 会扣 走 那 就 才 怎么 个   流
你好 中午 好   诶 你好 我 我 想 问 一下 这个 还有 什么 套餐 比较 便宜 一点 我 想 更改 套餐
您好 有 什么 需要 帮助   诶 你好 你 帮 我查 一下 我 这 这 部手机 那个 最低 那个 那个 那个 消费 呢 数据 那个 套餐 能 办理 多少
您好 有 什么 可以 帮助 您   喂 你好 问 一下 什么 叫 做梦 网 短信 通信 通讯费 啊
您好 高兴 您 服务   啊 喂 您好 我 想 问 一下 噢 呃 现在 有没有 什么 打 国内 电话 就 时长 比较 多 的 那个 套餐 然后 很贵 的 一两分钟 左右 嘛 在 南平 还是 建议 哪里 在 我 在 外省 就 国内 的 噢 是 扣 是 国内
您好 很 高兴 为您服务   噢 你 那边 有 什么 流量 套餐 比较 划算 的
您好 请 讲   你 帮 我 看 下 我 这 里面 有没有 其他 加入 一个 怎么 联网
对 多少   您好 请 讲
您好 请 说 喂 你好 哎 你好   哎 我 想 了解 一下 那个 呃 就是 无限 流量 那个 套餐
您好 请 讲   这个 我 想 问 一下 你们 这 流量 包 有没有 什么 套餐 没有 啊 有
早上好 很 高兴 为您服务   喂 请 帮 我查 一下 我 这个 套餐 到底 是 流量 一个月 是 有 多少
您好 请 讲   喂 你好 我 想 我 一下 那个 上网 的 因为 我 现在 流量 用 完 了 然后 想 请 你 帮 我 推荐 一下 那个 流量 套餐
您好 请 讲   喂 你好
转接 到 您好 请 说   讲 喂
您好 请 讲 嗯   我 发短信 说 什么 我 怎么 每个 月 十五块 钱 手机 保障 业务 是 什么 东西 啊
你好   你好 我 想 问 一下 嗯 嗯 嗯 嗯 对 呃 五 五十八 元 的 套餐 有 四百 分钟 还有
你好   你好 这个 我 想 问 一下 能 那个 出国 的话 去 那个 沙发 有没有 这种 流量 那个 套餐 的
您好 请 说   你好 呃 我 想 问 一下 呃 就是 那个 八十八 元 流量 不 限电 那个 那个 套餐 我们 这边 有
您好 请 说   呃 现在 流量 快 没有 然后 有没有 什么 加油 包 什么 的 就是 有没有 现在 可以 换换 流量 套餐
你好 请 讲   诶 你好 恩
您好 请 说   诶 我 想 呃 这个 月 流量 不够 这样 加一点 流量 什么 套餐 的
下午 好 呃 呃 我 我 这卡 是不是 流量 的 卡   呃 是 啊
您好 请 说 听 得到 吗 哎 你好 诶 你好   那个 我 想 问 一下 我 那个 里面 不是 有 一个 什么 省内 套餐 然后 保 二档 那个 是 什么 什么 意思
您好 请 说   嗯 嗯 您好 哎 你好 诶 喂 你好 请 说 诶 请问 下 就是说 现在 流量 的话 呃 呃 就 流量 淘宝 的话 它 有 多少 的
您好 请 讲   诶 你好 你 帮 我查 一下 现在 有 什么 什么 套餐 流量 会 比较 多
你好 请 说   喂 您好
你好   哎 你好 我 想 已经 办 那个 一 三八 的 套餐 还是 说 我 的 流量 呢 用 然后 分钟 数 多少 可是 为什么 我 还是 欠费 呢
您好 请 讲 您好   喂 你好 那个 我 想 问 一下 我 现在 这个 套餐 嗯 嗯 什么 样子 的
诶 我 问 一下 啊   诶 你好
您好 请 说   哎 你好 我 想 问 一下 啊 那个 每天 一块钱 有 一 g 流量 那个 是 什么 套餐 啊
您好 很 高兴 为您服务   你好 问 一下 现在 有 一种 套餐 全家福 全球通 还是 什么 一百八十 八 的 那个
您好 请 讲   呃 我 想 问 一下 我 这个 套餐 是 三八 的 哦 不是 改成 五 五十 八块钱 的 套餐
您好 请 讲   哎 哎 你好 你 帮 我 看 一下 现在 还有 没有 什么 别的 套餐 我 那个 分钟 数 用不完
哎 你好 请 讲   诶 我 想 问 一下 那个 开通 那个 a 吧 开 二十八 的 那个 流量 是 多少 二十八 是 三百 兆 二八 三百 兆 还
您好 请 讲   哎 你好 请问 一下 我 这个 套餐 一个月 五 十八块 的 套餐 流量 是 多少 g 啊
