一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   您 要 办理 的 那个 地址 哪里 报 一下   请问 好好 静安区 金 山路   十七号 省军区 第六 感觉 吗 稍等一下 七
您好 请 说   哎 喂 你好 我 想 问 一下 我 这个 手机号码 是 办 的 那个 九十九 的 那个 移动 套餐 就是 宽带 的   它 里面 不是 有 赠送 那些 什么 来电显示 那些 嘛 我 说 我 现在 都 没有 有 啊 来电显示 有 赠送 的 只是 来电显示 这边 目前 有 在 的   就是 我 打 过来 还是 未知 的 呀
您好 很 高兴 为您服务   你好 我 想 问 一下 现在 有 什么 套餐 流量 多一点   流量 比较 多一点 的 是 吧 流量 比较 多一点 的话 嗯 我 给 您 看 一下 因为 您 这边 有办 那个 宽带 如果 您 改 套餐 费 比较 麻烦 的 那 可以 另外 考虑 加 流量 吧 另外 加 流量 的话 现在 很多 用户 用 的 比较 多 的 都 是 申请 我们 有 一个 一次性 收 六十元 有 六 g 的 流量 呢 在 一百八十 天 之内 用 的 这个 是 比较 优惠 的 移动 划算 相当于 十块钱 一个 g 嘛   那 我 这个 有 宽带 不能 重新 办 套餐 吗
很 高兴 为您服务   哎 你好 诶 您好 呃 我 现在 这个 流量 有没有 什么 流量 套餐 流量 多 的   流量 套餐 现在 的话 有 一个 这个 一百三十八 的 套餐 可以 在 福州 本地 流量 不 限量 使用   一百三十 啊 一百三十八 这个 在 本地
您好 请 讲   喂 你好 我 想 问 一下 现在 流量 那个 有 什么 套餐 啊   流量 是 吗 可以 开 一个 六十元 六 g 这个 是 目前 比较 优惠 的   那 没 那个 幺 三八 的 我们 也 不是 说 有 一个 什么 五块 钱 然后 是 一 百兆 流量 的 吗
啊 您好 请 讲   你好 请问 有 什么 流量 包 吗   流量 包 您 稍 等 我 帮 您 看 一下 您 是 就 到 这个 月 月底 使用 对 吗 给 我 打   对
您好 请 说   诶 你好 现在 有 什么 额 那个 流量 套餐 呐   我 帮 您 看 一下 噢 您 这边 是 要 补充 流量 是 吗 这个 月额 还是 后面 长期 要 开通   对 啊 我 现在 有 现在 什么 状态
您好 请 说 你好   呃 我 想 我 我 想 找 一下 那个 那个 流量 加油 包   咱们 加油 包 十块钱 是 一 百兆 立即 生效 下个月 自动 取消 可以 吗   呃 有没有 再 多一点 的
这个 我 问 一下 我 现在 这个 那 我加 流量 那 现在 有 什么 有没有 解决 哪个 块钱 流量 比较 便宜   好 我 帮 您 查 您 稍等一下 是 在 国内 使用 吗   四   您 这边 的话 因为 我 帮 您 看 您 本身 九十九 这个 套餐 吗 九十九 套餐 里面 它 是 包含 只有 四百 兆 国内 流量 如果 要 现在 给 您 加 的话 我 看到 您 之前 已经 订购 过 一个 六十元 的 半年 流量 包 了 这 里面 还 剩 九百多 兆 那 您 如果 要加 流量 要 等 他 这些 流量 都 用 完 之后 才能 再办 一个
您好 很 高兴 为您服务   你好 诶 我 想 咨询 一下 这个 三八 套餐 是 到底 是 怎么 通话 分钟 数是 什么 使用 的   三十八 套餐 是 吗   嗯
您好 很 高兴 您 服务   诶 然后 外面 那个 套餐 就是 那个 飞享 套餐 什么 意思 啊   新飞 享 的 套餐 的话 它 是 里面 有 包含 三百 分钟 通话时间 和 一千五百 兆 的 流量   我 知道 了 就 说 我们 原先 那个 就 的话 自动 转成 新 还是 什么 原因
你好 您好 请 说 您好   喂 诶 你好 那个 请问 一下 那个 二零一 七年 不是 有 一个 那个 什么 宽带 八十八 元 然后 五 g 流量 是不是   我们 有 一个 八十八 元 的 套餐 有 五 g 的 福建省 内 流量 然后 的话 有 一千两百 的 分钟 数 跟 来电显示   嗯 嗯 你 帮 我 开通 一下
早上好   喂 你好   有 什么 可以 帮 您   我 就是 现在 就是 咨询 一下 那个 移动 了 现在 有没有 什么 套餐 是 那种 流量 比较 多 的 费用
吧 您好 很 高兴 为您服务 喂 你好 我 想要 问 一下 我 这个 号码 它 那个 呃 流量 就是 那个 套餐 是 多少 呢   您 的 三十八 套餐 每个 月 流量 五百 兆   呃 我 是 想要 说 我 这 五百 兆 跟 我 用 我 现在 还 不 知道 一个月 我 就 已经 用 完 了 之后 想换 一下 套餐   嗯 您 这边 的话 呢 主要 是 这里 有办 了 那个 宽带 活动 所以 说 您 现在 改 套餐 的话 呢 是 有 被 限制 到 了 要 改 的话 呢 就是 呃 您 那个 宽带 的 第一年 免费 优惠 就 没有 掉 所以 我会 建议您 呢 在 三十八 套餐 基础 上 另外 去加 流量 包 比如说 额外 加 三十块 钱 就 有 一个 g 的 五十块 就 两个 g 的 这 样子 您 可以 考虑一下
您好 请 讲 你好 我 想 问 一下   呃 如果 现在 办 宽带 的话 有 什么 套餐 吗   是 本机 号 要 办 移动 宽带 吗   只有 这个 想
您好 请 讲   行有 什么 流量 包 啊 就 就 流量 不够 了   就 这个 流量 不够 想 临时 办 一个 是 吗   对 对 对
你好 进行 啊 我   我 想 问 一下 你们 是不是 有 一天 一块钱 五百 兆 流量 的   呃 对 但是 它 那个 其实 不是 办理 流量 包 诶 需要 去 重新 购买 一个 新 号码 入网 这个 套餐   噢 换卡 不行 吗 应该 换 号码 吧
您好 请 说   诶 你好 那个 请问 一下 那个 停机 保号 的 那边 要是 打打 这个 号码 的话 比如说 我 现在 停机 保号 别人 打 这个 号码 的话 就 直接 直接 提示 几十元 是 直接 说 停机 吗   嗯 对   就 这 什么 都 没有 这 停机 是 吗
您好 很 高兴 为您服务 您好   哦 我 就是 问 一下 我 这个 流量 不够 用 如果 是 它们 不是 说 有 那个 什么 应该 可以 买 几兆 那个 流量 吗   呃 什么 什么 意思 三天 买 几兆 的 流量   就 说 当天 用 的 流量 有没有 啊
您好 先生 您好   诶 你好 现在 有 什么 套餐 嗯 流量 流量 费有 有 少 一点 费用 吧   有 在 嗯 现在 只有 一百三十八 您 都 是 让 您 的 本地 用 吗 本地 的话 是 有 一款 一百三十八 是 在 本地 不 限量 使用 通话 分钟 是 有 一千二百 分钟   噢 这 是 宁德 地区 那个 流量 流量 随便 用 是 吧
您好 请 讲   哎 你好 哎 您 想 我   这个 还 可以 买 什么样 的 流量 流量 啊 嗯   对
您好 请 讲 您好   哎 我 就 想 问 一下 我 这个 手机 那个 流量 套餐 那边 有 一个 服务区 流量 这个 g 的 是 什么 呢 过去 流量 还是 两 g   那个 是 校园 区内 就是 您 在 福州 校园 高校 范围 内 才能 用 了 两千   联系 多少 不 大 这边 只能 在 校园 区 我 在 市区 这边 都 不能 用 那个
您好 很 高兴 为您服务   你好 我 咨询 一下 那个 我 这个 开通 那个 八元 的 什么 套餐 啊   嗯 对 您 这 是 全球通 八元 套餐   其实 都 八元 套餐 对 对 噢 像 其他 其他 呃 哎 其它 还有 开通 什么 没有 了 吧 噢
您好 很 高兴 您 服务 您好   诶 您好 麻烦 帮 我 呃 你 现在 全国 通用 的 流量 包 的 哪些 优惠 的   我 需要 买 您 现在 买 一点 是 吧 用到 月底   呃
你好 请 讲 喂 你好   哎 你好   哎 我 想 问 一下 有没有   那个 流量 套餐
您好 请 说   喂 你好 诶 请 讲 有 什么 你 帮 我 诶 你好 你 帮 我 现在 看看 是 我 现在 里面 除了 就是说 呃 还有 什么 附加 功能 没有 帮 我 看 一下 好 吧 做出 验证码 是 这个   除了 十八块 钱 套餐 之外 有个 三月 学校 的 一个 微片 网有 个 两块 其它 别的 收费 业务 的话 暂时 就 没有 了   噢 就是说 除了 正常 是 说 那个 短信 的 什么 什么 还有 流 二十 彩铃 我 这个 我 知道 这个 套餐 里面 都 包 在 里面 的 是不是
我 忘 啊 喂 你好 你好 诶 我 想 问 一下 现在 有没有 什么 流量 套餐 呐   噢 有 个 六十块 钱 六 g 的 半年 之内 有效   噢 不用 那么 多 不用 那么 大 把 小妹   那 是 这个 月 临时 使用 的 吗
您好 请 讲 你好   喂 你好   诶 您好 您 请 说   那个 我 想 请问 一下 这边 移动 有 那个 五十元 流量 套餐
您好 请 讲   诶 你好 麻烦 你 帮 我 看 一下 就是说 有 一个 套餐 有没有 促销 的 是 八十八 元 套餐 呃行 有 那个 五 g 的   流量   还有 呢 一千二百 二百 分钟 的 那个 话费 呃 那个 电话 幺 有 那 如果 我 我 这个 月 就是说 根据 下个月 生效 是不是 啊
您好 请 说 您好   诶 你好 帮 我 看 下 有 什么 流量 加油 包 的   加油 包 我们 这 十块钱 一 百兆 立即 生效 下个月 自动 取消 加油 包   十块钱 就 一 百兆 嘛 对 那 没有 别的 吗
早上好   呃 喂 您好 我 我 是 这 样子 我 刚才 打 的 也 是 人工 台 就是说 我要 那个 什么 流量 啊 他 给 我 推荐 了 一个 什么 今天 有 优惠 十三块 八毛 你好 好像 十三块 八毛 多 嘛 然后 四百 六十 兆 的 嘛 是 吗   嗯 对 它 原价 三十块 一 g 今天 开只 收 十三块 八毛 一 这个 月 可以 用 了 四百 七十一 兆 下个月 一号 自动 关 那 您 收到 短信 都 显示 三十块 钱 不用 当天 就 扣 您 十三块 多   噢 这 样子 好 谢谢 谢谢 我 就 收到 短信 说 什么 是 三十块 的
幺 五 很 高兴 为您服务   谁 说完 了 呢   你好   就是说 喂
您好 请 说   呃 喂 你好   诶 您好   嗯 嗯 嗯 我 我 想 换 一下 套餐 有 什么 就是 比较 划算 的 套餐 里边 元
您好 很 高兴 为您服务 你好   我 想 问 一下 什么 套餐 是 流量 有 几个 g 啊   流量 几个 g 是 基础 套餐 里面 的 吗   对
你好 请 讲   诶 您好 我 这个 手机号 你们 移动 是不是 有 一个 什么 流量 不 限量 八十八 块 的 套餐 呢   噢 那 它 那个 是 入网 的 它 那个 套餐 是 一百三十八 元 的 只是 说 您 刚 买 卡 它 会 送 您 就是 嗯 话费 送 六百 每个 月 送 五十块 所以 就是 只要 八十八 但 第二年 以后 还是 恢复 一百三十八 的 噢 这 样子 是不是 是 一百三十八 套餐 如果 您 有 需要 可以 到 营业厅 去 办理 就 老卡去 改是 一百三十八 它 没有 新卡要 有 送 话费 好 嘛   那 那 那 那 我 这种 我 这种 我 现在 流量 比较 多一点 的 有 什么 适合 的 套餐
你好   那个 不是 有 一个 什么 幺 三八 的 套餐   噢 对 一百三十八 的 套餐   啊 那个 套餐 是 无限 流量 的 是 吗
中午 好 请 讲   喂   诶 您好   喂 你好 诶 我 想 我 想 问 一下 你们 现在 有 一个 套餐 是不是 八十八 元 的 套餐 有 送 一百二十 分钟 还有 五 g 流量 的 有没有 情况
你好 喂   有没有 那个 三十八 元 的 那个 呃 三百 分钟 然后 一点 五 g 的 那个 套餐 啊 有 这个 套餐 不过 它 是 办 不了 的 为什么   因为 它 是 只能 针对 一些 幸运 客户 啊 或者说 从 低 往 高 抬 更改 的 套餐 的 才能 办理   噢 从 第一网 是 吧
您好 很 高兴 为您服务   帮 我查 一下 我 的 手机 这 里面 一直 给 我 这样 一个 行 吧 那个 什么 安心 流量 包 意思   嗯 是 这样 的 因为 您 的 流量 的话 都 是 省内 流量 啊 您 现在 人 是 在 省外 对 吗   诶
您好 您 请 说   嗯 请问 一下 这个 移动 套餐 有没有 九十九 块 一个 一百块 之类 的   啊 我们 是 有 那种 和 家庭 九十九 套餐   就是 这个 什么 意思
您好 请 说   嗯 帮 我 看 一下 有 没 那种 三十八 套餐 有 一点 五 g 流量 的 那种 的   嗯 有 的 它 是 一点 五 g 的 省内 流量 其中 有 一 百兆 可以 在 国内 用 本地 打 国内 电话 有 三百 分钟 您 是 本 机要 改 吗   对 就 帮 我 改 一下 哈
你好   诶 你好   嗯   现在 我 我 我 想 问 一下 哈 现在 有没有 什么 套餐 流量 比较 多 的 流量 比较 大 的 国内 流量 噢 不是 省内 流量
您好 很 高兴 为您服务   你好 我 想 问 一下 我 那个 手机 套餐 里面 成 夜间 流量 套餐   您 是 手机 套餐 怎么 了   有没有 赠送 的 夜间 流量 我 这个 当时 好像 这些 业务
快 再见 您好 很 高兴 为您服务   诶 那 那流 流量 包有 什么样 的   流量 包有 很 多种 您 大概 需要 多少 流量   你 跟 我 说 一下
哎 您好 很 高兴 为您服务 请 讲   诶 你好 我 想 问 一下 现在 就是   流量 套餐 有 多少 多少 噢 您 这边 目前 是 三十元 的 呃 如果 再 上 一个 档次 是 五十块 的 两个 g 的 还有 七十 元 三个 g 的 都 可以 办 噢   刚才 我 那边 你 你 你 你 你 目前 是 三十三 十块钱 的 套餐 然后 他 说 你 要 再 上 一个 档次 的话 就是 五十块 钱 的 套餐 我
再见 很 高兴 为您服务   对 呀   哎 您好 请 讲   呃 就是 它 为什么 八十八 那个 无限 流量 套餐 八个 月 为什么
您好 请 讲   喂 你好   先生   诶 我 想 咨询 一下 我 这个 套餐 的 那个 那个 呃 流量 是 多少
你好 请 好心 或 或者 是 情况 喂 你好 哎 你好 我 想 请问 一下 我 这个 暂时 包括 刚刚 呃 刚刚 那个 刚办 的 吧 就是 它 那个 是 里面 是 什么 就是 分钟 还有 流量 是 多少 的   一百 分钟   哎 呃   一百 分钟 一 百兆 流量 这是 全国 可以 用 的 那 另外 还有 赠送 本地 的 有 两百 分钟 跟 这个 省内 的 流量 一点 四七
你好 请 说   哎 你 帮 我查 一下 我 这个 流量 用 的 什么样 的   噢 好 的 您 这 流量 目前 我 看 了 一下 还 剩下 两百 七十三 兆   噢 就是 包包 我包 那个 六十元 的 是不是 啊 对 噢 那 那 假如 说 我 这个 还有 半个 月 那 那 还要 包 什么
您好 请 说   哦 行   您好   喂
您好 请 说   哇 那个 我 我 现在 这个 流量 都 帮 我 看 一下 我 那个 还有 没什么 流量 套餐 可以 开 了   流量 您 这个 月 目前 套餐 里 的 是 都 用 完 了 吗 然后 您 如果 单独 开 噢 我们 现在 最 优惠 的 有 个 六十块 六个 g 一百八十 天 之内 用 完 的 这个 可以 立即 生效 谢谢   只能 开 这个 没有 别的 吗
您好 请 讲   喂 你好 你 我 想 咨询 一下 你们 移动 现在 有没有 一个 幺 三八 套餐 的 那个 流量 无线 的 流量 这个   那个 叫做 任 我 用 幺 三八 套餐   啊
您好 请 讲   哎 你好 诶 我 想 问 一下 那个 诶 诶 那个 流量 套餐 有没有 就是 呃 比较 优惠 一点 的   嗯 稍 等 我 看 一下   诶 就是 呃 之前 不是 有个 二十元 二十 g 那种 啊
可以   您好 很 高兴 为您服务 诶 你好 嗯 嗯   问 一下 那个 现在 什么 流量 优惠 套餐   有 一个 是 六十元 六个 g 的 流量 一百八十 天 的 有效期 现在
您好 很 高兴 为您服务   我 想 问 一下 就是说 我 那个 套餐 是 五 十八块 的 里面 不是 有 三百 分钟   嗯 嗯 对 它 是 本地 打 国内 三百 国内 的 国 国内 拨打 国内 的 一百 总共 四百   呃 本地 打 国内 的 三百 分钟 是 吗
您好 请 讲   哎 你好 我 发现 我 这个 手机 每个 月 都 有 个 什么 四 g 一 g 数据 套餐 五十块 那 是 什么 东西 啊   噢 那个 是 上网 流量 五十元   那 你 那个 可以 帮 我 取消 掉 吗
您好 请问 是 新装 宽带 吗 喂 你好 我 想 问 一下 那个 宽带 的 有 就是 想办 宽带 然后 都 有 哪些   您 是 用 本 机号码 办 宽带 吗   呃 对 或者 是 呃 就是 我 是 想要 办 那种 整年 的 不是 一个 一个月 这样 算 的   包年 的 宽带 现在 没有 什么 优惠 啊 我 建议您 还是 办 呃 宽带 活动 会 比较 优惠 的
您好 请 讲   诶 您好 我 想 问 一下 现在 有 什么 那个 流量 套餐 吗   嗯 流量 套餐 哇 您 稍等一下 流量 套餐 就 十块钱 一 百兆 呢 那 三十块 一个 g 五十块 两个 g 的   呃 不是 这 样子 就是说 一个月 的
您好 什么 可以 帮 您   哎 你好 我 想 问 一下 我 这个 套餐 里面 有 一个 说 什么 跨 集团 微醺 限额 可选包 七十六 档 这个 是 什么   您 稍 等 我 看 一下 哈 嗯 这边 我 给 您 查询 了 一下 您 本 机号码 就 一个 未 天网 啊 是 南平 农商 银行 的   那 我 是 这个 是 互达 楼上 里面 有 三百 分钟 是 吗
嗯 您好 请 讲   你好   有 什么 可以 帮助 您   现在 有 什么 那个 流量 的 最 优惠 的 是 什么 流量 现在 有 六十块 钱 的
嗯 嗯 您好 很 高兴 为您服务 您好 呃 您好 我 那个 手机 上 有 看到 一个   就是 新飞 享 五八 套餐 二零一七版 的   新飞 享 五八 是 吧   噢 对 然后 里面 有 一个 什么 每月 赠送 省内 数据 流量 二点五 g 的 然后 本 本地 拨打 国内 那个 电话 三百 分钟 每月 赠送 是 送到 什么 时候 是 一年 还是
噢   您好 请 讲   啊 诶 我 想 问 一下 我 这 手机 套餐 一个月 流量 到底 有 多少   呃 您 套餐 八十八 本身 里面 有 三百 兆 流量 那 另外 呢 它 有 给 您 额外 赠送 的 那个 两 g 的 省内 流量 到 今年年底 十二月 月底 到期 会 自动 关掉 所以 现在 就 两千多 兆
您好 请 讲   喂 你好 请问 一下 你 帮 我 看看 一下 这个 是 这 张卡 是 怎么 用 的   嗯 您 这个 就是 流量 王卡 一天 一 g 的 在 莆田 本地 上网 的 流量 的   噢 一天 一 g 就是 还有 三十分钟 免费 的 是不是
你好   喂 你好 啊 我 刚刚 收到 一个 幺 零零 八六 的 幺 那个 短信 是 什么 我 开通 什么 什么 了   刚刚 我 看 一下 手机 保障 服务 啊 就是 那些 手机 保险 的 一个月 十五块 钱   我 不 需要 帮 我 取消 了 吧
嗯 嗯   您好 很 高兴 为您服务   啊 你好 我 想 问 一下 这个 我们 这边 移动 的 手机号码 现在 还有 没有 就是 赠送 那个 嗯 无线 的 那个 wifi   呃家 里面 宽带 对 吗 它 这个 宽带 跟 宽带 你 要 改 套餐 才 有 送 啊 要 改成 我们 现在 这种 七十九 九十九 一百三十 九 或者 一百八十 八 这种 套餐 才 有 送 宽带
好 的 你好 呃 有没有 那个 临时 的 那个 流量 包 一个月   我 给 您 看 一下 有 先生   呃 是 多少 钱 的 月末 用   还有 半个 月 时间 嗯 再见 建议您 要加 一 千兆 收费 只要 二十六 块 三 一千零七 十七 兆 三十一 g 多
您好 嗯 恩 您好 请 讲   啊 我 我 唉呀 祝您 有没有 什么 就是 是 流量 包 比较 划算 的   嗯 稍 等 帮 您 看 一下 现在 买 流量 的话 有 十块 一 百兆 还有 三十块 一 g 五十块 两 g   三十块 也 可以
您好 很 高兴 为您服务 您好   没有 喂 你好   我 手机 您好   诶 你好
您好 请 讲   啊 就是 那个 我 想 问 一下 有没有 那种 嗯 套餐 之内 的 就是 可以 三 就是 打电话 可以 便宜   打电话 便宜   呃 经常 打电话 您 都 是 在
很 高兴 为您服务   呃 喂 您好 那个 国内 的 流量 帮 我 买 七十块 钱 是 多少 兆 啊   十块 只有 一 百兆   那 就 帮 我 买 二十块 八
您好 请 讲   你好   你好   嗯 请问 一百三十八 的 套餐 是 是 是 是 哪 几项 呢 呃
您好 请 讲   噢 我 想 问 一下 那个 流量 没有 了 要 保底 流量 用 什么样 的 有 什么 优惠   嗯 嗯 那 这边 帮 您 看 了 一下 有 一个 是 六十块 六 g 半年 流量 包 这个 最 优惠   嗯 六十块 多
您好 请 说 有 什么 可以 帮 您 的   诶 不 显示 有 宽带 泉州 又 发个 短信 什么 呃 套餐 可以 不变 呃 分钟 数 一千二百 分钟 对   它 是 这 样子 分钟 数 一千两百 分钟 本地 主叫 全国 省内 流量 有 五个 g 就是 我们 套餐   什么 一千二百 分钟 是 吧
你好   诶 你好 我 想 问 一下 最近 啊 有没有 什么 那个 关于 流量 的 套餐 用 了 优惠 的 套餐   噢 我 看 一下 啊 有 啊 我们 有 一个 六十块 那个 流量 六 g 一百八十 天 内 有效   半年 内 都 有效 的 吗
中午 好 请 说 对   诶 请问 一下 我 这个 这个 月 打电话 多少 怎么 好像 强队 不 超出 了   钱 对不上 什么 意思 您 是 说 话费 有 疑问 是 吗   二四
祝您 阖家 您好 请 说   哎 你好 我 咨询 一下 那个 是不是 有个 什么 八十 八块钱 那个 一个月 五 g 的 流量 啊   二 幺   呃 我 本机 给 我 办理 一下
您好 请 说   诶 你 看 一下 我 的 手机 的 流量 没有 人 看看 有 没什么 流 流量 包买 吗   你好 流量 包是 吧 我 给 您 看 一下 啊   我 好像 我 买 我 买 了 一个 六 g 的 流量 包用 完
您好 请 讲   诶 我 想 问 一下 就是 现在 有没有 什么 什么 三十八 转 五十八 那个 什么 套餐 还 送 那个 什么 三个 g 的 流量   有 四百 分钟 怎么 您 这个 是 那个 新飞 享 套餐 它 只是 全网 高 的 更改 不 支持 通常 更改 的 因为 您 目前 已经 是 办理 三十八 元 套餐 就 更改 不了 那个 注销 三十八 元 套餐 只能 往高 的 更改 比如说 五十 八块钱 那个 您 可以 更改   就 可以 更改 到 这 五十 八块钱 套餐 是 八十八 的话 您 就 更改
您好 请 说 这样   哎 你好 我 这边 好像 又 给 我 查询 一个 不 知道 这是 什么 费用   噢 不好意思 没太听 清楚 是 什么 费用   什么 都市 丽人 这个 什么 费用 啊
您好 请 讲   喂 你好 没有 没有 嗯 您好 但是 我 手机 有 一个 是 办理 一个 彩铃 的 业务 可以 干什么 不会   它 是 这样 的   兆 说 就是 自己
中午 好 请 讲   喂 呃 喂 你好   你好   噢 那个 我 我 想要 一下 我 那个 这个 月 的 那个 开通 的 所有 那个 流量 详情 噢 就是 我 的 套餐 详情
您好 请 讲   你好 问 一下 那个 流量 除了 他开 那个 安心 包 还有 什么 呀 能 不能 拿来 保底   嗯 可以 开 那个 包月 套餐 有 三十块 一 g 或者 五十块 两 g 噢   那 你 现在 给 我 开 一个
很 高兴 为您服务   呃 我 想 问 一下 宽带 有 什么 套餐 啊   呃 宽带 您 现在 是 要 申请 我们 中国移动 的 宽带 是 吧   昨天
没   为您服务   喂   诶 您好
您好 很 高兴 您 服务   请问 一下 那个 不是 说 呃 要 本地 流量 多 的 那种   本地 流量 多 的 套餐 呢 嗯 就是 我们 现在 有个 八十八 的 套餐 里面 五个 g 的 流量   怪 的 在 哪里 啊
你好 您好 请问 什么 可以 帮助 您   呃 请问 一下 这个 有没有 这个 中国移动 轻松 卡   轻松 卡 吗   对
您好 请 讲   诶 我 想 问 一下 这 部手机 到 香港 要 开通 什么 业务 吗   嗯 要 开通 一个 国际 及 港澳台 的 一个 漫游 功能 您 这 张卡 已经 有开 了 恩   已经 开 了 那 我 上 网上网 流量 大概 多少
您好 请 讲   扣掉 吧 帮 我 这 两种 啊 幺 八八 的 套餐 是 怎么样 的 哦 那   呃 幺 八八 有 一款 是 赠送 一千两百 分钟 国内 通话 流量 赠送 省内 不 限量 国内 是 赠送 两 g 的   省内 不 限量 嘛
对   您好 请 说   你好 嗯 诶 你好   呃 您 现在 这个 是 幺 三八 套餐 一百三十八 元 套餐
您好 请 讲 你们 问 一下 最近 有没有 什么 套餐 套餐 是 吧 是 啊 您 现在 用 的 是 一百八十 八 的 套餐 呃 然后 流量 还有 没有 没 店铺 也 比较 便宜   我 现在 用 这个 一百八十 八 套餐 根本 没有   因为 我 看到 内用 流量 比较 多 根据 您 自己 的 消费 情况 来说 这个 一百八十 八 的 是 最 划算 的   对 不划算 它 备件 住 了 根本 就 用 不了
晚上 好 请 说 喂 你好 我 想 问 一下 我   有 什么 流量 套餐   您 稍等一下 您 稍后 补充 这个 月 的 吗 还是 嗯 嗯 我 看 一下 你 刚 说 我们 现在 有 一种 流量 活动 原价 五十块 两 g 的 然后 他 现在 可以 连续 六个月 每个 月 返还 三十元 等于 说 您 只要 一个月 支付 二十块 钱 这个 活动 如果 有 参加 是 下个月 才 开始 的 您 可以 考虑一下   嗯 嗯 别的 呢
您好 请 说   喂 你好   你好   刚 我 想 问 一下 我 这个 号码 我 下个月 半年 那个 新飞 享 三十八 元 套餐 可以 啊
您好 请 说   嗯 我 这边 套餐 有个 什么 彩铃 功能 费 五块 还有 一个 移动 数据 套餐 三十块 那个 是 什么   啊 彩铃 功能 就是 每个 月 都 有 开 的 是不是 我 打 给 你 的 那个 我 可以 听到 歌曲 的 那个 一个月 十五块 钱   这个 我 没 开通 啊 这个 吗 这个
您好 很 高兴 您 服务   诶 你好 麻烦 你 帮 我 这个 我 现在 这个 套餐 七十九 块 的 他 的 流量 还有 每个 月 电话 有 多少 分钟 你 发个 信息 给 我 喂   你好 公司 呃 您好 能 听到 吗 啊 可以 啊 可以 二号 您 的 电话 已经 接通 请 讲   我 说 麻烦 你 把 我 这个 套餐 的 那个 一个月 比如说 可以 打 几分钟 还有 那个 呃 流量 多少 什么 发 一个 信息 给 我 还有 没有 别的 套餐 我想 换个 套餐 因为 这个 套餐 一个月 什么 只有 两百 分钟 啊 不够 用
您好 很 高兴 您 服务   啊 那 我 等于 说 还有 什么 流量 套餐   呃 您 是 流量 不够 想要 补充 是 吗   我 就 下个月 的 下 我 想要 下个月 的
您好   诶 你好 我 想 问 一下 我 这个 这 张卡 的 这个 流量 的 情况 我 这个 卡有 那个 全国 的 流量 吗   本机 吗   没有 哎 对 对 对 对 对 对 本机
您好 请 讲   哎 你好 那个 我 这边 是 有 个 什么 套餐 里面 有个 和 阅读 青春 阅读 的 这个 什么 东西 呢   呃 对 有 这个   这个 要 要 收费 吗
您好 请 讲   喂 你好   您好   呃 我 想 请问 一下 你 那个 有 一种 套餐 是 一百三十八 块 的 是 吧
没有 你好 请 说 呃 您好   为您服务 那 我 就 现在 学校 吗 说 这个 每个 月 的 流量 套餐 那 如果 用 然后 我 想 问 一下 有没有 二十四 什么 什么 套餐 可以 流量 包月 多一点 的   额 我 给 您 马上 看 一下 好   知道 哎 唉呀
您好 请 说   你好 他 今天 又 帮 我 办理 一个 五八 套餐 的 那个 它 是 那个 是 怎样 的 会 啊   它 是 下个月 生效 的 它 有 的   生效
您好 请 讲   我 问 一下 啊 我 这个 手机 的 有 个 套餐 是 一万两千 分钟 的 校园 wifi 是 什么 意思 呢   呃 一万两千 分钟 先帮 您 看 一下 噢 它 这个 就是 两百个 小时 嘛 就 上网 时长 那 您 要 连接 那个 cmcc 异地 优 或者 哎 不 在 是 校园网 要 登录 上去 才能 用 那 您 要 先 开通 这个 那个 校园网 您 之前 有用 过 吗   我 你 昨天 试 了 一下 然后 马上会 扣钱 餐 还是 说 啊 一兆丰 零点 一元
您好 高兴 为您服务   兆 诶 您好   哎 你 说   我 想 问 一下 有个 不是 有 九十九 元 那个 有办 那个 流量 不是 那个 宽带 业务 的 是 上门来 上门来 弄 无线 的 是 吗
您好 很 高兴 为您服务   你好 我 想 问 一下 我们 这 移动 有没有 那个 流量 包月   再见 嗯 有 包月 的 这个 三十块 一个 g 五十块 两个 g 如果 加油 包 就 十块 一 百兆   不是 包月 就是 没有 那个 无限量 的 有没有 那个 wifi
您好 很 高兴 为您服务   你好 我 有些 东西 我要 我 不 懂得 问 你们 一下 噢   您 说   什么 叫 增值 业务 业务费 呀
您好 请 说   你好 那个 有没有 就是说 比较 划算 一点 的 那种 套餐 呢 我 现在 每个 月 用 流量 的话 它 差不多 要 三十 g 的 样子 但是 我 这个 套餐 的话 只有 七百 兆   您 如果 是 说话 这个 要 改 流量 套餐 的话 我 建议您 去 改 可以 考虑 改成 一百三十八 的 本地 流量 不 限量 分钟 数 也 多 有 一些 总共 一千两百 分钟   噢 然后 那个 流 流量 流量 多少
您好 您 请 说   诶 你好 那个 我 想 问 一下 它 呃 这 我 这个 套餐 的 那个 流量 一个月 是 多少   您 的 套餐 的话 流量 的话 是 七百 兆   那 一个月 七百 兆 是 吗
您好 请 讲   你好 现在 现在 有 什么 呃 流量 套餐 的 推荐 吗   好 的 我 帮 您 看 一下 那 您好 女士 您 是 月底 使用 对 吗   啊 对 现在 要 用
