一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路   睡觉 了 对   过 那个 没有
您好 很 高兴 为您服务   嗯 是 这样 的 因为 您 的 流量 的话 都 是 省内 流量 啊 您 现在 人 是 在 省外 对 吗   噢 所以 您 现在 在 上网 的话 都 是 在 用 安心 包 十块钱 一 百兆 来 收费 的 所以 它 没收 到 十块钱 的话 就 会 发短信 通知 您 一次   因为 这个 八八 套餐 里面 没有 全国 通用 的 流量 的
您好 您 请 说   啊 我们 是 有 那种 和 家庭 九十九 套餐   噢 那个 它 是 一种 这个 资费 它 这个 是 有 里面 是 有 包含 宽带 不会 把 他 的 套餐 的 资费 介绍 发送 短信 给 您 看 一下   呃 流量 的话 您 是 要 比较 多 的 那 我们 是 有 那种 呃 有 一种 新 的 这个 飞享 的 八十八 套餐 二零 七八 它 那个 是 有 福建省 内 使用 的 有 四千 六百 二十 兆 流量 仅限 当月 使用 然后 另外 国内 流量 五百 兆 也 就 您 整个 月 都 在 福建省 内 那 就 有 五个 g 的 流量 费用
您好 请 说   嗯 有 的 它 是 一点 五 g 的 省内 流量 其中 有 一 百兆 可以 在 国内 用 本地 打 国内 电话 有 三百 分钟 您 是 本 机要 改 吗   好 的 那 其中 有 一百 分钟 是 国内 用 有 包 来电显示 那 我 就 帮 您 下个月 改成 这个 三十八 的 噢 最低 消费 下个月   有包 来电显示
你好   嗯   国内 流量 您 是 说 改 套餐 吗   没 没有 没有 更大 一般 都 是 深圳 的 省内 的 国内 的话 比如说 您 可以 另外 加 流量 包会 更 多一些 比如说 我们 的 五十元 两个 g
您好 很 高兴 为您服务   您 是 手机 套餐 怎么 了   赠送 夜间 流量 是 吧 没有 赠送 夜间 流量   对 对 你 就是 自己 套餐 本身 的 那个 五百 兆 没有 另外 赠送 流量 了 好 的 我 知道 了 嗯 还有 其他 可以 帮 您 的 没 好 的 祝您 生活 愉快 再见
快 再见 您好 很 高兴 为您服务   流量 包有 很 多种 您 大概 需要 多少 流量   呃 这 目前 能办 从 三十 开始   g
哎 您好 很 高兴 为您服务 请 讲   流量 套餐 有 多少 多少 噢 您 这边 目前 是 三十元 的 呃 如果 再 上 一个 档次 是 五十块 的 两个 g 的 还有 七十 元 三个 g 的 都 可以 办 噢   不是 外地 早上 没有 这个 是 刚   米 你 目前 三十块 钱 套餐 是 多少 多少 g 啊 它 目前 是 三十元 五百 兆 的 五块 钱太多 了
再见 很 高兴 为您服务   哎 您好 请 讲   不好意思 您 先 说 一下 您 的 问题 可以 吗 因为 有点 杂音 没 听 清   八十八 是 本地 无限 流量 吗
您好 请 讲   先生   流量 是 吗   流量 的话 我 帮 您 查看 了 一下 请 您 稍 等 这个 套餐 流量 的话 是 三百 兆 但是 您 这款 是 之前 旧版 的 分钟 数是 五十分钟 流量 只有 一 百兆
一百 分钟   一百 分钟 一 百兆 流量 这是 全国 可以 用 的 那 另外 还有 赠送 本地 的 有 两百 分钟 跟 这个 省内 的 流量 一点 四七   没错 好像   对 福建 一点 对 您 在 福建 的话 就 一点 五 g 就 都 可以 用
你好 请 说   噢 好 的 您 这 流量 目前 我 看 了 一下 还 剩下 两百 七十三 兆   这边 都 快完了 呃 包 的话 只能 您 您 这 两百多 兆 用 完 了 到时候 可以 再包 那个 六十元 六 g 的 这个 比较 划算 一点 噢 噢 你 我 这里 对 这个 会 比较 划算 我 这里 发 一个 查 流量 的 王 只 给 您 您 可以 随时随地 可以 点开 来看 一下 流量 明细 噢 不然 超过 它会 另外 扣费 的   会 不会 给 我 给 它 会 有 短信 通知 但是 有 的 如果 都 在 用 它 可能 会 延迟 一些 所以 您 自己 查会 比较 保险 一点
您好 请 说   您好   呃 您好 请 讲   八块钱 的
您好 请 说   流量 您 这个 月 目前 套餐 里 的 是 都 用 完 了 吗 然后 您 如果 单独 开 噢 我们 现在 最 优惠 的 有 个 六十块 六个 g 一百八十 天 之内 用 完 的 这个 可以 立即 生效 谢谢   其他 的 也 可以 啊 像 临时 的话 十块钱 一 百兆 还有 包月 的 三十元 一个 g 五十块 钱 两个 g 这些 都 可以 开   对 五十块 钱 两个 g 三十块 钱 一个 g
您好 请 讲   那个 叫做 任 我 用 幺 三八 套餐   任 我 用 幺 三八 本地 的 移动 数据 流量 不 限量   那 就 不能 享受 到 本地 流量 优惠 了 只能 按照 国内 流量 或者 省内 流量 套餐 来办
您好 请 讲   嗯 稍 等 我 看 一下   呃 呃 流量 活动 是 吗 二十 二十七 暂时 没有 啊 如果 您 需要的话 有个 现在 有 六十元 六 g 的 流量 在 一百八十 天 半年 内用 半年 内用 完费 六十六 g   对
您好 很 高兴 为您服务 诶 你好 嗯 嗯   有 一个 是 六十元 六个 g 的 流量 一百八十 天 的 有效期 现在   可以 我 看 一下   不是 办过 了 那 可以 再办 啊
您好 很 高兴 为您服务   嗯 嗯 对 它 是 本地 打 国内 三百 国内 的 国 国内 拨打 国内 的 一百 总共 四百   对 没错   那 我 就 想
您好 请 讲   噢 那个 是 上网 流量 五十元   好 可以 您 稍等一下 噢   取消 好 了 这 流量 只能 本月 内用 啊 从 下个月 生效 其他 的 还 需要 什么 帮助 呢
您 是 用 本 机号码 办 宽带 吗   包年 的 宽带 现在 没有 什么 优惠 啊 我 建议您 还是 办 呃 宽带 活动 会 比较 优惠 的   现在 有 一个 是 呃 您 现在 办理 的 这个 套餐 帮 我 看 一下 您 现在 办理 的 这个 套餐 是 一个五十 八块钱 的 一个 飞享 的 新飞 享 套餐   呃 可以 参加 我们 有个 两年 的 宽带 活动 它 里面 是 噢 一 百兆 的 宽带 优惠 就 每个 月 四十 一块钱 而且 第一年 每个 月 还有 再 返还 十五块 就 等于 说 第一年 的 宽带 费 每个 月 只要 二十六 第二年 每个 月 四十 一块 嗯 嗯 就是 一 百兆 的 宽带 还有 送 一个 电视 机顶盒 的 做 活动
您好 请 讲   嗯 流量 套餐 哇 您 稍等一下 流量 套餐 就 十块钱 一 百兆 呢 那 三十块 一个 g 五十块 两个 g 的   修改 一个 套餐 对 吗   呃 那 您 可以 改 一个 飞享 八十八 的 一千两百 分钟 通话 五个 g 流量
您好 什么 可以 帮 您   您 稍 等 我 看 一下 哈 嗯 这边 我 给 您 查询 了 一下 您 本 机号码 就 一个 未 天网 啊 是 南平 农商 银行 的   对   昨天 我 看 一下 哈 那 您 目前 没有 用到 现在 在 南平 吗
嗯 您好 请 讲   有 什么 可以 帮助 您   有 六个 g 的 流量 使用期 是 一百八十 天 目前 这个 最 优惠   噢 不是 每个 月 它 只 扣 一次
嗯 嗯 您好 很 高兴 为您服务 您好 呃 您好 我 那个 手机 上 有 看到 一个   新飞 享 五八 是 吧   那个 是 只要 套餐 没有 改 可以 直接 联系 一 下去   对 是 的 噢 好 的 好 的 恩 那 其他 还有 什么 可以 帮到 您 的 吗 呃 目前 没有 恩好 的 那 也 感谢您 的 来电
您好 请 讲   呃 您 套餐 八十八 本身 里面 有 三百 兆 流量 那 另外 呢 它 有 给 您 额外 赠送 的 那个 两 g 的 省内 流量 到 今年年底 十二月 月底 到期 会 自动 关掉 所以 现在 就 两千多 兆   这个 月 我 看 一下 您 现在 还 剩下 一千一百 兆 左右 费用   对 它 现在 三百 兆
您好 请 讲   嗯 您 这个 就是 流量 王卡 一天 一 g 的 在 莆田 本地 上网 的 流量 的   呃 对不起 他 打电话 没有 免费 每分钟 是 一毛 九 的   对 是 的
你好   刚刚 我 看 一下 手机 保障 服务 啊 就是 那些 手机 保险 的 一个月 十五块 钱   嗯 好 稍 等   这个 一般 是 您 有 接到 那种 电话 向 您 推荐 的 您 是 手机 刚买 的
您好 很 高兴 为您服务   呃家 里面 宽带 对 吗 它 这个 宽带 跟 宽带 你 要 改 套餐 才 有 送 啊 要 改成 我们 现在 这种 七十九 九十九 一百三十 九 或者 一百八十 八 这种 套餐 才 有 送 宽带   诶 没错   了 而且 这个 要 办 的话 会 比较 麻烦 要 到 营业厅 申请 看能 不能 办 人工 台 是 没有 权利 办 啊
我 给 您 看 一下 有 先生   还有 半个 月 时间 嗯 再见 建议您 要加 一 千兆 收费 只要 二十六 块 三 一千零七 十七 兆 三十一 g 多   再 添加 可以 啊 有 啊 嗯 嗯 订 了 一个三十 的 今天 开通 收 十五块 七毛八 五百三十 八兆   嗯 嗯
您好 嗯 恩 您好 请 讲   嗯 稍 等 帮 您 看 一下 现在 买 流量 的话 有 十块 一 百兆 还有 三十块 一 g 五十块 两 g   呃 对   对 或者 个 活动 那个 嗯
您好 很 高兴 为您服务 您好   我 手机 您好   您好 请问 有 什么 可以 帮到 您 的 吗   五十万 没有 宽带 有 七十九 套餐 有 送 宽带
您好 请 讲   打电话 便宜   您 这个 八块 的 装 是 移动 公司 最低 的 套餐 了   分钟 多 的 那 您 可以 改 一个 三十八 的 三十八 是 三百 分钟 新飞 享了 三百 分钟 然后 一点 五 g 省内 流量 这种 的
很 高兴 为您服务   十块 只有 一 百兆   这个 没有 二十 的 可以 给 您 推荐 一个 套餐 您 买 三十 的 当时 的 今天 买 它 扣钱 只扣 您 十五块 七毛八 那 流量 呢 有 五百三十 八兆 这个 划算   它 不算 三十 他 这个 月 只有 半个 月 它 只 收 您 十五块
您好 请 讲   你好   一百三十八 其实 有 两种 一种 是 来电显示 五百 兆 呃 那个 五百 分钟 国内 打 国内 电话 一 g 的 全国 流量 还有 另外 一种 任 我 用 套餐 但是 这种 需要 通过 营业厅 才能 办理 呃 这个 套餐 里面 有 包括 嗯 四百 那个 五百 分钟 国内 打 国内 电话 七百 分钟 本地 打 国内 电话 一共 一千两百 分钟 流量 是 一 g 全国 流量 本地 流量 不 限量 使用 达到 三十几 会 限速 呃   对 一 g 全国 流量 但是 本地 流量 不 限量 使用
您好 请 讲   嗯 嗯 那 这边 帮 您 看 了 一下 有 一个 是 六十块 六 g 半年 流量 包 这个 最 优惠   六   嗯 是 先 帮 您 看 了 一下 您 之前 已经 有 办理 过 了 吗 噢 然后 还 没用 完 您 现在 这边 流量 还有 这个 一百一十 五兆 比如说 您 可以 用 完 了 以后 再 打电话 进来 开
您好 请 说 有 什么 可以 帮 您 的   它 是 这 样子 分钟 数 一千两百 分钟 本地 主叫 全国 省内 流量 有 五个 g 就是 我们 套餐   一千二百 分钟 本地 主叫 全国 通话 有 三百 分钟 是 全国 通用 的   流量 有
你好   噢 我 看 一下 啊 有 啊 我们 有 一个 六十块 那个 流量 六 g 一百八十 天 内 有效   恩对 半年 内 总共 有 六 g   那 还 一种 是 改 套餐 或者 是 加 流量 包有 一个 是 下个月 开始 连续 六个月 的 活动 原价 五十块 两 g 的 包月 流量 打 四折 每个 月 交 二十块 两 g 但 要 办 六个月
中午 好 请 说 对   钱 对不上 什么 意思 您 是 说 话费 有 疑问 是 吗   您 稍等一下 先生 我 帮 您 算 一下 账单 好 吗 二十四 半个 月 的话 我 看 一下 您 到 月底 结账 的 时候 余额 不是 只 剩下 二十七 块 零 三分 吗   哎 就 只 扣 了 您 的 套餐 费 十八块 钱 还有 您 打电话 扣 了 十二块 两毛五 然后 短信 一毛钱 流量 扣 了 两分 钱 其他 就 没有 啦
祝您 阖家 您好 请 说   二 幺   呃 是 这 样子 您 说 的 那种 是 新飞 享 八八 套餐 它 当前 是 八十八 以上 的 套餐 转入 那 您 现在 是 一百三十 九比 八十八 更 高 的 业务 规定 上 这边 暂时 不能 受理 还办 不了   呃 那 或者 您 这种 情况 的话 就是 可以 改 其他 的 能够 受理 的 套餐 流量 你 用 的 大 您 都 在 本地 用 还是 在 外地 用 啊
您好 请 说   你好 流量 包是 吧 我 给 您 看 一下 啊   噢 那 您 要 再 买 那个 嘛 那个 可以 再开   十月份 才刚 买 的 是 吧 那 就 不能 再开 了 但是 现在 开 的话 开 其他 流量 包 可能 没有 那个 六十元 六 g 的 那么 划算 那 您 如果 用 的 多 的话 按照 您 的 使用 情况 您 肯定 要 也 要 买 比较 多一点 的 您 可以 考虑 开 一个 两百 的 两百块 的 今天 开 诶 不 对 您 万一 用不完 就 不好 那开 现在 到 月底 用
您好 请 讲   有 四百 分钟 怎么 您 这个 是 那个 新飞 享 套餐 它 只是 全网 高 的 更改 不 支持 通常 更改 的 因为 您 目前 已经 是 办理 三十八 元 套餐 就 更改 不了 那个 注销 三十八 元 套餐 只能 往高 的 更改 比如说 五十 八块钱 那个 您 可以 更改   对   那个 办理 方式 吧
您好 请 说 这样   噢 不好意思 没太听 清楚 是 什么 费用   东是 丽人   刚刚 收到 的 短信 吗
您好 请 讲   它 是 这样 的   订购 彩铃 的 对 吗   就是
中午 好 请 讲   你好   噢 好 的 那 您 这边 的话 是 把 短信 给 您 发 过去 还是 这边 给 您 报 一下 吧 就是 短信 把 这 短信 吧 噢 好 的 那 呃 短信 都 发给您 了 还有 什么 可以 帮助 您   一个 五十个 g 嘛
您好 请 讲   嗯 可以 开 那个 包月 套餐 有 三十块 一 g 或者 五十块 两 g 噢   好 的   呃 现在 您 欠费 了 开 不了 业务 啊
很 高兴 为您服务   呃 宽带 您 现在 是 要 申请 我们 中国移动 的 宽带 是 吧   那行 那 您 先 不用 挂机 我们 有 那个 宽带 专席 的 工作人员 我 帮 您 转接 过去 让 工作人员 给 您 介绍 一下 可以 吧   好 我 现在 帮 您 做 转接
为您服务   诶 您好   就是 不会 扣 这个 在 山东 打 我们 国内 的 接 免费打 一毛 九 这个 不会 贵 呀   我 看 了 一下 它 上个月 账单 一共 才 用 了 一百三十 多 没有 用 两百多
您好 很 高兴 您 服务   本地 流量 多 的 套餐 呢 嗯 就是 我们 现在 有个 八十八 的 套餐 里面 五个 g 的 流量   五个 g 在 福建省 内 都 可以 用   分钟 数 一千两百 分钟 在 本地 南平 本地 都 可以 通用
你好 您好 请问 什么 可以 帮助 您   轻松 卡 吗   轻松 卡 停办 了 现在 没有 了   就是 如果 早期 自己 有办 没有 取消 吗 那 可以 继续 用 就 现在 如果 要 重新 再办 就 办 不了 了
您好 请 讲   嗯 要 开通 一个 国际 及 港澳台 的 一个 漫游 功能 您 这 张卡 已经 有开 了 恩   您 如果 是 在 香港 那个 位置 上网 它 比如说 您 到 那边 按照 三块 钱包 三兆 流量 三兆 如果 不够 用会 自动 叠加 如果 费用 用到 三十块 钱 当天 在 香港 上网 流量 不 限量 可以 理解 成 一千 三十块 钱 不 限量 上网   对 就 一天 三十元 然后 无限量 使用 按照 北京 时间 为准
您好 请 讲   呃 幺 八八 有 一款 是 赠送 一千两百 分钟 国内 通话 流量 赠送 省内 不 限量 国内 是 赠送 两 g 的   对   行 那 我 这里 给 您 办理 是 下个月 一号 生效
您好 请 说   呃 您 现在 这个 是 幺 三八 套餐 一百三十八 元 套餐   这个 在 漳州 本地 是 无限 流量 的 然后 还有 国内 流量 有 一 g   分钟 数 的话 在 漳州 本地 打 全国 的 又 总共 七百 分钟 国内 打 国内 的 还有 五百 分钟 加 起来 有 一千二百 分钟 啊
您好 请 讲 你们 问 一下 最近 有没有 什么 套餐 套餐 是 吧 是 啊 您 现在 用 的 是 一百八十 八 的 套餐 呃 然后 流量 还有 没有 没 店铺 也 比较 便宜   因为 我 看到 内用 流量 比较 多 根据 您 自己 的 消费 情况 来说 这个 一百八十 八 的 是 最 划算 的   其他 的 流量 会 更 少 啊   限速 的 您 这 是 限速 的 是 解绑 不了 它 是 四十 g 之后 是 限速 了 噢 好 的
晚上 好 请 说 喂 你好 我 想 问 一下 我   您 稍等一下 您 稍后 补充 这个 月 的 吗 还是 嗯 嗯 我 看 一下 你 刚 说 我们 现在 有 一种 流量 活动 原价 五十块 两 g 的 然后 他 现在 可以 连续 六个月 每个 月 返还 三十元 等于 说 您 只要 一个月 支付 二十块 钱 这个 活动 如果 有 参加 是 下个月 才 开始 的 您 可以 考虑一下   别的 话 还有 一种 是 那个 花 六十块 钱 可以 买 六 g 的 流量 一百八十 天内用 完   用 这个 是 吧 可以 那 这个 六十六 g 开通 是 马上 开始 的 好 吗
您好 请 说   你好   可以 呀 我 这边 可以 帮 您 直接 更换 好   他 一千四百多 兆 省内 流量 加一 百兆 国内 流量 一共 一点 五 g 然后 分钟 数是 国内 打 国内 一百 分钟 漳州 打 国内 通话 有 两百 分钟 一共 有 三百 分钟 还有 送 来电显示 的
您好 请 说   啊 彩铃 功能 就是 每个 月 都 有 开 的 是不是 我 打 给 你 的 那个 我 可以 听到 歌曲 的 那个 一个月 十五块 钱   彩铃 我 看 了 一下 是 一 很 早就 开 了 呀 一 四年 的 八月份 就 开 了   好 的 那 我 就 帮 您 取消 掉 了
您好 很 高兴 您 服务   你好 公司 呃 您好 能 听到 吗 啊 可以 啊 可以 二号 您 的 电话 已经 接通 请 讲   喂 你好 嗯 目前 我 帮 您 看 了 一下 把 这 资费 我 稍后 也 发给您 然后 您 在 有用 宽带 吗   因为 有用 宽带 的话 最 便宜 最低 的话 就是 这个 七十九 套餐 其他 都 是 更 高 的 了
您好 很 高兴 您 服务   呃 您 是 流量 不够 想要 补充 是 吗   呃 您 是 未 下个月 想要 改换 套餐 的 意思 是 吧   如果 您 是 要 加定 流量 的话 到时候 您 这边 有 六十元 十二 g 的 如果 用关 了 现在 这边 的 活动 还有 个 六十元 六 g 的 活动 您 到时候 可以 去 申请 六十元 六 g 的 也 是 很 划算 的 这 是 家庭 还是 什么 对 啊 嘉定 呢 这 就是 您 所 想要 的 嘉定 的 服务
您好   本机 吗   没有 您 这 流量 是 本地 的   对
您好 请 讲   呃 对 有 这个   我 看 一下 是 b 套餐 的 稍等一下 这是 套餐 包含 它会 收费   对 对
您好 请 讲   您好   恩对 是 的   一百三十八 的话 它 是 在 泉州 大 泉州 地区 流量 可以 无限 使用 的 办理 的话 您 要 带 身份证 到 移动 营业厅 前台 办
没有 你好 请 说 呃 您好   额 我 给 您 马上 看 一下 好   嗯 流量 稍微 多一点 的话 您 可以 转 成 那个 五十八 的 套餐   呃 五十八 的 套餐 那 是 那个 省内 流量 两千五百 七十二 兆 然后 国内 流量 五百 兆 然后 总共 加 起来 的 话费 有 三个 g
您好 请 说   它 是 下个月 生效 的 它 有 的   了 对   其中 有 五百 兆 的 国内 流量 两千五百 兆 省内 流量 分钟 数 的话 有 三百 分钟 只能 在 南平 本地 用 一百 分钟 可以 全国 用
您好 请 讲   呃 一万两千 分钟 先帮 您 看 一下 噢 它 这个 就是 两百个 小时 嘛 就 上网 时长 那 您 要 连接 那个 cmcc 异地 优 或者 哎 不 在 是 校园网 要 登录 上去 才能 用 那 您 要 先 开通 这个 那个 校园网 您 之前 有用 过 吗   那 说明 没有 开通 这个 业务 稍等一下 我 把 开通 方式 发给您 了 因为 它 要 先 开通 这个 校园网 那个 业务 帮 您 登陆 那个 连接 上去 用 密码 登才 可以 用   已经 注册 过 了 是 吗
您好 高兴 为您服务   哎 你 说   那 是   嗯 对 没错 最高 的 是 一 百兆
您好 很 高兴 为您服务   再见 嗯 有 包月 的 这个 三十块 一个 g 五十块 两个 g 如果 加油 包 就 十块 一 百兆   那个 歪派 的 嘛 那 有 一个 一百三十八 的   呃 有 一个 一百三十八 的 套餐
您好 很 高兴 为您服务   您 说   您 稍 等 我 帮 您 这边 查 一下   增值 优惠 的话 您 本机 里面 现在 没有 啊 您 是 有 其他 号码 又 产生 增值 优惠 吗
您好 请 说   您 如果 是 说话 这个 要 改 流量 套餐 的话 我 建议您 去 改 可以 考虑 改成 一百三十八 的 本地 流量 不 限量 分钟 数 也 多 有 一些 总共 一千两百 分钟   你 本地 流量 不 限量 随便 您 用   这个 得 先 问 您 去 营业厅 改 到时候 记得 带上 身份证 我发 这个 套餐 的 详细 给 您 看 一下
您好 您 请 说   您 的 套餐 的话 流量 的话 是 七百 兆   啊 这样 的 它   呃 那个 它 是 国内 流 不是 不是 它 这个 是 有 福建省 内 使用 的 流量 有 给 您 两 g 吗 那个 是 您 有 参加 它 活动 有 送 您 的 就是 这个 月 十月 十二号 它 系统 送 您 到 二零一 七年 十二月 底 它 自动 取消 每个 月 它 这 都 有 给 您 福建省 内用 的 两个 g 的 流量
您好 请 讲   好 的 我 帮 您 看 一下 那 您好 女士 您 是 月底 使用 对 吗   恩好 的 我 这边 的话 帮 您 看 了 一下 您 今天 开通 到 月底 使用 呢 是 这个 五百三十 八兆给 您 然后 收 您 十五块 七毛八 的 一笔 费用   对 十五块 七毛八
您好 很 高兴 您 服务   现在 升级 套餐 的话 可以 办理 的 是 五十八 元 的 三个 g 的 流量 打电话 有 四百 分钟   这张 活动 是 针对 二十八 以上 的 套餐 申请 办理 所以 目前 您 现在 这个 动感地带 三十八 网聊 套餐 不 在 活动 范围 内 所以 办 不了 的   对 没错 因为 它 那个 是 一个 活动
您好 请 讲   之前 有 包含 流量 最低 十八块 钱 一百 分钟 一 百兆 流量   噢 没有 包含 流量 最低 八块钱   八块钱 只有 三十分钟 国内 打 国内 还有 包含 来电显示
喂 你好 嗯 那 您 说   二十 呢 流量 比较 优惠 的话 我们 现在 目前 有 那种 正常 流量 套餐 有 三十元 的话 一个 g 的 流量 包 今天 开通 按 天数 折算   用 一天 的 是 吗 这 两个 的话 我们 现在 目前 的话 有 那种 十五块 钱 一天 然后 一个 g 的 流量 包   嗯 对
嗯 您好 请 讲   嗯 对 没错   这个 号码 我 这 里面 有 五百 兆 有 五百 兆 是 国内 流量 可以 用 啊   嗯 对 对 对
有 啊   一百三十八 没有 赠送 宽带   有 一百三十 九 的 有 送 宽带   对
嗯 您好 请 讲   已经 大概 需要 多少 兆 的 人 告诉 我 吗   我 看 一下 您 这边 之前 的 一个 使用 情况 您 这 五 g 都 用 完 了 用 的 比较 大 呀 您 直接 开个 六十块 钱 六 g 的 吧 它 这个 的话 是 半年 内 有效 费用 只收 一次 要 帮 您 开 这个 吗   目前 就 这个 比较 优惠 了 更 大 的 可 选包 是 有 啊 它 那个 费用 会 比较 高 您 可以 先开 这个 吗 这个 的话 得用 完 了 您 不够 再 就 几天 了 现在 就 开 流量 可选包 这样 会 比较 节约 话费 啊
您好 请问 需要 什么 帮助 您好 请问 需要 什么 帮助   在 本地 不 限量 国内 通用 的 一个 g   对 五十八 县 都 可以 提醒您 如果 用到 三十 g 的话 会 限速 噢   还有 什么 东西 感谢您 的 来电 再见
您好 有 什么 可以 帮 您 请 说   呃 这个 是 什么 意思 啊 我 我 跟 您 说 一下 它 这个 是 需要 呃 星级 是 是 呃 您 是 四星级 身份 噢 我们 有 最高 五星级 噢 您 四星级 因为 呃 我 您 消费 比较 高 呃 然后 就是 这个 信息 主要 是 可以 欠费 时间 的 可以 欠 多久 还有 欠费 额度 可以 欠费 可以 欠 多久 那种 信用度   对 没有 什么 其他 意思 对   不要 担心 哈 嗯 嗯 好 的 谢谢 好 不 客气 哈 祝您 阖家幸福 再见
你好   帮 您 看到 这边 有 参加 了 一个 六十元 六 g 的 流量 活动 那 这个 要用 完 了 还 没有 啊 还 剩下 三十五 兆 您 这边 把 它 用 完 之后 可以 再办 一次   流量 三十五 兆 对 这 三十五 兆 用 完 之后 您 可以 再办 一次   对 没错
您好 很 高兴 为您服务   这 没 办法 这个 现在 注册 它 都 会发 一个 验证码 给 您 嘛 然后 获取 验证码 才 有 啊   噢 验证码 这个 的话 我 可以 帮 您 把 梦网 点播 功能 关闭 掉   就梦网 点播 您 以后 就 不会 收到 这些 验证码
你好 请 说   三十八 吗 三十八 新 新版 的 那种 它 通话 是 国内 一百 本地 两 百合 起来 有 三百 分钟   啊 对 就 版 的 只有 一百 分钟 没错   可以 呀 您 现在 改到 呃 下个月 一号 生效
您好 很 高兴 为您服务   呃 其实 您 用 的 很多 啊 我 建议您 的话 有 一个 流量 包挺 好 的 六十块 钱 有 六 g 流量 可以 用 半年 噢   太多 了 那 我 开个 少 一点 的 吧 您 稍 等 大概 现在 五百 兆 或者 一个 g 左右 的 够用 吗   有 一个 是 四百 七十一 兆 的 才 十二块 钱 然后 再 多一点 的 有 个 是 八百 七十五 兆 的 二十一 块钱
您好 您 说   最 划算 的 是 一个 六十块 钱 六 g 流量 可以 再办 可以 在 一百八十 天 之内 都 可以 用   其他 的话 就 没 划算 了 就 按 正常 收费 的 比如说 什么 三十块 钱 一个 g 啊 五十块 钱 两个 g 啊 这样 类型 的   下个月 生效 的 这个 三十八 三百 分钟 和 一点 五 g 流量
您好 请 说 您好   噢 您 在 目前 套餐 的话 是 三十八 元 的 我 建议您 可以 改成 五十八 的 套餐 下个月 生效   就是 这个 月 用 是 吗   那 您 可以 办理 个 就是 三十元 一 g 的 那 今天 开通 只要 收 您 十五块 多 流量 有 五百多 兆 可以 用
你好 请 说   您 现在 套餐 里面 的 流量 是 五百 兆 全国 的 省内 的话 那个 两个 g 赠送 的 这个 只能 在 福建省 内用   比较 省外 就 不能 用 这个 两个 g   差不多 一千零二十 四兆
您好 请 说   呃 有 啊 有 包括 呀   噢 我 看 一下 您 稍 等 噢 我 知道 了 女士 这个 是 您 参加 了 石头 剪刀 布移 了 两次 它 一次 是 给 您 送 一 百兆 在 九十元 那 这个 二十元 我们 公司 其实 当时 活动 赠送 进来 的 时候 它 就 一次性 存 进来 那个 十元 两次 就是 总共 二十 对 有 个 记录 这里 哈 不好意思 让 您 误解 了   有个 三十七 块 八块 二十 您 自己 就 十七块 吧 月租费 八块 打电话 打 了 九块 三毛 一 短信 发 五毛 嘛 就 这些 了
您好 请 讲   因为 流量 现在 有 一个 六十块 钱 六个 g 的 半年 包 就是 一百八十 天 之内 使用 有效 这个 比较 划算   对 六 g   因为 这个 平均 加 十块钱 就 有 一个 g 啊 这个 是 目前 最 优惠 的 活动 啊
您好 请 讲   我 跟 你   嗯 对 嗯   嗯 有 的 有 一个 呃 幺 二八 的 是 全家 统的 这种 套餐 有个 省内 流量 不 限量 使用 国内 流量 有 两个 g 哈 通话时间 医院 也 是 一千两百 分钟 我 帮 您 更改 下个月 生效 噢
您好 请 讲   对 呀   我 帮 您 查询 过 您 取消 掉 啦 您 是 上个月 的 账单 啊 不是 这个 月 的   它 给 您 发 的 是 九月份 的 账单 啊
你好 请 讲   呃 您 要 开 流量 包是 吗 我们 有个 流量 噢 六十块 六个 g 的 流量   对 国内 流量 就是 您 付 六十块 的 费用 流量 有 六个 g 六个 g 的 流量 的话 在 一百八十 天 之内 把 它 用 完 就 可以 了 用 完 之后 它会 自动 取消   对 没错 这个 活动 很 优惠 很多 客户 都 有 办理 的
为 您 您好 很 高兴 为您服务   我 帮 您 查 一下   您 这个 套餐 里面 每个 月 流量 有 五百 兆   对
您好 高兴 为您服务   就 下个 新飞 享 三十八 套餐 是 一个 三百 分钟 本地 拨打 国内 电话 跟 一点 五个 g 省内 流量 的 这种   不是 一点 五个 g   国内 只有 一 百兆
您好 很 高兴 为您服务   有 啊 一百三十八 现在 确实 不是 流量 老 用户 也 可以 办理 啊   呃 一千两百 分钟 然后 本地 流量 不 限量 还有 来电显示   恩对
您好 请 讲   一百五十 八 这个 嘛 还是 七十 元 的   确实 是 两 g 流量   我 也 不 知道
嗯 没有 您 四十八 的话 是 本身 套餐 里面 是 三百 兆 没错 然后 但是 您 这个 月 是 有 另外 或者 哪些 省内 流量 有 另外 赠送 的 一些 流量 对 如果 是 单单 套餐 来说 是 只有 三百 兆   呃 先生 如果说 您 要 流量 在 多一些 的话 有 呃 五十八 元 的 那种 有 三个 g 的 流量 五百 兆 全国 的 再加 十二点 五 g 省内 流量 这个 是 五十八 的 然后 四百 分钟 一百 分钟 通 国内 通话 还有 三百 分钟 本地 打 国内 通话   呃 三十八 的 不 多 三十八 的 那种 只有 五百 兆 的 流量 加 一百 分钟 本地 打 国内 通话   嗯 是 的
您好 请 说   信   这个 月 流量 没超   对 啊 今天 才 用 了 五十几 兆 还有 很多 的
