一个 您好 请问 您 稍后 宽带 办理 还是 咨询 是 是 办理 我 做 的 是 幺 八八 的 套餐 原来 有 送 宽带 的 是 吗 哦   请问 好好 静安区 金 山路
呃 您好 请 讲   新飞 享 套餐 有 五十八 有 八十八 的
下午 好   对 呃 八十八 无限 流量 没有 幺 三八 本地 流量 不 限
您好   嗯 您好 请问 你 要 咨询 什么 问题
行   业务员 需要 您 主要 是 就是 打电话 这 一块 嘛 对 不 对
你好 什么 可以 帮 您   全球通 套餐 有 很 多种 您 大概 几号 多少 多少 价位 左右
你好   对
您好   你 现在 流量 只 剩 三百 兆 吗 三百 兆 已经 用 完 了 已经 没有 流量 了
您好 请 讲   流量 包 呃 您 是 怎么 用 呢 用 比较 多 的 还是 说 就 本月 月底 这 几天 用
很 高兴 您 服务   送 移动 宽带 嗯 那 你 不要 挂 我 帮 您 转 我们 宽带 专席 您 就 跟 他 讲 您 要 装 宽带 有没有 什么 活动 送 的 好 稍等一下
嗯 您好 请 说 喂 你好 你好   喂 你 看 现在 还有 吗 月租 和 六 g 流量 啊 还有 这些 还有 剩下 三十三 兆
您好 请 说   流量 包 只有 十块钱 一 百兆 的
您好 新装 宽带 吗   呃 我们
你好 诶 喂 您好   省内 五个 g
您好 请 说   啊 好 叫做 超级 网聊 三十九 套餐
您好 您 说   就是 新飞 享 八十八 套餐 您 这边 是 新飞 享 八十八 套餐 二 零六 八五 g 省内 流量 一千两百 分钟 的 电话 分钟 数 啊
嗯 嗯 您好 请 讲   给 您 的 流量 今天 有个 加油 包 十块钱 一 百兆 或者 是 噢 我 帮 您 看 一下 噢 还有 一个 流量 套餐 是 原价 三十元 钱 有 一个 g 然后 今天 已经 十七号 了 那 今天 订 的话 费用 是 只有 收取 十五块 钱 左右 有 五百 零四兆 可以 用 这个 会 比较 优惠
您好 请 说 你好   就是 开
您好 兴 您 服务 诶   呃 不好意思 这个 没有 办法 去 帮 您 预设 一下 因为 它 这个 登记 很多 条件 都 有 关系 但 一千公里 如果 您 开 导航 的话 我 建议您 最好 还是 先开 一个 三十块 钱 一个 g 的 然后 现在 开它 这个 月 只 扣 您 十五块 钱 有 五百 兆 您 开 一个五百 兆 先 试一下
你好   嗯 您 是 要 多一点 的 是 吗
您好 本 机要 新装 宽带 吗   又 多 了 五十 兆 就 九号 的 一个 带宽 速度 不 限时 不 限量 正常 家庭 用 是 可以 购 的
您好 很 高兴 为您服务   嗯 对 没错 是 的
您好 很 高兴 为您服务   您 是 说 本 机号码 想 申请 我们 的 宽带 吗 对 对 对 那 稍后 您 不要 挂机 我 直接 帮 您 转到 宽带 专线 那边 问 一下 号 好好 转接 了 祝您 生活 愉快 再见
中午 好 请 说   呃 想要 什么 功能 的 流量 多 的 嘛
您好 请 讲   下载 咪咕 视频 客户端 在 咪 咕 视频 客户端 里面 看 视频 能用 嗯 其他 地方 就 不能 用 了
您好 请 说   它 里面 不是 有 赠送 那些 什么 来电显示 那些 嘛 我 说 我 现在 都 没有 有 啊 来电显示 有 赠送 的 只是 来电显示 这边 目前 有 在 的
您好 很 高兴 为您服务   流量 比较 多一点 的 是 吧 流量 比较 多一点 的话 嗯 我 给 您 看 一下 因为 您 这边 有办 那个 宽带 如果 您 改 套餐 费 比较 麻烦 的 那 可以 另外 考虑 加 流量 吧 另外 加 流量 的话 现在 很多 用户 用 的 比较 多 的 都 是 申请 我们 有 一个 一次性 收 六十元 有 六 g 的 流量 呢 在 一百八十 天 之内 用 的 这个 是 比较 优惠 的 移动 划算 相当于 十块钱 一个 g 嘛
很 高兴 为您服务   流量 套餐 现在 的话 有 一个 这个 一百三十八 的 套餐 可以 在 福州 本地 流量 不 限量 使用
您好 请 讲   流量 是 吗 可以 开 一个 六十元 六 g 这个 是 目前 比较 优惠 的
啊 您好 请 讲   流量 包 您 稍 等 我 帮 您 看 一下 您 是 就 到 这个 月 月底 使用 对 吗 给 我 打
您好 请 说   我 帮 您 看 一下 噢 您 这边 是 要 补充 流量 是 吗 这个 月额 还是 后面 长期 要 开通
您好 请 说 你好   咱们 加油 包 十块钱 是 一 百兆 立即 生效 下个月 自动 取消 可以 吗
好 我 帮 您 查 您 稍等一下 是 在 国内 使用 吗   您 这边 的话 因为 我 帮 您 看 您 本身 九十九 这个 套餐 吗 九十九 套餐 里面 它 是 包含 只有 四百 兆 国内 流量 如果 要 现在 给 您 加 的话 我 看到 您 之前 已经 订购 过 一个 六十元 的 半年 流量 包 了 这 里面 还 剩 九百多 兆 那 您 如果 要加 流量 要 等 他 这些 流量 都 用 完 之后 才能 再办 一个
您好 很 高兴 为您服务   三十八 套餐 是 吗
您好 很 高兴 您 服务   新飞 享 的 套餐 的话 它 是 里面 有 包含 三百 分钟 通话时间 和 一千五百 兆 的 流量
你好 您好 请 说 您好   我们 有 一个 八十八 元 的 套餐 有 五 g 的 福建省 内 流量 然后 的话 有 一千两百 的 分钟 数 跟 来电显示
早上好   有 什么 可以 帮 您
您 的 三十八 套餐 每个 月 流量 五百 兆   嗯 您 这边 的话 呢 主要 是 这里 有办 了 那个 宽带 活动 所以 说 您 现在 改 套餐 的话 呢 是 有 被 限制 到 了 要 改 的话 呢 就是 呃 您 那个 宽带 的 第一年 免费 优惠 就 没有 掉 所以 我会 建议您 呢 在 三十八 套餐 基础 上 另外 去加 流量 包 比如说 额外 加 三十块 钱 就 有 一个 g 的 五十块 就 两个 g 的 这 样子 您 可以 考虑一下
您好 请 讲 你好 我 想 问 一下   是 本机 号 要 办 移动 宽带 吗
您好 请 讲   就 这个 流量 不够 想 临时 办 一个 是 吗
你好 进行 啊 我   呃 对 但是 它 那个 其实 不是 办理 流量 包 诶 需要 去 重新 购买 一个 新 号码 入网 这个 套餐
您好 请 说   嗯 对
您好 很 高兴 为您服务 您好   呃 什么 什么 意思 三天 买 几兆 的 流量
您好 先生 您好   有 在 嗯 现在 只有 一百三十八 您 都 是 让 您 的 本地 用 吗 本地 的话 是 有 一款 一百三十八 是 在 本地 不 限量 使用 通话 分钟 是 有 一千二百 分钟
您好 请 讲   这个 还 可以 买 什么样 的 流量 流量 啊 嗯
您好 请 讲 您好   那个 是 校园 区内 就是 您 在 福州 校园 高校 范围 内 才能 用 了 两千
您好 很 高兴 为您服务   嗯 对 您 这 是 全球通 八元 套餐
您好 很 高兴 您 服务 您好   我 需要 买 您 现在 买 一点 是 吧 用到 月底
你好 请 讲 喂 你好   哎 我 想 问 一下 有没有
您好 请 说   除了 十八块 钱 套餐 之外 有个 三月 学校 的 一个 微片 网有 个 两块 其它 别的 收费 业务 的话 暂时 就 没有 了
噢 有 个 六十块 钱 六 g 的 半年 之内 有效   那 是 这个 月 临时 使用 的 吗
您好 请 讲 你好   诶 您好 您 请 说
您好 请 讲   流量
您好 请 说 您好   加油 包 我们 这 十块钱 一 百兆 立即 生效 下个月 自动 取消 加油 包
早上好   嗯 对 它 原价 三十块 一 g 今天 开只 收 十三块 八毛 一 这个 月 可以 用 了 四百 七十一 兆 下个月 一号 自动 关 那 您 收到 短信 都 显示 三十块 钱 不用 当天 就 扣 您 十三块 多
幺 五 很 高兴 为您服务   你好
您好 请 说   诶 您好
您好 很 高兴 为您服务 你好   流量 几个 g 是 基础 套餐 里面 的 吗
你好 请 讲   噢 那 它 那个 是 入网 的 它 那个 套餐 是 一百三十八 元 的 只是 说 您 刚 买 卡 它 会 送 您 就是 嗯 话费 送 六百 每个 月 送 五十块 所以 就是 只要 八十八 但 第二年 以后 还是 恢复 一百三十八 的 噢 这 样子 是不是 是 一百三十八 套餐 如果 您 有 需要 可以 到 营业厅 去 办理 就 老卡去 改是 一百三十八 它 没有 新卡要 有 送 话费 好 嘛
你好   噢 对 一百三十八 的 套餐
中午 好 请 讲   诶 您好
你好 喂   因为 它 是 只能 针对 一些 幸运 客户 啊 或者说 从 低 往 高 抬 更改 的 套餐 的 才能 办理
您好 很 高兴 为您服务   嗯 是 这样 的 因为 您 的 流量 的话 都 是 省内 流量 啊 您 现在 人 是 在 省外 对 吗
您好 您 请 说   啊 我们 是 有 那种 和 家庭 九十九 套餐
您好 请 说   嗯 有 的 它 是 一点 五 g 的 省内 流量 其中 有 一 百兆 可以 在 国内 用 本地 打 国内 电话 有 三百 分钟 您 是 本 机要 改 吗
你好   嗯
您好 很 高兴 为您服务   您 是 手机 套餐 怎么 了
快 再见 您好 很 高兴 为您服务   流量 包有 很 多种 您 大概 需要 多少 流量
哎 您好 很 高兴 为您服务 请 讲   流量 套餐 有 多少 多少 噢 您 这边 目前 是 三十元 的 呃 如果 再 上 一个 档次 是 五十块 的 两个 g 的 还有 七十 元 三个 g 的 都 可以 办 噢
再见 很 高兴 为您服务   哎 您好 请 讲
您好 请 讲   先生
一百 分钟   一百 分钟 一 百兆 流量 这是 全国 可以 用 的 那 另外 还有 赠送 本地 的 有 两百 分钟 跟 这个 省内 的 流量 一点 四七
你好 请 说   噢 好 的 您 这 流量 目前 我 看 了 一下 还 剩下 两百 七十三 兆
您好 请 说   您好
您好 请 说   流量 您 这个 月 目前 套餐 里 的 是 都 用 完 了 吗 然后 您 如果 单独 开 噢 我们 现在 最 优惠 的 有 个 六十块 六个 g 一百八十 天 之内 用 完 的 这个 可以 立即 生效 谢谢
您好 请 讲   那个 叫做 任 我 用 幺 三八 套餐
您好 请 讲   嗯 稍 等 我 看 一下
您好 很 高兴 为您服务 诶 你好 嗯 嗯   有 一个 是 六十元 六个 g 的 流量 一百八十 天 的 有效期 现在
您好 很 高兴 为您服务   嗯 嗯 对 它 是 本地 打 国内 三百 国内 的 国 国内 拨打 国内 的 一百 总共 四百
您好 请 讲   噢 那个 是 上网 流量 五十元
您 是 用 本 机号码 办 宽带 吗   包年 的 宽带 现在 没有 什么 优惠 啊 我 建议您 还是 办 呃 宽带 活动 会 比较 优惠 的
您好 请 讲   嗯 流量 套餐 哇 您 稍等一下 流量 套餐 就 十块钱 一 百兆 呢 那 三十块 一个 g 五十块 两个 g 的
您好 什么 可以 帮 您   您 稍 等 我 看 一下 哈 嗯 这边 我 给 您 查询 了 一下 您 本 机号码 就 一个 未 天网 啊 是 南平 农商 银行 的
嗯 您好 请 讲   有 什么 可以 帮助 您
嗯 嗯 您好 很 高兴 为您服务 您好 呃 您好 我 那个 手机 上 有 看到 一个   新飞 享 五八 是 吧
您好 请 讲   呃 您 套餐 八十八 本身 里面 有 三百 兆 流量 那 另外 呢 它 有 给 您 额外 赠送 的 那个 两 g 的 省内 流量 到 今年年底 十二月 月底 到期 会 自动 关掉 所以 现在 就 两千多 兆
您好 请 讲   嗯 您 这个 就是 流量 王卡 一天 一 g 的 在 莆田 本地 上网 的 流量 的
你好   刚刚 我 看 一下 手机 保障 服务 啊 就是 那些 手机 保险 的 一个月 十五块 钱
您好 很 高兴 为您服务   呃家 里面 宽带 对 吗 它 这个 宽带 跟 宽带 你 要 改 套餐 才 有 送 啊 要 改成 我们 现在 这种 七十九 九十九 一百三十 九 或者 一百八十 八 这种 套餐 才 有 送 宽带
我 给 您 看 一下 有 先生   还有 半个 月 时间 嗯 再见 建议您 要加 一 千兆 收费 只要 二十六 块 三 一千零七 十七 兆 三十一 g 多
您好 嗯 恩 您好 请 讲   嗯 稍 等 帮 您 看 一下 现在 买 流量 的话 有 十块 一 百兆 还有 三十块 一 g 五十块 两 g
您好 很 高兴 为您服务 您好   我 手机 您好
您好 请 讲   打电话 便宜
很 高兴 为您服务   十块 只有 一 百兆
您好 请 讲   你好
您好 请 讲   嗯 嗯 那 这边 帮 您 看 了 一下 有 一个 是 六十块 六 g 半年 流量 包 这个 最 优惠
您好 请 说 有 什么 可以 帮 您 的   它 是 这 样子 分钟 数 一千两百 分钟 本地 主叫 全国 省内 流量 有 五个 g 就是 我们 套餐
你好   噢 我 看 一下 啊 有 啊 我们 有 一个 六十块 那个 流量 六 g 一百八十 天 内 有效
中午 好 请 说 对   钱 对不上 什么 意思 您 是 说 话费 有 疑问 是 吗
祝您 阖家 您好 请 说   二 幺
您好 请 说   你好 流量 包是 吧 我 给 您 看 一下 啊
您好 请 讲   有 四百 分钟 怎么 您 这个 是 那个 新飞 享 套餐 它 只是 全网 高 的 更改 不 支持 通常 更改 的 因为 您 目前 已经 是 办理 三十八 元 套餐 就 更改 不了 那个 注销 三十八 元 套餐 只能 往高 的 更改 比如说 五十 八块钱 那个 您 可以 更改
您好 请 说 这样   噢 不好意思 没太听 清楚 是 什么 费用
您好 请 讲   它 是 这样 的
中午 好 请 讲   你好
您好 请 讲   嗯 可以 开 那个 包月 套餐 有 三十块 一 g 或者 五十块 两 g 噢
很 高兴 为您服务   呃 宽带 您 现在 是 要 申请 我们 中国移动 的 宽带 是 吧
为您服务   诶 您好
您好 很 高兴 您 服务   本地 流量 多 的 套餐 呢 嗯 就是 我们 现在 有个 八十八 的 套餐 里面 五个 g 的 流量
你好 您好 请问 什么 可以 帮助 您   轻松 卡 吗
您好 请 讲   嗯 要 开通 一个 国际 及 港澳台 的 一个 漫游 功能 您 这 张卡 已经 有开 了 恩
您好 请 讲   呃 幺 八八 有 一款 是 赠送 一千两百 分钟 国内 通话 流量 赠送 省内 不 限量 国内 是 赠送 两 g 的
您好 请 说   呃 您 现在 这个 是 幺 三八 套餐 一百三十八 元 套餐
您好 请 讲 你们 问 一下 最近 有没有 什么 套餐 套餐 是 吧 是 啊 您 现在 用 的 是 一百八十 八 的 套餐 呃 然后 流量 还有 没有 没 店铺 也 比较 便宜   因为 我 看到 内用 流量 比较 多 根据 您 自己 的 消费 情况 来说 这个 一百八十 八 的 是 最 划算 的
晚上 好 请 说 喂 你好 我 想 问 一下 我   您 稍等一下 您 稍后 补充 这个 月 的 吗 还是 嗯 嗯 我 看 一下 你 刚 说 我们 现在 有 一种 流量 活动 原价 五十块 两 g 的 然后 他 现在 可以 连续 六个月 每个 月 返还 三十元 等于 说 您 只要 一个月 支付 二十块 钱 这个 活动 如果 有 参加 是 下个月 才 开始 的 您 可以 考虑一下
您好 请 说   你好
您好 请 说   啊 彩铃 功能 就是 每个 月 都 有 开 的 是不是 我 打 给 你 的 那个 我 可以 听到 歌曲 的 那个 一个月 十五块 钱
您好 很 高兴 您 服务   你好 公司 呃 您好 能 听到 吗 啊 可以 啊 可以 二号 您 的 电话 已经 接通 请 讲
您好 很 高兴 您 服务   呃 您 是 流量 不够 想要 补充 是 吗
您好   本机 吗
您好 请 讲   呃 对 有 这个
您好 请 讲   您好
没有 你好 请 说 呃 您好   额 我 给 您 马上 看 一下 好
您好 请 说   它 是 下个月 生效 的 它 有 的
您好 请 讲   呃 一万两千 分钟 先帮 您 看 一下 噢 它 这个 就是 两百个 小时 嘛 就 上网 时长 那 您 要 连接 那个 cmcc 异地 优 或者 哎 不 在 是 校园网 要 登录 上去 才能 用 那 您 要 先 开通 这个 那个 校园网 您 之前 有用 过 吗
您好 高兴 为您服务   哎 你 说
您好 很 高兴 为您服务   再见 嗯 有 包月 的 这个 三十块 一个 g 五十块 两个 g 如果 加油 包 就 十块 一 百兆
您好 很 高兴 为您服务   您 说
您好 请 说   您 如果 是 说话 这个 要 改 流量 套餐 的话 我 建议您 去 改 可以 考虑 改成 一百三十八 的 本地 流量 不 限量 分钟 数 也 多 有 一些 总共 一千两百 分钟
您好 您 请 说   您 的 套餐 的话 流量 的话 是 七百 兆
您好 请 讲   好 的 我 帮 您 看 一下 那 您好 女士 您 是 月底 使用 对 吗
您好 很 高兴 您 服务   现在 升级 套餐 的话 可以 办理 的 是 五十八 元 的 三个 g 的 流量 打电话 有 四百 分钟
您好 请 讲   之前 有 包含 流量 最低 十八块 钱 一百 分钟 一 百兆 流量
喂 你好 嗯 那 您 说   二十 呢 流量 比较 优惠 的话 我们 现在 目前 有 那种 正常 流量 套餐 有 三十元 的话 一个 g 的 流量 包 今天 开通 按 天数 折算
嗯 您好 请 讲   嗯 对 没错
有 啊   一百三十八 没有 赠送 宽带
嗯 您好 请 讲   已经 大概 需要 多少 兆 的 人 告诉 我 吗
您好 请问 需要 什么 帮助 您好 请问 需要 什么 帮助   在 本地 不 限量 国内 通用 的 一个 g
您好 有 什么 可以 帮 您 请 说   呃 这个 是 什么 意思 啊 我 我 跟 您 说 一下 它 这个 是 需要 呃 星级 是 是 呃 您 是 四星级 身份 噢 我们 有 最高 五星级 噢 您 四星级 因为 呃 我 您 消费 比较 高 呃 然后 就是 这个 信息 主要 是 可以 欠费 时间 的 可以 欠 多久 还有 欠费 额度 可以 欠费 可以 欠 多久 那种 信用度
你好   帮 您 看到 这边 有 参加 了 一个 六十元 六 g 的 流量 活动 那 这个 要用 完 了 还 没有 啊 还 剩下 三十五 兆 您 这边 把 它 用 完 之后 可以 再办 一次
您好 很 高兴 为您服务   这 没 办法 这个 现在 注册 它 都 会发 一个 验证码 给 您 嘛 然后 获取 验证码 才 有 啊
你好 请 说   三十八 吗 三十八 新 新版 的 那种 它 通话 是 国内 一百 本地 两 百合 起来 有 三百 分钟
您好 很 高兴 为您服务   呃 其实 您 用 的 很多 啊 我 建议您 的话 有 一个 流量 包挺 好 的 六十块 钱 有 六 g 流量 可以 用 半年 噢
您好 您 说   最 划算 的 是 一个 六十块 钱 六 g 流量 可以 再办 可以 在 一百八十 天 之内 都 可以 用
您好 请 说 您好   噢 您 在 目前 套餐 的话 是 三十八 元 的 我 建议您 可以 改成 五十八 的 套餐 下个月 生效
你好 请 说   您 现在 套餐 里面 的 流量 是 五百 兆 全国 的 省内 的话 那个 两个 g 赠送 的 这个 只能 在 福建省 内用
您好 请 说   呃 有 啊 有 包括 呀
您好 请 讲   因为 流量 现在 有 一个 六十块 钱 六个 g 的 半年 包 就是 一百八十 天 之内 使用 有效 这个 比较 划算
您好 请 讲   我 跟 你
您好 请 讲   对 呀
你好 请 讲   呃 您 要 开 流量 包是 吗 我们 有个 流量 噢 六十块 六个 g 的 流量
为 您 您好 很 高兴 为您服务   我 帮 您 查 一下
您好 高兴 为您服务   就 下个 新飞 享 三十八 套餐 是 一个 三百 分钟 本地 拨打 国内 电话 跟 一点 五个 g 省内 流量 的 这种
您好 很 高兴 为您服务   有 啊 一百三十八 现在 确实 不是 流量 老 用户 也 可以 办理 啊
您好 请 讲   一百五十 八 这个 嘛 还是 七十 元 的
嗯 没有 您 四十八 的话 是 本身 套餐 里面 是 三百 兆 没错 然后 但是 您 这个 月 是 有 另外 或者 哪些 省内 流量 有 另外 赠送 的 一些 流量 对 如果 是 单单 套餐 来说 是 只有 三百 兆   呃 先生 如果说 您 要 流量 在 多一些 的话 有 呃 五十八 元 的 那种 有 三个 g 的 流量 五百 兆 全国 的 再加 十二点 五 g 省内 流量 这个 是 五十八 的 然后 四百 分钟 一百 分钟 通 国内 通话 还有 三百 分钟 本地 打 国内 通话
您好 请 说   信
您好 您 说   呃 本月 要用 的 流量 包是 吗
您好 很 高兴 服务   因为 我们 手机 上 都 是 有 这个 手机 的 邮箱 幺 三九 邮箱 它 有 一些 那个 一些 信息 会 默认 发送到 幺 三九 邮箱 那个 话费 账单 吗 它 会 默认 发送到 幺 三九 邮箱 的 如果 您 不 需要 这个 账单 发送到 幺 三九 邮箱 的话 那 我们 这个 可以 帮 您 把 这个 发送 邮箱 的 这个 信息 给 它 取消 掉
诶 您好 很 高兴 您 服务   一个 g 的 一千零二十 四兆 噢 那 没 问题 了 噢 好 谢谢 啊 好 吧 行 不 客气 没事 的 啊 再见 哈 嗯
您好 很 高兴 为您服务   七百 兆
您好 请 说   呃 流量 可以 啊 您 大概 需要 多少 兆 流量 呢
呃 宽带 一点 的 三十八 上去 了 有 五十八 的 五十八 是 四百 分钟 加上 三个 g 的 流量   三十八 有 三十八 一千二百 分钟 加五 g 的 流量
您好 请 说   您 是 说 只要 这个 月 的 当月 流量 吗
嗯 您好 请 讲   稍 等 这边 帮 您 看 一下 什么
您好 请 讲   咪咕 特级 会员 是 一个 彩铃 的 这个 他 现在 是 我们 公司 这边 赠送给 您 的 然后 活动 的话 是 到 十二月份 到期 如果 您 不 需要的话 等 您 到 十一月份 的 时候 来电 取消 就 可以 十一月份 的 时候 取消
您好 请 说   可以 的 业务 密码 知道 吗 女士
您好 请 讲   你好
呃 您好 什么 帮到 您   您 的 卡 都 在 哪儿 用 啊 是 在 泉州
您好 请问 您 是 要 新装 宽带 吗   宽带 的 套餐 是 这 样子 我们 现在 是 有 办 一个 指定 的 和 家庭 七十九 的 套餐 那 我们 活动 的 合约 时间 是 两年 两年 期间 之内 的话 是 有 免费 赠送 五十 兆 的 宽带 以及 互联网 电视 服务 这 样子 的 套餐
您好 请 说   请 稍等一下
诶 请 讲   诶 您好 请问 什么 可以 帮到 您
您好 请 讲 你好   您 这个 幺 五八 上网 的 本身 就是 骗 流量 多 的
你好   想换 什么样 的
您好 请 讲   早 一点 就 十块 一 百兆 多 的话 我们 有 三十块 一个 g 五十块 两个 g 那种 流量 包是 全国 通用 的
您好 请 讲   对 啊 一千两百 分钟 三百 分钟 国内 通话 九百 分钟 在 本地 打 国内 嘛 那 您 目前 这边 分钟 用 了 还是 一千
喂 你好 什么 帮到 您   恩对 有 叫 新飞 享 八八 套餐
嗯 您好 请 讲   噢 游戏 飞享 五十八 的
这个 是 我们 新飞 享 三十八 现在 有 这个 套餐 有 的   新飞 享 三十八 它 是 针对 新 入网 的 或者 是 这个 本身 套餐 低于 这个 套餐 才能 改 您 目前 已经 是 八十八 改不了 这个 三十八 套餐 的
您好 请 说 嗯   您好 请 说
您好 请 讲   嗯 现在 开通 的话 只有 加油 包 啊 十块钱 一 百兆 还有 一个 就是 六十块 钱 六个 g 用 半年 的 只有 这 两个 可以 开 了
嗯 您好 请 说   嗯 您好
您好 请问 什么 帮 您   啊 比较 多种 您 如果 是 想要 了解 的话 可以 去 下载 一个 我们 幺 零零 八六 客户端 我 想 你 给 我 便宜 的
呃 您好 请 讲   它 这个 高清 语音 通话 的 功能 就是 日子 比如说 您 跟 我 正在 通话 过程 当中 那 您 手机 也 可以 正常 上网
您好 高兴 为您服务   其实 像 您 这样的话 目前 如果说 比较 多 的 建议您 的话 可以 改成 a 一下 您 下个月 改 那个 新飞 享 三十八 套餐 就 比较 合算 了
您好 请 说   有 赠送 帮 您 看 一下 恩 那 您 现在 还 剩下 三点 五 g 的 流量 建议您 先用 的 帮助 完 以后 到时候 可以 再 重新 订
您好 请 讲   流量 的话 比如说 三十元 一个 g 五十块 两个 g 等等 都 可以 的
您好 你 说   嗯 现在 您 这款 是 新 的 八十八 套餐 人 如果 在 福建省 内用 的话 是 五个 g 流量 然后 的话 是 全国 打 全国 电话 是 一千两百 分钟
吧 嗯 您好 请 讲   您 现在 我 看 一下 您 要加 流量 是 吗
您好 很 高兴 为您服务 哎 我 那个   稍 等 我 看 一下 啊 套餐 包月 的 哎 谢谢您
您好 请 讲   你好
您好 请 说   几十块 钱 一个 g 我们 都 是 有 一个 十块钱 一个 g 办 半年 的 也 就是 六十块 六个 g 半年 有效 的
哎 您好 请 说   嗯 我 看 一下 啊 嗯 那 您 这边 还 需要 流量 吗
您好 很 高兴 为您服务   那 流量 又 便宜 又 多 的 是 吧
您好 很 高兴 为您服务   手机 流量 是不是 使用 嗯 嗯 呃 您 要查 什么 没有 听清 你 说 的
您好 请 讲   什么 卡
您好 请 说   大概 要 多少 兆 流量 三个 g 的 号码
您好 请 讲   呃 请稍等 帮 您 看 一下 本 机 的话 您 这边 噢 就是 分钟 数 呢 是 一千两百 分钟 然后 呢 流量 是 国内 打 国内 的 分钟 数 流量 是 五个 g 的 省内 流量
您好 请 说   就 等于 您 套餐 有 更换 的 意思 就是 您 这 张卡 本来 是 三十八 的 一 五版 就 一百 分钟 一 百兆 流量 比如说 下个月 那个 三十八 也 是 一样 的 钱 也 是 三 十八块 但是 下个月 那个 分钟 数变 多 了 变成 有 三百 分钟 流量 会 变成 有 一点 五 g
嗯 嗯 嗯 嗯 您好 请 讲   十块钱 一 百兆
哎 您好 请 讲   两元 一 g
您好 很 高兴 您 服务   对 啊 您 已经 办理 了 下个月 一号 生效
您好 请 讲   目前 您 套餐 流量 是 两个 g 的 然后 您 这边 的话 额外 又 送 了 一个 一 百兆 但是 您 下个月 的话 改了 我们 新飞 享 的 一个 八十八 套餐 流量 加 起来 如果 都 在 福建省 的话 总共 是 有 五个 g 下个月 的 套餐 五个 g
您好 很 高兴 为您服务 喂 你好 诶 先生 您好 诶 我 我 想 问 一下 现在 还有 没有   呃 有 啊 多少 钱 的 就是 要 相 什么 时候 幺 三八 幺 三 您 现在 用 的 这种
您好 请 讲   您好 请 说
您好 高兴 为您服务 你好 诶   比如说 哪些 收费 的 业务 是 吧
您好 请 讲   您好 请 讲
好 诶 您好 很 高兴 您 服务   对 啊 三十八 元 的 那个 通话时间 是 没有 三百 分钟 呃 有 三百 分钟 它 是 那个 叫 新飞 享 三十八 的 流量 五百 兆 要 改 吗
您好 请 讲   新版 的 您 现在 这个 套餐 是 新版 的 九十九 它 有 两个 g 的 流量 元 话费 的 一个 g 省内 的 还有 分钟 数是 三百 分钟
您好 请 说   我 看 一下 您 现在 用 的 是 十八块 钱 的 套餐
不用 您好 请 讲   有 什么 可以 帮助 到 您
您好 请 说   月底 的 加油 包 那 这个 的话 等到 二十五 号 才能 开有 个 月末 流量 包 七天 一个 g 的 十块钱
哎 你好   呃行 一百 分钟 本地 打 国内 电话 五百 兆 流量 来电显示 其他 就 没有 了
哎 您好 请 讲   没错 是 的 我们 有 新 套餐 五十八 的 八十八 的 都 有
你好 请 说   呃 对 三十八 的 五百 兆 一百 分钟
您好 请 说   呃 这个 讲 彩印 功能 这个 叫 彩印 功能 对 原先 四十八 套餐 里面 有 包含 有 包含 那 我 现在 帮 您 取消 掉 立即 取消
块 哎 您好 请 说   有 啊 六十块 钱 六 g 一百八十 天 之内 有效
你好 诶 你好 可以 喂 恩 你好   嗯
嗯 好 谢谢 哎 您好 请 讲   对 您 是 三十八 的 飞享 套餐
您好 请 讲   呃 您 是 要 改低 一点 的 还是 说要 改高 一点 的
您好 请 说   您 这个 的话 是 一天 扣 一块钱 有 五百 兆 的 省内 流量
请 按 你好 请 讲 你好 你好 我 想 问 一下 咨询 一下   噢 那 您 能 收 得到 吗
您好 请 讲   加 流量 包 最少 的 是 十元 一 百兆 的
早上好   嗯 你好
您好 很 高兴 为您服务   您 这个 是 三十 八块钱 的 套餐 每个 月 只有 五百 兆 流量 噢 然后 这个 月 已经 用 完 了 你 要 不要 另外 的话 加 二十块 钱 我们 这有 做 活动 可以 多 两个 g 活动 是 半年 时间 每个 月 二十 每个 月 两个 g 半年 之内 不能 退 积分 不 累积 这 样子
下午 还有 什么 帮助 您   请 讲
您好 请 讲   就是 您 现在 当前 已经 欠费 停机 了 我们 可以 帮 您 先 联系 一下 就 帮 您 先 做 个 临时 开机 让 您 可以 正常 拨打 一下 电话 然后 可以 接 直接 先去 缴 一下 话费
你好 请 讲   要开 国际 及 港澳台 的 长途 漫游 功能 啊 开 完 之后 的话 带 出去 才 有 信号
您好 什么 可以 帮助 您   要 去 多少 天
你好 您好 请 说 您好   噢 您 说 的 是 新飞 享 八十八 元 赠送 五个 g 流量 加 一千二百 分钟 是 这个 吧
呃 您好   啊 没 那个 是 没 不是 八十八 的 它 是 本地 它 原价 是 一百三十八 您 说 的 八十八 是 原价 一百三十八 今年 返还 给 您 五十块 钱 了 如果 您 自己 办 的话 要 办 一百三十八 的
您好 高兴 您 服务   您好
您好 请 讲   没有 它 八十八 这种 已经 算是 流量 多 的 了 五个 g 啊
您好 请 说   比如说 再 往上升 的话 有 新飞 享 三十八
噢 你好 请 说   和 包 支付 是 手机 上 的 一个 和 包 账本 啊
的 你好 啊 先生   有 五十八 的 套餐 它 是 福建省 内有 二点五 个 g 全国 五百 兆 然后 三百 分钟 漳州 打 全国 一百 分钟 全国 打 全国
