为 您 您好 很 高兴 为您服务 喂   幺 五零 五九 幺 六 四九 幺 六
诶 你好 我 刚才 是不是 办 了 一个 就是 用 我 的 手机号码 办 那个 手表 嘛 然后 这个 手表 有个 电话号码 我 忘记 了   对 对 跟 本 机号码 绑定 的 哈 那 我 帮 您 看 一下 号码 请 您 记录 一下 给 我
您好 很 高兴 服务   呃 您 稍等一下 先生 帮 您 查询 下 是 陈 什么 国 的 这 样子
您好 请 讲 你好   我 这个 电话号码
没 您好 请 讲   呃 先生 密码 是 私人 资料 我们 这边 嗯 还 没有 办法 做 保存 您 重新 设置 一个 好 吗
您好 请 说   哎 你好 呃 您好
您好 很 高兴 为您服务   嗯 请 您 稍等一下
您好 请 说   手机 密码 忘记 了 是 吧 哦 密码 忘记 了 可以 通过 短信 重置 了 我 把 那个 重置 的 方式 发给您 手机 上 回复 短信 重置 一下 好 吗
早上好   服务 密码 是 吗 稍 等 呃 那 这个 号码 登记 的 身份证 号码 你 知道 吗 是 的 女士 的
您好 请 讲   号码 什么 问题
您好 很 高兴 为您服务   恩好 的 那 您 密码 如果 忘记 啦 我 看 一下 您 之前 有没有 获取 过 那 看 您 之前 密码 的话 在 去年 九月份 这边 入网 的 时候 已经 获取 过 了 下 如果 忘记 密码 的话 先生 请问 麻烦 您 这个 只能 本人 有效 身份证 原件 到 营业厅 嗯 您 当时 这个 资料 还 没 回复 完整 到 营业厅 核实 完整 以后 就 可以 重新 设置 密码 了 需要 麻烦 这个 到 营业厅 去 一次
您好 请 讲   呃 就是 身份证 号码 的话 查询 不到 因为 这 都 属于 隐私 人工 台 的话 只能 查询 呃 这个 您 要 办理 的 业务
您好 请 说   呃 您 是 说 这 张卡 的 服务 密码 是 吧
您好 请 讲   密码 我们 这边 不 记得 看不到 的 如果 您 不 记得 的话 您 可以 通过 呃 看 一下 您 这边 只能 带 身份证 到 营业厅 去 重置 密码
哦 您好 请 说   那 宽带 密码 忘记掉 我们 可以 把 宽带 密码 重置 完 之后 直接 下发 到 手机 上 您 看 可以 吗
啊 我 请 您 您好 您 需要 请 讲 请 说   就 说 他 本 机号码 是 多少 对 吗
您好 请 讲   呃 我 看 一下 号码 卡 您 已经 办 的 是 四 g 的
您好 请 说   密码 忘记 了 可以 重新 设置 一下 我 把 设置 方法 发给您 然后 您 可以 直接 发短信 设置 幺 嗯 大概 格式 跟 您 说 一下 噢 四 零 然后 米 字键 六位数 服务 密码 那 后面 接 的 发短信
嗯 哼 您好 很 高兴 为您服务   恩请 说
您好 很 高兴 为您服务   是 微信 密码 吗
您好 很 高兴 为您服务   密码 不 记得 了 可以 重新 设置 新 的 你 要 用 身份证
其他 的 您好 很 高兴 为您服务 哎 你好   那 你 本 机号码 是 幺 五八 幺 五八 六零 九七
您好 请 讲   噢 好 的 您 稍等一下 我 帮 您 看 了 一下 是 幺 八七 五九 三五 八七 零零 幺 八七 啊 二二二二 输入 的 幺 七八 很 抱歉
你好 早上好   呃 星级 是 吧 是 的
中午 好 很 高兴 您 服务   服务 密码 是 您 的 个人隐私 这个 查 不了 先生 很 抱歉
您好 请 讲 诶 你好   是 本机 的 吗
您好 请 说   您 是 要 更改 是 吗
手机号码 我 给 您 转 语音 台 您 收听 一下 好 吗
您好 很 高兴 为您服务 喂 你好 呃 我 想 问 一下 我 的 移动   用户名 就是 您 的 手机 然后 那个 密码 的话 您 这边 如果 忘记 了 可以 帮 您 重新 设置 一个 新 的
你好   那 您 再 重新 设置 一个 新 的 先生 设置 的话 我 发短信 给 您 您 根据 短信 操作 一下 哈
七 你好 请 讲   服务 密码 我 这边 无法 直接 查看 您 要是 忘记 密码 了 的话 那 就 嗯 打个 电话 获取 一个 初始密码 吗 打 幺 二五 九零 幺 七
您好 请 讲   不好意思 机主 姓名 我们 这边 是 看不到 呀
您好 请 说   号码 多少 密码 知道 吗
您好 请 讲   您 这个 这个 是 幺 三七 的 号码
您好 请 说   嗯
您好 请 说   您 请 讲
您好 您 请 说   被 别人 联通 号码 嘞 您 号码 幺 幺 三 六 的 吗 没有 别的
呃 您 要 查询 您 本 机号码 多少 是 吗   好 您 记 一下 噢 幺 五 八五 九六 三七 六二 幺 噢 我 再 报 一遍 噢 幺 五 八五 九六 三七 六二 幺
您好 请 讲   好 请稍等 我 看 一下 有没有 获取 过 密码 忘记 没关系 可以 重新 设置 的 那 现在 话 您 身份证 和 g 的 吧
你好 什么 可以 帮 您   呃 稍等一下 我 先 看 一下 噢
您好 请 讲   嗯 您 这边 目前 的 星级 是 三星级 的 客户 的 不是 属于 银卡 就 移动 目前 的话 针对 福建省 内 的 用户 是 按 星级 来 划分 呃 一星 就 五星 是 最高 的 然后 五四三 二一 然后 还有 准 星级 跟 没有 星级 的 那 您 这边 现在 手机 已经 欠费 了 我们 帮 您 启动 一下 应急 开机 服务 好 吗
您好 请 说   您 是 新飞 享 五十八 套餐 呃 这个 号码 是 全球通 套餐
您好 请 说   呃 您 这个 号码 是 全球通 套餐 您 现在 人 在 哪里 呀
您好 请 讲   服务 密码 它 是 个人隐私 呀 这个 我们 看不到 的 如果 您 忘记 了 噢 它 可以 通过 短信 直接 重置 我 稍后 把 那个 信息 方式 发给您 吧 好 吗 好 那 以 收到 那个 成功 短信 为准 好 吧 嗯 好好 诶 好 还有 什么 可以 帮助 到 您 的
您好 请 讲   服务 密码 忘记 了 是 吧 稍等一下 您 那个 如果 密码 忘记 了 身份证 号码 记得 吗
嗯 嗯 您好 很 高兴 为您服务   诶 就是 我 上次 传
您好 高兴 为您服务 您好   手机 密码 我 不 显示 的 您 这边 的话 要 拨打 幺 零零 八六转 四号 键 按 一号 键 进行 密码 充值
就是 六位数 服务 密码 呀 积分 的话 就 留 您 的 密码 您 不 知道 是 吧   那 您 这个 要 自己 设 一个 密码 我 帮 您 转接 到 语音 您 根据 语音 提示 自己 设 一个 六位数 的 服务 密码
您好 高兴 您   什么 问题
您好 很 高兴 为您服务   天买 的话 这边 能 提供 的 号码 都 一样 的 一二三四 那 您 呃 它 有没有 需要 您 输入 puk 吗
您好 很 高兴 为您服务   您好
密码 是 要 自己 设置 的 您 现查 不到 的   我 帮 您 转到 语音 平台 您 按 四号 键 根据 提示 来 操作 就 可以 了 好 吗
很 高兴 为您服务   噢 这个 我 看 我们 查询 不了 的 您 这个 可以 把 号码 报给 我 看 一下 你 是不是 您 名字 登记 的 但是 您 如果 只报 身份证 号码 姓名 要 查询 其下 有 多少 号码 这个 查询 不了 的
您好 高兴 为您服务 您好   嗯 刚刚 吗
您好 很 高兴 为您服务   您 说
您好 很 高兴 为您服务   唉 您好 先生
您好 很 高兴 为您服务   您好 请 说
您好 很 高兴 为您服务   手机号 对 吧 手机号 不能 直接 报给 您 的 但是 我 可以 告诉您 查询 的 方法 因为 这个 号 拨 幺 零零 八六转 二号 键 里面 有 一个 语音 提示 为 手机号码 充值 的 一个 充值卡 充值 的 语音 您 选择 为本 机充 那 它 里面 会 跟 您 核对 号码 的 他 办 的话 就 您 手机号 了
您好 很 高兴 为 您   帮 您 看 一下 稍 等 现在 是 四 g 卡
您好 兴 为您服务 您好   你好
好 很 高兴 为您服务 唉 你好 我想查 一下 手机号码 是否 本人 是 名 认证 的 好 哪个 号码 您 报 一下 幺 五九 幺 五九 二 幺 零   恩 二九 三九 稍 等 好 的 身份证 号码 姓名 报 一下 吧
您好 很 高兴 为您服务   身份证号 报给 你 听 好 吧 可以 您 请 说 呃 这个 名字 叫 徐正洁
高兴 为您服务   嗯 您 说 的 是 本 机号码 吗
您 服务   呃 客户 密码 是 自己 设置 的 如果 您 之前 忘记 的话
您好 很 高兴 服务   好 那 您 这边 不要 挂机 我 帮 您 转首藏 然后 你 四号 键 接入 通过 证件 审核 之后 重置 新密码 请稍等
您好 很 高兴 为您服务   嗯 是 的
哦   好 的 这个 商 电话 明细 我 这边 也 查 不了 啊
您好 很 高兴 为您服务   嗯 是 的
您好 很 高兴 为您服务   哪个 手机号码 接到 电话 能够 报给 我 看 一下 外呼 记录 吗
高兴 您 服务   这个 本机 是 吗
您好 兴 为您服务 您好   那 号码 您 报 一下
您好 很 高兴 为您服务   哪个 号码 这个 号码 吗
高兴 为您服务   哎 您好 请 讲
您好 很 高兴 为您服务   呃 您 是 说 没有 密码 需要 得到 那个 六位数 密码 是 吧 对 对 对 噢 那 这样 的 那 手机 密码 因为 是 用户 我 这边 看不到 的 部分 如果 您 需要 得到 密码 这 样子 我 帮 您 转接 到 语音 平台 然后 您 根据 身份证 号码 可以 重置 一下 服务 密码 好 的 好 的 好 的 噢 那 帮 您 转接 请 不要 挂机
那 登记 的 身份证 号码 知道 吗   知道
是 这样 就是   我 看不到 的 是 隐私 就 先 打通 了 对 吧
您好 很 高兴 为您服务   宽带 账号 能查 到 吗 已经 办 了 上海 移动 的 家庭 宽带 吗
您好 很 高兴 为您服务   家庭 固话
您好 很 高兴 为您服务   号 的
您好 很 高兴 为您服务   真是 啊 这个 我要 帮 您 转接 到 集团 专席 您 也 是 您 是 集团 有货 您 稍 等 不要 挂机 为了 更好 处理 问题 再 把 你 电话 转 专席 处理 请稍等 好 谢谢
您好 很 高兴 为您服务   目前 不是 上 这个 卡 不是 上海 移动 的
您好 很 高兴 为您服务   稍等一下 呃 卡 的话 一张 普通 sim 卡 不是 四 g 的
您好 很 高兴 为您服务   号码 报 一下
您好 很 高兴 为您服务   啊 手机号码 是
您好 很 高兴 为您服务   就是 用户名 对 吗
您好 很 高兴 服务   密码 您 这边 不要 挂机 我 帮 您 转 首层 然后 你 四号 键 进入 通过 证件 审核 之后 重置 密码 四号 键 进入 啊 请稍等
您好 很 高兴 为您服务   噢 这个 我 不 清楚 是 什么 问题 小姐
为您服务   呃 密码 需要 自己 设置 的 以前 查不到 的 我 先 帮 您 转 语音 平台 您 按 四号 键 重新 设置 一个 可以 吗
您好 很 高兴 为您服务   噢 不 可以 的 实名 登记 到 本人 因为 他 拍照 流程 这 面 以上 所以 只能 本人 去
您好 很 高兴 为 您 喂 你好 查 的 实 名字 号码 报 一下   幺 三 六零 幺 七二零 九七 六
您好 很 高兴 为您服务   他 为了 更好 的 为 您 解决问题 我 将 您 电话 转接 专席 处理 然后 专人 为 您 解答 请 您 稍 等
您好 很 高兴 为您服务   就是 我 问 一下
很 高兴 为您服务 您好   哪个 手机号码 用 了
您好 很 高兴 为您服务   恩好 的 请问 您 的 名字 叫 什么
您好 很 高兴 为您服务   宽带 密码 不 记得 话 您 可以 重置 我 把 那个 重置 的 方式 发给您 好 吧 这边
您好 兴 为您服务 您好 你好 你   是 您 是 号码 不 知道 了 吗
很 高兴 为您服务   号码 报 一下
高兴 为您服务   呃 我们 就是 有 姓名 副 号 的话 要 进行 登记 的 一个 状态 稍等一下 我 去 看 一下 应该 是 我们
您好 很 高兴 为您服务   呃 您 是 说 六位数 密码 没有 需要 得到 密码 是 这 意思
您好 很 高兴 为您服务   手机号码 报 一下
您好 请 讲 嗯 请问 喂 你好   嗯 幺 八七 幺 好 的 八 幺 三八 四三零二行
您好 很 高兴 服务   如果 您 这边 不要 挂机 我 帮 您 转首 藏 你 四号 键 进入 通过 证件 审核 之后 重新 设置 四号 键 进入 啊 请稍等
手机 的 服务 密码 是 吧   那 我 这边 把 重置 密码 的 方式 发给您 请 您 按照 短信 提示 重新 设置 一个 新 的 就 可以 了 没有
就是 我 这个 六到 那 服务 密码 你 知道 吗   那要 不 稍后 的话 我 真的 是 我 从来 没 设置 过 呀 没关系 您 身份证 号码 最后 所以 这边 帮 您 转接 到 语音 您 根据 语音 提示 自己 设 一个 六位数 服务 密码 就 可以 了 祝您 生活 短信
您好 很 高兴 为您服务   噢 服务 密码 是 没法 是 查询 的 只能 重新 设置 新 的 您 稍后 用本机 发短信 密码 两个 汉字 发到 幺 零零 八六 然后 根据 回复 的 短信 重新 设置 新 的
您好 很 高兴 为您服务   证件号码 输入 的 不是 您 的 身份证 因为 您 这个 是 公司 名义 登记 的 你 问 一下 你 单位 登记 的 一个 社会 信用 统一 代码 就 幺 三 开头 的 要 输入 这个
您好 很 高兴 为您服务   好 的 哪个 号码 您 报 一下 嗯 幺 三五 嗯
您好 很 高兴 为您服务   幺 七七 我 看 一下 稍 等 噢 先生 您 改 的 是 电信 的 打 一万 号 电信 呢
您好 很 高兴 为您服务   嗯 那 现在 需要 的 是 一个 外地 号码 的 服务 密码 是 吧
您好 高兴 为您服务   身份证号 您 说 一下
您好 请 讲   试问 您 要 一个 puk 码是 吧
园 信息   这里 的 宽带 账号 呃 您 是 办 上海 办 不了 吗 对
很 高兴 为您服务   在 上海 的 那 您 要 问 您 在 哪里 买 您 要 问 一下 他 能 不能 从 外地 的
您好 很 高兴 服务   密码 您 这边 不要 挂机 我 帮 您 转 首层 然后 你 四号 键 进入 改 密码 取消 的 啊 四号 键
您好 很 高兴 为您服务   副 卡 您 稍等一下 啊 嗯 嗯 总共 三个 一个 是 和 家庭 一个 副 号码 还有 个 两个 适合 加副卡 已经 两个 号码
您好 兴 为您服务 您好   号码 不好意思
您好 很 高兴 为您服务 您好   拨号上网 的 帐号密码 吗
吧   您 还有 什么 可以 帮 您
您好 很 高兴 为您服务   这个 手机 服务 密码
您好 很 高兴 为您服务   啊 我 这边 只能 核对 没有 办法 直接 告知 您 可以 帮 我 核对 一下
您好 很 高兴 为您服务   密码 是 自己 设置 的 然后 当时 那个 给 您 卡 的 时候 上面 应该 有 密码 卡片 的 六位数 的 刮开 的 那 上面 有 服务 密码 的
您好 很 高兴 为您服务   您好 对
您好 很 高兴 为您服务   幺 三九 幺 八 幺 八五八 幺 八
您好 很 高兴 为您服务   账单 对 吧 我
您好 很 高兴 为您服务 您好 很 高兴 为您服务 您好 很 高兴 为您服务 听 得到 吗 你好 很 高兴 为您服务   密码 可以 设置 的 如果 您 忘记 的话 我 帮 您 转 语音 平台 您 按 四号 键 根据 提示音 来 设置 好 吧
您好 很 高兴 为您服务   宽带 帐号 吗
您好 很 高兴 服务   输入 密码 我们 不 清楚 如果 您 不会 设置 的话 可以 帮 您 转接 专席 让 专人 知道 您 一下 怎么 操作 那 您 这边 不要 挂机 啊 为了 更好 等 一下
为您服务   恩 你好
是 那个 拨号 连接 上网 的 那个 账号密码 是 吗 呃 这个 您 用 手机 发送 宽带 密码 四个 字 的 拼音 首字母 到 幺 零零 八六 他 账号 跟 密码 都 会 发给您 的   不 客气 恩 祝您 生
您好 很 高兴 为您服务   密码 是 自己 设置 的 如果 您 忘记 的话 我 帮 您 接 语音 提示 您 按 四号 键 重新 一段
喂 你好   您好 高兴 服务
您好 很 高兴 为您服务   说 过 什么 名字 啊
喂 你好   哎 您好 很 高兴 为您服务
您好 很 高兴 为您服务   好 麻烦 您 报 一下
您好 兴 为您服务   好 的
您好 很 高兴 为您服务   账号 我们 查 不了 了 您 要 用 手机号 才能 查询 宽带 业务 的
您好 很 高兴 为您服务   没有 听懂 您 是 要 查询 什么
幺 三八   四 幺 零九 服务 密码 知道 吗 知道 好 幺 三八
很 高兴 为您服务   不是 这个 证件号码 名字 对 吗 也 不 对
请 说   锁 掉 了 手机 是 什么 卡是 puk 码锁 还是 pin 码锁 了
您好 很 高兴 为您服务   宽带 拨号上网 的 用户名 密码 密码 也 没有 了 是 吧
您好 很 高兴 为您服务 你好 我 想   呃 服务 密码 查不到 的 只能 重置 呃 请 您 发送 幺 零六 三到 幺 零零 八六 可以 进行 密码 重置 幺 零六 三
您好 很 高兴 为您服务   是 很 抱歉 这 我 看不到 的
您好 很 高兴 为您服务   您好 您 说 你好 您好 请问 能 听到 我 的 声音 吗
您好 很 高兴 为您服务   啊 这个 要 自己 设置 的 身份证 号码 您 知道 吗 对 您 这 张卡 的 身份证 号码
您好 很 高兴 服务   嗯 嗯
移动 宽带 密码 只能 是 家里 无线网 呢 还是 说 你   你好 家里 无线网 的 是 吗 家里 无线网 的 那个 密码 我查 不了 的 您 如果 密码 忘记 了 要 重新 设置 的
您好 兴 为您服务 哎 你好 我 想 问 一下 就   嗯 嗯 电话 已登记 过 名字 证件号码 啦 请 您 不要 挂机 为了
您好 请 讲   三八 七八
您好 很 高兴 为您服务   密码 查不到 的 只能 重置 请 您 发送 那个 呃 幺 零六 三到 幺 零零 八六 可以 进行 密码 重置 幺 零 六七 好好 好好 请问 还有 什么 可以 帮 您 不 客气 祝您 生活 愉快 再见
您好 很 高兴 为您服务 你好 有没有 变化 唉 请 讲   呃 您 是 要查 哪个 号码 本机 吗
您好 很 高兴 为您服务   实名 认证 我们 这边 人工 办 不了 的 实名制 认证 是 要 带 好 身份证 原件 到 办
呃 您好 请 讲   幺 三八
家里 wifi 密码   wifi 密码 我们 这边 是 查 不了 的 因为 wifi 密码 是 您 自己 设置 的
您好 很 高兴 服务   幺 三 六
您好 很 高兴 为您服务   啊
您好 很 高兴 为您服务   呃 这边 的话 您 服务 密码 我们 人工 是 看不到 的 先生 我 可以 把 那个 密码 如何 查询 的 方式 下发 到 您 手机 根据 这个 短信 查询 就 可以 了
您好 很 高兴 为您服务   是 查本机 还是 其他 号码 呢
就 办 那个 八十八 送 话费 的 活动 对 吧 唉 对 啊 啊 我 帮 您 把 您 手机 密码 知道 吗   那 您 名字 身份证 报 一下
嗯 单位 证件号码 您 说 当前 来电 这个 号码 的 单位 证件号码 吗   您 这个 当前 还 能 这个 号码 的话 呢 处于 单位 的 名下 然后 这个 应该 是 营业执照 一个 代码
您好 很 高兴 为您服务   呃 我 看 一下 您 这 号码 是 公司 名称 登记 的 呃 必须 要 提供 您 公司 的 那个 证件 号 才 可以 重新 设置 一个 新 的 密码 因为 老 密码 查不到 的
好 很 高兴 为您服务 你好 我 就是 这个 是   呃 我 我 这边 来 帮 您 查 我 就是说 帮 您 核对 一下 您 报 姓名 我 只能 告诉 我 还是 我 现在 报 姓名 叫 是不是 让
噢   当然 查不到 这 是 您 的 隐私 内容 查不到 只能 查 到 号码 花 的 时间
您好 很 高兴 为您服务   恩
但是 这个 已经 超过   您好 有 什么 可以 帮 您 呢
您好 很 高兴 服务   出示 就是 您 手机 服务 密码 忘记 了 对 吧
您好 很 高兴 为您服务   密码 wifi 密码 还是 宽带 拨号上网 的 密码
您好 很 高兴 为您服务   噢 服务 密码 查不到 的 只能 重置 请 您 发送 那个 幺 零六 三到 幺 零零 八六 就 可以 重置 密码
很 高兴 为您服务   对 啊 欠费 停机 了 肯定 会 欠费 停机 呀
幺 三 六二 幺 八八 多少   四三 零七 密码 知道 吗
您好 很 高兴 为您服务   噢 服务 密码 查不到 的 只能 重置 请 您 发送 那个 幺 零六 三到 幺 零零 八六 就 可以 重置 密码
您好 很 高兴 服务   您好 请 讲
您好 很 高兴 服务   您好 请 讲
您好 很 高兴 为您服务   幺 三七
不   密码 知道 吗
喂 唉 你好 我 想 核实 一个 手机号 的 实名 咨询 好 的 先生 麻烦 您 把 手机号码 报给 我 呃 幺 三八   幺 三八 幺 六 四四 六零 八零是 吗 请 您 报 姓名 和 身份证 跟 我 核对
您好 很 高兴 为您服务   你 帮 我
您好 很 高兴 为您服务   噢 服务 密码 查不到 的 只能 重置 请 您 发送 那个 幺 零六 三到 幺 零零 八六 就 可以 重置 密码
您好 很 高兴 为您服务   您 这 张卡 的话 是不是 一张 四 g 费是 四 g 卡片 是 吧
您好 很 高兴 服务   密码 您 这边 不要 挂机 我 帮 您 转首藏 然后 你 四号 键 进入
您好 很 高兴 为您服务   他 可以 什么
您好 很 高兴 为您服务   嗯 服务 密码 的话 是 自己 设置 的 如果 您 忘记 的话 我 帮 您 转接 语音 平台 您 按 四号 键 重置 一个 新 的 可以 吗
您好 很 高兴 为您服务   幺 八七 的 是 的
您好 高兴 为您服务   手机号 是 多少
您好 很 高兴 服务   你 现在 属于 全球通 套餐 一百一十 八 一个月 对 全球通 呢
您好 很 高兴 服务   您好 请 讲
您好 很 高兴 为您服务   手机号码 本 机号码 我 人工 没 办法 告知 的 您 可以 打 一下 那个 就 别人 电话 现在 都 有 来电显示 吗 您 看 一下 是 多少 就 知道 了 好 吧 嗯 不 客气 那 还有 什么 可以 帮 您
您好 很 高兴 为您服务   呃 这个 我 帮 您 转到 自助 平台 您 输入您 的 身份证 号码 可以 重置 密码 您 稍 等 不要 挂 您 稍 等
您好 很 高兴 为您服务   呃 密码 是 重新 设置 的 以前 的 查不到 的 您 可以 重新 送 重置 一个 新密码 的 密码 的话 是 一个 六位数 如果 您 需要 设置 的话 我 先 帮 您 接 语音 提示 您 按 四号 键 根据 提示 来 操作 就 可以 了
您好 很 高兴 服务   手机号码 的 这个 卡 的
您好 很 高兴 您 服务 呃 你好 我 想 核对 一下 本机 的 一个 实名制 的 恩 好 的 姓名 身份证 您 报 一遍   唉 可以 核对 成功 没有 问题 还有 什么 帮 您
您好 很 高兴 为您服务   呃 这个 我 帮 您 转到 自助 平台 您 输入您 的 身份证 号码 可以 重置 密码 您 稍 等 不要 挂 您 稍 等
服务   方面 还 需要 自己 设置 的 一下 密码 查不到 的 是 另外 的话 我 可以 帮 您 转 一下 您 按 四号 键 重置 一个 新 的 可以 吗
高兴 为您服务   您 说 本 机号码 对 吧 我 看 一 下来 本机 的 密码 知道 吗
您好 请 讲   这个 号码 告诉 我
您好 很 高兴 为您服务   您 的 密码 的话 就是说 需要 您 自己 查询 一下 然后 用 您 的 身份证 和 那个 姓名 可以 查询 到 的 我 这边 把 密码 查询 的 方式 下发 到 您 手机 根据 这边 短信 查询 就 可以 了
您好 很 高兴 为您服务   您 说 的 是 宽带 拨号上网 的 用户名 跟 密码 还是 给 您 家里 无线网 的
您好 很 高兴 服务 今天   要 积分换 什么 换 话费 吗
您好 很 高兴 为您服务   呃 哪个 号码 您 这个 本机 吗 本机 不是 我们 上海 的 我 帮 您 转回 您 归属 地 您 查询 您 稍 等 不要 挂 您 稍 等 是 的 充 愉快
您好 很 高兴 为您服务   唉
您 服务   恩对
您好 很 高兴 为您服务   好 的 您 报 一下 号码 谢谢
你好   恩
您好 很 高兴 为您服务   好 的 您 请 说
您好 很 高兴 为您服务   嗯 你 要 要么 就是 那种 发票 我们 这边 有 那个 就是 话费 的 一个 发票 发票 上面 问 一下 他们 它 上面 的 知道 什么 钱 里面 有 名字 的 还有 手机号
您好 很 高兴 为您服务   号码 不是 上海 的 啊 我 帮 您 转回 当地 幺 零零 八六
您好 很 高兴 为您服务   他 的 哪个 手机号码 您 报 一下 幺 五零
您好 很 高兴 为您服务   帮 我 在 外省 的 手机 密码 吗 女士 我 没有 您 的 手机 设置 密码 的 如果 你 的 密码 没有 了 您 可以 自己 去 重新 设置 一个 幺 零六 三 发送至 幺 零零 八六 自己 就 可以 重新 设置 不是 我 这边 加 一下 怎么 改 呀呀 女士 我们 查不到 的 我们 没有 您 的 原始 密码 的 我们 人工 根本 看不到
您好 很 高兴 为您服务   呃 是 查 什么 服务 密码 吗 其他 密码 对 吗
您好 很 高兴 为您服务   嗯 嗯 您 说 什么 名下 有 两部 手机
可以 慢慢 游 到 哪个 国家   好 的 那 帮 您 开通 一下 之前 您 开 了 国际漫游 到 二十二 十七号 零点 到期 了 要 重新 开 一下 对 吧
很 高兴 为您服务 您好 我查 的 手机 实名制 您 说 幺 五零   九八 二八 请稍等 好 身份证 号码 姓名 报 一下 吧 人数 连 三四 幺 二 二六 幺 九八 六 幺 幺 幺 二 幺 五七 四 嗯 对 正确 的 还有 什么 可以 帮 您 您 需要 了 谢谢 啊 不 客气 那 祝您 生活 愉快 再见
好 您 报 一下 帮 您 嗯 嗯   不 对
您好 请 讲   那个 机主 是否 实名 登记本 机号码 是 吗 呃 什么 本 机号码 有没有 登记 是 吗
您好 很 高兴 为您服务   是 您 来电 号 办 的 这个 宽带 的 原始 密码 是 吧
您好 很 高兴 为您服务   本机 吗 本机 是 公司 的 不是 个人 的
您好 很 高兴 为您服务   幺 三八 嗯
您好 很 高兴 服务   好 的 麻烦 您 那 如果 对 服务满意 请 评价 祝您 生活 愉快 再见
好 很 高兴 为您服务   呃查 号码 请报 一下
很 高兴 为您服务 喂 您好 很 高兴   幺 三九 邮箱 密码 噢 这个 我 帮 这个 幺 三九 下面 要 自己 设置 的 这个 的话 我 把 设置 方式 发给您 然后 稍后 您 根据 短信 重新 设置 一个 就 可以 了 好 吧
您好 很 高兴 为您服务   幺 八二
您好 兴 为您服务   呃 密码 是 要 自己 设置 的 如果 您 忘记 的话 我 帮 您 接 语音 提示 您 按 四号 键 重置 一个 新 的 好 吗
您好 很 高兴 为您服务   哪个 号码 办理 的 宽带
您好 很 高兴 服务   那个 小姐 问 一下 就是说 我 的
您好 很 高兴 为您服务   嗯 不好意思 听 不 清楚 您 的 声音 请 您 换个 方向 重复 一下
您好 很 高兴 为您服务   嗯 嗯
您好 很 高兴 为您服务   您好 请 讲
您好 很 高兴 为您服务   呃 喂 您好 很 高兴 向
为您服务   不是 啊
很 高兴 为您服务   地方
您好 很 高兴 为您服务   就 那个 那个
您好 很 高兴 为您服务   好 的 您 稍 等 您 身份证 号码 知道 吧 但 这 张卡 的 身份证号 知道 的 那 我 帮 您 转接 到 语音 您 根据 语音 提示 重新 设 一个 六位数 服务 密码 就 可以 了 当时 不 客气 您 稍 等 不要 挂机 将 听到 该 业务 详细 介绍
很 高兴 为您服务   啊 自己 设置 一个 就 可以 了 身份证 号码 知道 吗 对 这 张卡 的 身份证 号码
您好 很 高兴 为您服务   无法 得到 密码 是 宽带
您好 很 高兴 为您服务 然后 我 想 看 一下 我 手机 的 服务 密码 多少   好 的
您好 兴 您 服务 您好 要 问 一下 我 这 手机 密码 是 多少 怎么 手机 服务 忘记 的话 这个 只能 重新 设置 了 你 打 幺 零零 八六 按 四号 键 根据 语音 提示 再 设置 一个 新 的 就 可以 了   那 您 根据 语音 提示 操作 我 帮 您 转到 语音 首层 然后 您 按 一下 四号 键 好 吧 好好 好 那 请稍等 应该 不 需要 直接 上
您好 很 高兴 为您服务   您 的 服务 密码 您 是 来电 这个 手机 吗
高兴 为您服务 您好   您好 您 说
您好 很 高兴 为您服务   好 的
您好 很 高兴 为您服务   呃 服务 密码 是 客户 的 个人隐私 我 这边 是 无法 给 您 登陆 的 但是 您 可以 自己 重新 设置 一个 服务 密码
很 高兴 为您服务 喂 您好 有 什么 可以 帮 您   呃 星级 卖 什么 新卡 vip 你 现在 目前 的 这个 是 四星级 的
您好 很 高兴 为您服务   另外 的话 可以 重新 设置 的 我 先 帮 您 接 语音 提示 按 四号 键 重置 一下 好 吧
很 高兴 为您服务   啊 公司 的 对
您好 很 高兴 为您服务   哪个 号码 就 就是 现在 打 的 这个 电话 他 puk 码是 吗 对 对 对 密码 有 吗 您 这边
为您服务   四二 幺 噢
您好 很 高兴 为您服务   请 说
您好 很 高兴 为您服务   姓名 是 什么
您好 很 高兴 为您服务   恩 身份证 办 了 就是 解 就是 这个 很 抱歉 这个 我们 查询 不到 的
好 很 高兴 为您服务 喂 你好 我 问 一下 这个 手机号码 的 姓名 是不是 叫 陈纪 呃 身份证 号码 报 一下   稍 等
您好 很 高兴 服务   然后 有 很多 怎么 去 网站 注册 的
您好 请 讲   幺 三 六
很 高兴 为您服务   呃 密码 知道 吗
您好 很 高兴 为您服务   手机 密码 嘛 就是 您 当时 买卡 的 时候 就 有 的 当时 应该 是 以 短信 的 方式 发给您 会 在 您 套餐 卡 上面
您好 很 高兴 服务 你好 华夏 你 我   帮 您 看 可以 吗
您好 很 高兴 为您服务   名下 使用 的 对 吧 那 你 把 号码 小姐
您好 很 高兴 为您服务 您好   二 幺 九九
为您服务   恩对
您好 很 高兴 为您服务 你好 我 想 问 一下 机主 是 叫 张明 吗 本机 对 吧 本机 不是 个人 名字 不是 您 不是 个人 名字 是 吧 好好 好 谢谢 啊 不 客气 还有 什么 可以 帮 您 办 这个 你好 您好 请问 听 得到 吗
