呃 请 说   帮 我查 一下 您 稍等一下 您 这 张卡 现在 是 在 整个 大陆 打 大陆 的 移动 六分 大陆 打 联通 电信 是 两毛
您好 请 讲   我 看 一下 啊 嗯 您好 您 这边 对 有 个 来电 提醒 那 来电 提醒 的话 我查 了 一下 您 这边 是 有 个 活动 的 优惠 三个 月 的 您 是 呃 有用吗 不用 我 直接 帮 您 登记 活动 到期 的 时候 给 您 关掉 一下
您好 请 说   注册 学校 的 wifi 办 学校 宽带 吗 还是 什么
您好 请 讲   诶 您好
您好 请 讲   多少 八十八 吗
您好 请 讲 您好   好 的 那 您 先 稍等一下 我 马上 帮 您 看 一下
哎 您好 请 说   宽带 是 吗 稍等一下 我 帮 您 看 一下
您好 高兴 为您服务   一 百兆 十块
嗯 您好 请 说   玉
您好 请 讲   好 我 帮 您 看 一下 啊
您好 请 讲   套餐 是 十八块 钱 的 套餐
您好 什么 帮 您 诶 喂 你好 我 想 问 一下 呃   呃 一条 短信 是 一毛
你好 早上好   呃 您 用 的 基本 的 套餐 八十八 块 的
早上好   好 的 我 帮 您 查看 一下 确定
您 说 呃 您好 不好意思 您 刚才 声音 太小 我 这边 没有 听到   呃 您 目前 是 八十八 的 套餐
哎 您好 请 说   不用 这 张卡 全国 接听 免费 离开 厦门 打电话 也 是 一毛 九
您好 很 高兴 为您服务   挂 短信 给 别人 的话
您好 请 说 呃   加油 包 如果 一个 g 要 您 就 可以 开 那个 原价 我 帮 您 看 一下 有个 便宜 一点 的 因为 它 一个 就 不到 一个 g 点 的 就是 原价 五十块 现在 只要 收 您 二十 一块 三毛 七 然后 流量 有 八百 七十五 兆
您好 请 讲   啊 好 我 查看 您 本 机号码 现在 用 的 是 超级 网聊 三十九 套餐 一个月 三十九 块 然后 下个月 一号 就 改成 新飞 享 五十八 套餐
您好 请 说 幺 喂 你好 诶 您好 诶 我   您 在 外省 是 省内 用
您好 请 说 您好   您 套餐 现在 是 八块钱 然后 外加 每天 一块钱 一个 g 的 本地 流量
您好 很 高兴 为您服务   你好
您好 请 说   啊 现在 有 两种 方式 就 一种 就是说 有 一个 宽带 套餐 就 说 办 一个 七十九 元 套餐 它 就 免费送 您 宽带 嗯 省外 呢 就是 有 一个 包月 的 就是 一个月 六十块 钱 这样
您好 请 讲   套餐 是 八块钱 的
您好 很 高兴 为您服务   呃 您 这 套餐 以外 每分钟 多少 钱 是 吗 呃 一毛 九
您好 很 高兴 为您服务   它 流量 的话 只有 省内 流量 在 外省 的话 它 要 那种 就是 另外 就是 开通 国内 的 那种 流量 就 等于 说 它 套餐 有个 十块钱 一 百兆 的 那 就 说 那 一 百兆 流量 就是 全国 的
问题 吗 您好 请 说   呃 五十元 流量 卡 自带 两个 g 的
好 请 说   接听 的话 是 免费 的
您好   就 新飞 享 套餐 是 吗
您好 请 讲   噢 我 帮 您 看 一下 您 本机 神州行 本地 二十八 块 的 套餐
您好 请 讲   噢 幺 二八 零 那个 生活 播报 是 免费 的 要 取消 吗
您好 很 高兴 为您服务   好 的 那 这 我 要 帮 您 转接 到 宽带 时 的 您 详细 咨询 一下 好 吗
您好 请问 什么 号   您好 您 说
您好 很 高兴 为您服务   但是 按照 每个 国家 资费 不同 收到 然后 这边 国际漫游 只是 一个 功能 不收 您 费用 您 需要 哪个 国家
高兴 为您服务   宽带 是 什么 问题 是 办 一下 宽带 对 吗
您好 很 高兴 为您服务   呃 宽带 的话 有 那个 按年 收费 的 还有 那种 承诺 消费 送 宽带 的
您好 很 高兴 为您服务   嗯 来电 号 办 的 宽带 吗
您好 很 高兴 为您服务   您好 很 高兴 为您服务
您好 很 高兴 为您服务   不 客气
您好 很 高兴 为您服务 喂 你好 我 想   买 流量 是 吧 本月 的话 您 可以 买 一个 三十块 钱 有 三个 g 的 流量 都 懂
您 说 十六元 的 对 吧 那 这边 就是说 是 这 样子 的 您 不是 您 是 要 改 套餐 是 什么   就是 现在 现在 没有 十元 套餐 现在 最 基础 就 十八元 的
您好 恩   魔百盒 是 什么
您好 请 讲   幺 五二 幺 五二 幺 五零 幺 八 二六 幺 八二
您好 很 高兴 为您服务   您 这个 是 铁通 固话 不能 到 外省 用 的 呀 应该 是 固话
呃 您好 很 高兴 为您服务   国际漫游 是 幺 三七 零 后面 多少
您好 很 高兴 为您服务   套餐 十八块 的 呀 十八块 唉 对
您好 很 高兴 为您服务   流量 多 通话 少 流量 大概 需要 多少
您好 兴 为您服务   按 取消 这个 算 通话 的 吗 噢 普通话 呀 不 通话 对 吧 对 是 的
您好 很 高兴 为您服务   便宜 的 能 改 的 最 便宜 是 十八块
您好 很 高兴 为您服务   你 什么 时候 一分钟
您好 很 高兴 为您服务   十块钱 扣 多少 流量 十块钱 十块钱 可以 改一 百兆
您好 高兴 为您服务   请 说
您好 很 高兴 为您服务   呃 移动 的 呃 家庭 宽带 一 百兆 对 吧 先
您好 很 高兴 为您服务   柬埔寨 对 请 稍等一下 好 谢谢 呃 您 打 国内 电话 的话 九毛 九 一分钟 对 对
您好 请 讲   现在
十块钱 您 是 说 这个 月 临时 加 十块钱 吗   找 一个 十 十块 左右 这个 九块 两毛 四 一百六十 一兆 下个月 我们
为 您 您好 很 高兴 为您服务   公司 短号 是 吧 我 刚才
您好 很 高兴 为您服务 哎 你好 我想查 一下 这个 呃 电话卡 的 资费 的 状况 您 现在 是 一个 神州行 的 大众卡 十块钱   啊 我 现在 就是 就 想 改 一下 这个 资费 就是说 改成 比较 优惠 的 可以 上网 的 那种 流量 吗 噢 您 上面 还有 个 一块钱 的 ip 长途
您好 很 高兴 为您服务   呃 您 在 日本 那边 接听电话 我 看 一下 是 呃 一块 九毛 九 一分钟 打 回 中国 内地 的话 也 是 呃 是 两块 九毛 九 一分钟
您好 兴 您 服务   您好 您 说
您好 兴 您 服务 您好   十块钱 现在 看 一下 我 帮 您 看
您好 很 高兴 为您服务   宽带 因为 是 这个 手机号码 办 的 宽带 对 吧
您好 很 高兴 为您服务   就是
很 高兴 为您服务   对 是 的
您好 很 高兴 为您服务 唉 你好   嗯 我 看 一下 您 上个月 装 宽带 是 吗
很 高兴 为您服务 你好 您好 请 说 恩   幺 五零 二 幺 零八 幺 八 六九 是 吧
您好 很 高兴 为您服务   恩要 加 流量 包是 吗
您好 很 高兴 为您服务   两 一点 五一 二十块 钱 一点 五 g
您好 兴 您 服务   首先 开通 国际漫游 啊 这个 好 之后 的话 然后 再 看 一个 是 针对 日本 的 一个 流量 包 这边 的话 里面 有 三天 五天 七天 的
您好 高兴 为您服务   二十元 的话 它 目前 是 没有 收钱 的 就 半 年底 优惠 到 年底 从 明天 开始 收费 如果 您 明天 不用 的话 今年 十二月份 来电 取消 就行了
您好 很 高兴 您 服务 啊   您好 请 讲
您好 很 高兴 为您服务   那 您 到 月底 大概 还 需要 多少
您好 请 说 喂 你好   您 这个 是 亲情 套餐 一毛钱 一分钟
您好 很 高兴 为您服务   一毛 九 一分钟
您好 很 高兴 为您服务   三十八 套餐 是 什么 样子 吗
为您服务   电话 通话时间 没有 的 打打 一分钟 是 一毛 九 的 没有 送 的
那 他 就是 内容 就是 一点 怎么 加拨 九十   没有 没有 我 知道 它 本身 的 卡 档次 套餐 内容 就 到 一个 g 的 不会 再 以后 要 改 内容 以后 再说 它 本身 就 一个 g 并且 您 还有 现在 还有 活动 您 目前 状态 改 到 一个 g 还 能 再 送 一个 g 本地 流量 加 三个 g 本地 咪咕 视频 流量 送到 一 八年 六月份
您好 高兴 为您服务 您好   家庭成员 互打 免费 然后 有 两百 分钟 的 通话时间 然后 这边 的话 是 共享 或者 图像 那 可能 您 在 设置 的 时候 的话 这个 您 要 我 帮 您 看过 了 您 这边 是 独享 的 也就是说 是 您 前面 那个 号码 是 自己 一个 人用 两百 分钟 然后 另外 的话 是 包含 有线电视 费
您好 很 高兴 为您服务   您 月租费 的话 是 一百零八 块钱 一个月 三百 分钟 通话时间 两个 g 的 流量
您好 很 高兴 服务   好 身份 是 两百 六十八 一个月 通话时间 一千 分钟 流量 是 给 您 五个 g 然后 在 活动 送 您 五百 是 一个十个
那 套餐 算 的 套餐 是 多少 兆 多少 您 现在 套餐 是 一毛 九 的   其他 号码 的 套餐
很 高兴 为您服务   现在 换 了 一个 套餐 啊 是 呃 一百 分钟 通话时间 五个 g 的 全国 流量 再 送 五个 g 的 全国 流量 一共 有 十个 g 啊 下个月
您好 很 高兴 为您服务   手机号码 您 先报 一下
您好 很 高兴 为您服务 您好 唉 请 讲   呃 您 套餐 订 的 流量 是 五十八 元飞享 嘛 里面 是 包含 五百 兆 的 流量 无法 长
您好 很 高兴 为您服务   您好
您好 很 高兴 为您服务   所以 您 您 来电 这个 号码 是 联通 的 您 打 幺 零零 幺 零四
您好 很 高兴 为您服务   那 您 是 是 用 的 什么 苹果 手机 吗
为您服务   您 打 长途 话 一毛 九 一分钟
对 您好 很 高兴 为您服务   感谢 还有 什么 帮 您 吗
您好 很 高兴 服务   月租费 八十八 元 还有 个 ip 还是 腾讯 视频 流量 二十四块 那个 是 一号 是 帮 您 减免
您 下个月 改 的 是 一百五十 八 套餐 呀 下个月 还是 这个 价格 就是 免费 申请 了 一下 有 五百 分钟 通话 三个 g 的 流量 再 送 三个 g   对 跟 以前 加 一样 就 流量 多 了
嗯 嗯 您好 兴 为您服务   呃 我 想 问 一下 就是
高兴 您 服务   唉 是 的
好 很 高兴 为您服务   噢 您 这个 号码 去 外地 用 流量 的话 是 按照 两毛九一兆 六十块 一个 g 来 收费 您 如果 去 外地 要 用 的话 您 可以 另外 买点 流量 用 这样 比较 便宜
在 上海 号码 打 它 是 免费 的 就是 他 在 外地 还是 要 收费   他 接听 免费 您 这边 拨打 也
您好 很 高兴 为您服务   等 打 一分钟 一毛 九 接听 免费 国内 都 一样
您好 很 高兴 为您服务   把 中国电信 你 说 打 中国电信 客服 吗 还是 一般 电话
您好 很 高兴 为您服务   你好
喂 先生 您好 喂 你好 就是 我 想 问 一下   恩对 喂 请 说
您好 很 高兴 为您服务   对 是 的 取消 漫游 长途
您好 很 高兴 为您服务   噢 你 是 想 办理 一个 家庭 宽带 吗
您好 很 高兴 为您服务   好 的 它 国际漫游 是 没有 功能 费 的 看到 您 已经 开 通过 了 呃 然后 那个 在 日本 打 回 中国 大陆 是 两块 九毛 九 一分钟 接听 是 一块 九毛 九 一分钟 然后 短信 发回 中国 大陆 是 六 毛 九 一条 呃 接收 免费 上网 是 每天 三元 包三兆 每天 最多扣 三十块
为您服务 您好   点 移动
高兴 为您服务   八十八 的
您好 兴 您 服务   请问 一下 是 哪个 号码
您好 很 高兴 为您服务   嗯 您好 请 说
高兴 为您服务   嗯
很 高兴 为您服务   物联卡 我 联卡 是 那个 另外 一个 专席 我 帮 您 转到 我们 专席 您 问 一下
您好 很 高兴 您 服务   你 现在 一个 一百三十八 的 套餐 包含 一个 g 的 国内 流量 另外 每个 月 赠送 您 一个 g 的 上海 本地 流量 一个 g 的 国内 夜间 流量
您好 很 高兴 为您服务   不 限量 的 是 吧 不 现在 是 本地 的
为您服务 电话   套餐 的话 目前 六十 八块钱 每个 月
您好 高兴 为您服务   恩是 的
你好 您 说   嗯 对 的
您好 很 高兴 为您服务 对   恩
您好 很 高兴 为您服务   宽带 的话 是 有 承诺 每个 月 最低 消费 免费送 宽带 就 承诺 个人消费 达到 八十 八块钱 免费送
您好 很 高兴 为您服务   呃 您 这 号码 已经 是 十八块 的 四 g 套餐 了 没有 漫游费 的 就是 全国 免 接听 啊 这些 都 是 一毛 九 一分钟
哎 您好 很 高兴 为您服务   呃 呃 你 说 是 企业 的 商务 宽带 的 商务楼 的
您好 很 高兴 为您服务   恩对 的 任 我 翻 但是 您 要 改成 飞享 套餐 才 会 才 可以 办 您 现在 是 四 g 上网 把 这个 版本 是 不 可以 办 的
他 没有 功能 费 的 您 是 需要 哪个 国家 呢 去 瑞典 然后 先 开通 国际漫游 国际漫游 没有 功能 费 不 使用 是 不收 的   再订 那 他 不会 产生 任何 资费 然后 您 是 瑞典 对 吗 然后 人到 了 一点 那边 呢 上网 的话 是 三块 钱三兆 这 样子 不 使用 使用 最多 是 三十块 钱 一天 无限 流量 的 然后 那边 打电话 资费 还有 必要 提醒 我会 发到 您 手机 的 稍后 您 可以 看 一下 三十块 钱 一天 的 那个 流量 是 无限 的 对 不用 不收用 的话 就 三块 钱三兆 这 样子 如果 没有 用到 三十 按用 多少 算 多少 收 如果 当天 费用 累计 到 三十 费用 就 帮 您 封顶 了 不会 再 多 当天 流量 是 无限 用 是 这样 最 多 三十块 钱 多少 钱
您好 很 高兴 为您服务   八块钱 的
您好 很 高兴 为您服务   呃 那个 漫游 就是 打打 接电话 的 资费 是 吧
很 高兴 为您服务 啊 没 哎   移动 宽带 是 吧 对 对 好 的 之后 我要 帮 您 转接 到 宽带 专席 您 详细 咨询 一下 好 吧 好 您 稍 等 不要 挂机 将近 大概 喂 小姐 稍等一下 帮 您 转接 到 专席
您好 很 高兴 为您服务   公司 呃 那 首先 您 把 这边 的 地址 报 一下 查 一下 有没有 线路 啊 我 这边 是
您好 很 高兴 为 您   那种 流量 套餐 十八块 钱 一 百兆 流量 国内 流量 九月份 开始 再见 账户
您好 很 高兴 服务   有 的 有 一百 分钟 通话 两个 g 的 流量 打 国内 电话 一毛 九 一分钟 流量 超出 两毛九一兆 在 数据 两个 g 的 本地 流量 一个 g 的 夜间 流量
很 高兴 服务   听 得到
好 很 高兴 为您服务   就是 问 我 您 现在 什么 套餐 是 吧
银行卡 绑定 我   流量 您 目前 是 五个 g 啊 每
您好 很 高兴 为您服务   对 有 的 有 这样 一个 活动 但是 的话 就是 要 在 京东 或者 是 说 您 的 那个 上面 进行 订购 的 它 只能 用 七天 七天 里面 如果 你 用不完 的话 它 就 自动 取消 可以 可以 那 也 可以 你 帮 我 订个 八十八 八十 八块钱 的 不好意思 先生 不是 我 帮 您 定 是 您 要 根据 它 的 那个 订购 方式 来 进行 订 一个 是 登录 京东 app 一个 是 那个 在 说 您 的 pp 上面 订 这个 它 不是 我们 人工 定 的 先生 我们 人工 定 不了 你们 系统 里面 能 不能 帮 我订 一下 我 我 做不了 先生 我 系统 里面 也 不行 吧 公司 我们 个 么 对 我们 根本 做不了 先生
您好 很 高兴 为您服务   移动 宽带 一年 最低 二十 兆 七百 六十块 钱 现在 办 一年 送 两百元 的 话费
兴 服务   直接 显示 是 免费送 的 他 会 帮 您 等 了 费用 减掉 的 不 收钱
您好 兴 为您服务   套餐 八十八 块 八十八
您好 很 高兴 为您服务   呃 您 这 号码 要 改成 那种 全国 免 接听 的 套餐 是 吧
您好 很 高兴 为您服务   呃 一年 的话 我们 有 二十 兆 和 五十 兆 的 嘛 但是 具体 的 资费 小姐 你 可以 把 地址 报 一下 我查 一下 对应 的 价格
互转   嗯 呼叫转移 对 吧
您好 很 高兴 为您服务   那 你 帮 我
您好 很 高兴 为您服务   唉 你好
您好 兴 为您服务   嗯 恩 漫游 的话 已经 开通 好 了 在 当地 如果 打电话 的话 回大陆 两块 九毛 九 一分钟 接听 还有 拨 当地 一块 九毛 九 一分钟 上网 的话 流量 按照 三块 钱三兆 计费 的 一天 用到 三十块 流量 是 不 封顶 的 因为 有些 套餐
您好 很 高兴 为您服务   八十八 是 两百 二十分钟 通话 七百 兆 流量
您好 请 讲   恩
它 是 有人 他 那边 您好 很 高兴 为您服务   这是 一个 功能 呀 功能 的话 是 十块钱 一个月 您 这边 是 有 个 宽带 的 我 看 一下 宽带 有没有 赠送 稍 等
您好 很 高兴 为您服务   喂 你好
很 高兴 为您服务   这个 消费 一百零八 块
很 高兴 为您服务   手机号码
很 高兴 为您服务   有 什么 可以 帮 您 先生
您好 很 高兴 为您服务   我 现在 改 套餐 行 吗 嗯 可以 的 您 要 改 什么 套餐 呢
您好 很 高兴 为您服务   呃 都 是 一毛 九 一分钟
就 这个 业务 的话 原价 是 一百元 一个月 的 每月 给 您 十 g 的 本地 流量 活动 今天 还 每个 月 送 啦 呃 三十 g 的 本地 流量 就是 一个 我 想 那个 业务   对 是 的
您好 很 高兴 为您服务   短期 的 优惠 服务
您好 很 高兴 为您服务 喂 您好   呃 您 是 说 您 在 上海 打 到 外地 吗
您好 很 高兴 为您服务   我 想 咨询 一下 就是
您好 很 高兴 为您服务   是 上海 移动 的 吗 先生
您好 很 高兴 服务   对 上海 移动
您好 请 讲   那 您 要 申请 多少 兆 流量 请问
很 高兴 为您服务   月租 八十八 流量 七十一 共 一百五十 八
您好 兴 为您服务   月租 啊 月租 的话 最少 最少 最少 十八 的 也 是 四 g 套餐 全球通 的 十八
很 高兴 为您服务   嗯 就是 流量 不够 是 吧
您好 请 请 讲   套餐 您 目前 使用 的 是 十八块 一个月 一 百兆 流量 别的 没有
您好 很 高兴 为您服务   只开 这个 月 还是 以后 每个 月 都 要
嗯 您好 很 高兴 为您服务   您 是 去 哪个 国家
您好 很 高兴 服务   您 是 哪个 号码 呀 我 帮 您 看 一下 您 先帮 我查 一下
您好 很 高兴 为您服务   您 现在 这个 号码 目前 是 一百 分钟 通话 和 五百 兆 流量 的
您好 很 高兴 为您服务   谢谢 你
喂 您好 上海 移动 客服 代表 工号 幺 零六 五九 您 现在 接电话 是 免费 的 啊 您好 女士 不好意思 打扰 一下 这边 的话 是 给 您 来电 反映 下 您 之前 所 投诉 的 一个 问题 噢 那 这边 的话 我 也 是 帮 您 有 查询 过 那个 之前 我们 员工 是 必须 大于 您 说 要 帮 您 办理 这个 十八块 钱 套餐 然后 这个 月 先 帮 您 生效 的 那么 是 只要 我们 查证 下来 的话 的确 没有 帮 您 更改 的 嘛 导致 您 这个 月 还是 现在 这个 五十 八块钱 的 一个 费用 那么 女士 您 看 这样 好 吧 就是 我 这边 的话 帮 您 呃 下个月 的话 改成 十八块 钱 的 一个 套餐 然后 之后 的话 这个 月 的 一个 费用 我 这边 帮 您 调整 四十块 钱 的 一个 费用 然后 在 这个 月 月底 之前 到 账 您 看 可以 吗   诶 好 的 好 的 好 的 那 这边 帮 您 要 更改 套餐 的话 需要 审核 一下 资料 呢 您 这边 的话 手机 密码 知道 吗
您好 很 高兴 服务   涛 到 月底 的话 您 大概 需要 加多少 流量
为您服务   唉 您 说
您好 很 高兴 为您服务   段
您好 很 高兴 为您服务   我 大概 不 客气 不 客气 哦 哦
您好 很 高兴 为您服务   他 的 费用
您好 很 高兴 服务   一毛 九 一分钟 同 一下
您好 很 高兴 为您服务   全球通 最低 是 十八块 钱 的 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费
您好 很 高兴 为您服务   是 每个 国家 了 每个 国家 不 一样 的
您好 很 高兴 为您服务   最 便宜 的 最低 的 月租 是 十八块 钱 一个月 的 里面 是 包含 了 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 的
您好 很 高兴 为您服务   嗯 您 要 流量 多一点 还是 少 一点 的
您好 很 高兴 为您服务   漫游 包 国际漫游 开通 然后 开通 国际漫游 它 是 没有 功能 费 的 只有 使用费 不 使用 它 不收 的 然后 到 澳门 那边 呢 上网 是 三块 钱三兆 这 样子 不 使用 不 收费 使用 最高 是 三十块 钱 一天 无限 流量 然后 打电话 资费 就是 还有 必要 提醒 我 发到 您 手机 的 稍后 您 可以 看 一下 好 吗
这个 套餐 本地 是 一百五十 八 的 每月 五百 分钟 通话 然后 两 g 流量 还有 一个 三块 钱 来电 提醒 业务   来电 提醒 就是 关机 专线 不 在 服务区 对 收到 那个 短消息 提醒
您好 很 高兴 为您服务   九十八 的 呀
服务   请 说
您好 很 高兴 服务   用 完 之后 的话 您 这边 可以 额外 加再加 流量 包 流量 包 当月 的话 都 是 按天 折算 的 就算 下来 有 两百多 兆 五百多 兆 八百多 兆 的 都 有
套餐 套餐 的话 您 是 四十八 的 五十分钟 五百 兆 流量 的 超出 打电话 一毛 九 一分钟 全国 接听 免费 的 就 这 一个   稍等一下 主要 是 打电话 上面 的
二十 兆 的 一年 是 七百 六十块 送 两百 的 话费   嗯 对 是 的
您好 很 高兴 为您服务   是 每个 国家 了 每个 国家 不 一样 的
打 的话 您 有 三百 分钟 免费 的 超出 之后 就 一毛 九 一分钟   对 全国 接听 都 是 免费 的
您好 很 高兴 为您服务   只能 下 月 开通 稍等一下 我 现在 二十块 钱 一点 五 g 的 您 要 吗 啊 那个 二十块 钱 一点 五 g 的 是 全国 通用 的 吗
您好 很 高兴 为您服务   啊 您 说
您好 很 高兴 服务   现在 怎么 申请 的 怎么 算 啊 流量 包 的话 有 一个 加 二十块 钱加 两个 g 的 流量 月底 清零 呢 就 可以 吗
您好 很 高兴 服务   对 是 的
您好 很 高兴 为您服务   宽带 费用 问题 是 吧
您好 很 高兴 为您服务   对 啊 五十 八块钱 一百 分钟 通话 五百 兆 流量 的
您好 很 高兴 为您服务   哪些 国家
为您服务   嗯 您 说 泰国 的 一个 流量 套餐 是 吗
您好 很 高兴 为您服务   十八块 钱 一个月 一 百兆 流量 国内 主叫 一毛 九 一分钟 全国 接听 免费 的
很 高兴 为您服务   嗯 报 一下 手机号码
您好 很 高兴 为您服务   呃 超出 之后 的 流量 是 两 毛九一兆 的 超出 之后 打电话 是 一毛 九 一分钟
您好 很 高兴 为您服务   到 外地 去 那 您 这 手机 的话 因为 现在 是 十六块 钱 神州行 套餐 吗 在 外地 那 就 接听 四 毛钱 一分钟 拨打 六 毛钱 每分钟 是 的 而且 现在 这个 全国 漫游 包 这种 服务 的话 已经 下线 了 已经 没有 了
您好 很 高兴 服务 喂   请 讲
您好 很 高兴 为您服务   呃 您好 请 讲
很 高兴 为您服务   嗯 嗯 是 本 机号码 反馈 的 还是 其他 号码 反馈 的
吗   谢谢 啊
您好 请 讲   就是 流量 呀 他 的 单词 改
您好 很 高兴 为您服务   对 是 的
您好 很 高兴 为您服务   您好 请 说
您好 很 高兴 为您服务   这个 套餐 本机 的 这个 套餐 八块钱 一个月 发过来 是 的
您好 很 高兴 为您服务   你好 唉
很 高兴 为您服务 您好 很 高兴 为您服务   呃 彩铃 的话 是 五块 钱 一个月 的 五块
您好 很 高兴 为您服务 请   请 说
您好 很 高兴 为您服务   机 之后 的话 他 月租费 是 十块钱 但是 是 你 员工 自己 付费 还是 公司 付要 问 你 公司
高兴 为您服务   嗯 那 你 要 办 吗 打电话 把 地址 报给 我 一下
您好 请 讲   对 的
我 不会 确认 的 您好 很 高兴 为 您   就是 您 现在 这个 号码 要 办理 是 这个 套餐
您好 很 高兴 服务   你 时间 只有 五十分钟 如果 用 完 就 按照 一毛 九 一分钟 收费
您好 很 高兴 为您服务   嗯 您 是 说 再 网上 吗 套餐
您好 很 高兴 为您服务   呃 确实 没有 进来 我们 这边 也 没有 收到 您 要 咨询 一下 支付宝 客服 了 他们 这边 还 没有 充 进来   您好 很 高兴 服务   到 月底 的话 您 大概 需要 加多少 流量 一千多 兆够 吗 一千二百多 兆
噢 好 的 请问 要 办理 什么 业务   恩 只是 显示
很 高兴 为您服务   宽带 的 费用 啊 一年 七百 六 二十 兆 的 欠 了 八十 元 七百 兆 多少 一 百兆 一年 一千零六 十 现在 办 一年 送 两百 的 话费
为您服务 您好   您好
您好 很 高兴 为您服务   呃 是 上海 移动 的 宽带 吗 那 您 可以 把 这边 的 地址 报 一下 查下 线路 有没有 覆盖 能 不能
很 高兴 为您服务   恩好 的 帮 您 看 一下 现在 订 的 通话费 用 和 流量 费用 是 吧 通话 打 回 中国 大陆 接听 都 是 九 毛 九 一分钟 然后 流量 是 每天 三元 包三兆 每天 最多扣 三十块 然后 它 有 多天 流量 包 的 就是 三天 七十八 块 五天 一百一十 八块 然后 七天 一百五十 八块
为您服务   先生
您好 请 讲 您好   可以 的
您好 很 高兴 为您服务   这个 号码 办 的 宽带 嗯 但是 这个 指定 小区 活动 的
您好 很 高兴 服务   宽带 上 不了 是 吗
很 高兴 为您服务   恩对
吧 您好 很 高兴 为您服务   嗯 嗯
您好 很 高兴 为您服务   呃 什么 问题 先生
哦   你好 先生
您好 请 讲   本 机 的话 是 五佰兆 流量 一个月
很 高兴 为您服务   便宜 的 套餐 呃 目前 能改 套餐 最 便宜 开始 是 十八块 十八 二十八 三十八 之类 的 最 便宜 十八块 也 可以 改 的 您 需要 修改 最 便宜 吗
您好 很 高兴 为您服务   呃 您 月租 我 看 一下 您 是 无 月租 的 初始 套餐 然后 另外 又 加 一个 五元 三十 兆 流量 所以 您 套餐 就是 五块 钱 每个 月 就 五块 钱 的 那个 流量 套餐
您好 很 高兴 为您服务   呃 目前 您 套餐 是 三十八 的 四 g 飞享 套餐 另外 还有 个 集团 业务 就 这些 了
好   套餐 有 非常 多 我 发给您 看 一下 吧 您 这个 月 改 下个月 生效 我 把 套餐 介绍 发给您 您 看 一下 好 嘛
您好 很 高兴 为您服务   改 到 西班牙 是 吧
很 高兴 为您服务   呃 这个 月加 的话 我 看 一下 您 加加 四百 兆够 吗
您好 请 讲   可以 啊 您 这个 过去 之后 再 来电 再开 可以 的
您好 很 高兴 服务   你好
您好 很 高兴 为您服务   公司 里 办理 那个 宽带 的话 费用 是 怎么 算 的 呀
很 高兴 为您服务   那 是 来电显示 这个 不收 的 就是 套餐 送 的 里面 包含 这个 费用 它 最后 帮 您 减免 掉 的 都 没有 收 您
您好 很 高兴 服务   嗯 嗯 你 帮 我 看 一下 什么 问题 呢
您好 很 高兴 服务   嗯 嗯
您好 很 高兴 服务   幺 三八 小 的
为您服务   哎
您好 很 高兴 为您服务   四 零零 号码 是 吧
您好 很 高兴 为您服务   什么 多少
您好 很 高兴 为您服务   办 专线 是 吧
您好 请 讲 您好   嗯 请 讲
您好 很 高兴 为您服务   但是 流量 多 了
幺 您好 很 高兴 为您服务   对
您好 很 高兴 为您服务   是 吧 对 扣
您好 兴 为您服务 网上银行 也 是 可以 办理   自选 国家
很 高兴 为您服务   宽带 的话 你 办 的 是 一个 和 家庭 然后 每个 月 的 宽带 资费 是 八十八
您好 很 高兴 为您服务   是 这个 手机号码 办理 的 宽带 和 地址 吗
您好 很 高兴 为您服务   呃 这个 套餐 是 送 您 两百 分钟 就是 您 要 在 四 g 网络 下 啊 打电话 出去 打 那种 手机 座机 都 可以 的 就是 那种 噢 短号 就 不用 幺 幺 零 幺 二 零 这个 短号 不 可以 分钟 手机 座机 反正 打 过去 都 是 在 这个 在 四 g 网络 下 就 可以 在 这个 两百 分钟 里面 扣 然后
您好 很 高兴 为您服务 嗯   啊 您好
为您服务   刚才 你 每个 月 是 十八元 的 套餐 十八 每月 有 一 百兆 流量
您好 兴 服务   保号 停机 它 是 停满 一个整 的 自然 月 收取 您 五块 钱 功能 费
您好 很 高兴 服务   如果 您 开通 国际 长话 功能 之后 使用 幺 七 九五 幺 加 零零 国家 代码 对方 手机号码 打 过去 三毛 九 一分钟 但是 您 开 的 时候 必须 余额 大于 两百元 才能 开 现在 系统 提示 您 余额 不够 开 不了 的
您好 请 讲   月租 是 四十八 的
您好 很 高兴 为您服务   三千 分钟 对 吧 我 看 一下 啊 请稍等
您好 请 讲   嗯 你好
您好 很 高兴 为您服务   一毛 九 一分钟
为您服务   恩
您好 很 高兴 为您服务   你好
您好 很 高兴 为您服务   活动 吗 嗯 嗯
您好 很 高兴 为您服务   嗯 嗯
嗯 没有 的 现在 没有 这样 的 服务 的   其他人 是 上海 移动 号码 吗
高兴 为您服务   你 要 开通 话 可以 那么 就 需要 多方 通话 了
您好 很 高兴 服务   您 现在 打 本地 电话 一毛钱 一分钟 本地 接听 免费 出 上海 之后 打六毛接 四毛 一分钟
您好 很 高兴 为您服务 您好   唉 您好
高兴 服务 您好 请 讲   费用 对 吧 自动 这 详单 明细 我们 看不出来 的 先生 但是 您 的 固定 费是 一百五十 八 一个月 五百 分钟 通话 两个 g 的 流量
