请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗   您 不用 挂 电话 我 帮 您 转到 宽带 专家 这边 给 您 做 申请 一下 我们 专家 为您服务
你 你 那个 咪咕 阅读 定向 流量 多 开通 您 咪 咕 定向 那个 咪 咕咪咕 阅读 啊 对 啊 那个 定向 流量 怎么 开咪咕 阅读 定向 流量 那个 是 赠送 的 业务 没有 直接 开通 的 方法 但 怎么 或者 啊   就是 之前 有 参加 咪咕 阅读 活动 它会 自动 赠送 没有 办法 直接 现在 没有 啊   没 了 好 那 祝您 生活 愉快
接听 您好 请 讲   身份证 原件 还有 业务 密码 有 吗   这些 都 有 是 吗
对 您好 请 说   没有 赠送 的 以前 有 现在 已经 不能 赠送 了 对 只能 说 它 在 您 的 身边 您 开个 热点 然后 给 他 一起 用 噢 这 样子 噢 还有 其他 疑问 吗
您好   它 当月 的 话费 打 幺 零零 八六 幺 幺   它 这个 是 当 余额 比较 低 的 时候 会 给 您 提醒 就 您 余额 第一期 块钱 的 时候 会 提醒您
您好 很 高兴 为您服务 您好   你好   位 的 服务 密码 您 有 吗
您好 很 高兴 为您服务 您好   噢 如果 是 说 手机 没有 流量 了 您 看 用到 月底 五百多 兆 够不够 用   那 就 办理 二十六 块 三毛 一千零七 十七 兆 的 这个 够用 吗
下午 好 请 说   呃 请问 是 本 机要 开 吗   噢 好 的 您 稍 等 我 帮 您 开通 一下 嗯 嗯 好 的 国际漫游 已经 开 起来 了 请问 到 哪里 呢 我 帮 您 我 把 这个 资费 介绍 发给您
您好 很 高兴 为您服务   您好   改 套餐 您 这个 号码 现在 有 捆绑 的 宽带 的 如果 您 要 改 套餐 的话 呃 您 这边 现在 之前 参与 的 宽带 活动 没 到期 现在 改不了
嗯 你好   要 看 您 要 加多少 就 这个 月 用 是 吧   呃 加多少
您好 请 讲   呃 你 说 添加 亲情 号码 是 吧   好 的 我 帮 您 查 一下 您 稍 等 啊 是 您 的 家庭网 您 是 户主 那 我 帮 您 看 一下 您 添加 了 多少 个 您 稍 等 好 三个 现在 还 可以 再 添加 呀 您 要 添加 的 号码 多少 告诉 我
您好 很 高兴 为您服务   好 的 密码 会 知道 吗   噢 密码 不 知道 的话 那 另外 一个 号码 的 资料 状态 我们 这边 就 查看 不到 了
嗯 您好 请 讲   应该 共享 是 吧 你 流量 里面 有 一个 g 的 国内 可 共享 还有 本地 的 那个 三 g 其中 有 四个 g 可 共享 那 您 有 那个 我 看 一下 密码 有 吗 手机号码 密码 你 要 开 共享 功能 但是 开通 共享 功能 你加 一个 副 号 呢 要 收 您 五块 现在 活动 期间 但是 明年 开始 加 一个 就要 收 十块 了   呃 可以 到时候 你 不要 要 自己 去 取消 它 不会 自动 取消 噢
你好 什么 需要 帮助   就是 您 另外 再 买个 手机号 如果说   您 这个 本 机号码 您 只 办过 一张 学生 号码 卡 还是 说
您好 请 讲   哦 您 稍 等 我 查询 一下 嗯 嗯 呃 您好 先生 我们 有个 流量 的 加油 包要 不要 开 您 流量 加油 包 已经 有开 了 当 您 流量 用 完 了 会 自动 给 您 开通 十块 一 百兆 流量 不用 再开 了   对 已经 给 我 给 我 已经 给 我 开 了 是不是 对 但 您 流量 用 完 了 系统 会 自动 给 您 开通 十块 一 百兆 流量 您 不用 再开 了
你好 请 讲   要 流量 您 这个 月 就要 吗 还是 说 之后 把 流量 改 多一点   这个 月 您 本身 套餐 内 还 剩下 一百七十 六兆 啊
您好   不是 啊 您 如果 退 的话 要 到 营业厅 吧 营业厅 但是 有没有 那个 比如说 要 进行 收据 什么 的   他 应该 是 有 押金 收取 吧 然后 那个 到 营业厅 去 退
您好 请 讲   那 请问 您 是不是 您 本机 这 张卡 还是 另外 一张 卡   呃 另外 一张 号码 卡 诶 密码 不 记得
您好 请问 什么 可以 帮 您   啊 流量 限速 了 这个 可以 再 看 一下 我 把 那个 开通 方式 发给您 开 完 之后 手机 关机 重启 一下 哈 嗯   好 请问 还有 什么 可以 帮 您 的 嗯
你好 请 讲   那个 什么 手续 是 有 打算 办理 我们 宽带 的 业务 吗 对 对 对 那 我 可以 帮 您 转接 宽带 专席 那边 进一步 咨询 了解 好 吗 好 的 谢谢 嗯 不 客气 那 您 这边 不要 挂机 我 帮 您 转接 宽带 办理 转接 中 祝您 生活 愉快 再见
嗯 您好 高兴 您 服务   流量 限速 的 那个 安心 锁 是 吧   噢 那个 可以 发 一个 短信 过去 把 他 关掉 就 可以 了 我 把 短信 的 关闭 方式 发给您 了 稍后 您 这边 发短信 过去 关掉 那个 安心 锁 限速 服务 就 可以 了
你好 啊 您好 很 高兴 为您服务   呃 十块钱 一 百兆   没有 二十 的 它 就 十块钱 一 百兆
哎 你好   嗯   噢 您好 我们 这边 的话 就 说 只 保留 那个 金 呃 叫 包括 这个 月 的 近 五个 月 的 这个 通话记录 专线 我 给 您 说 过 了 吧 但 因为 我们 这边 查询 因为 我们 这些 那个 客服热线 对比 较大 储存 的 量 只有 这么 多 您 要查 一年 半 的 这个 我们 这 没有 办法
哎 您好 请 说 呃 您好 我 想 问 一下 国内 流量 怎么 申请 呃 国内 流量 的话 这边 可以 直接 帮 您 办理 的 国内 流量 有 一个 那个 活动 的   六十块 钱 六个 g 的   请问 不够 的话 您 开通 一个 那个 流量 包吧 流量 包 比较 优惠 我 给 您 看看 算 一下 多少 钱 嗯 比如 您 开通 一个 三十块 钱 一个 g 的 吗 那 今天 已经 是 二十 号 了 那 今天 折算 一下 只要 收 您 十多块 钱 十一块 八毛 四有 一个 四百 零三 兆 的 国内 流量
您好 请 说   呃 您 说 的 就是 这个 手机号 的 服务 密码 忘记 了 那 这边 的话 要用 您 登记 的 身份证 号码 进行 重置 了 您 登记 的 身份证号 现在 会 知道 吧   呃 对 这个 会 知道 吗 要 用 这个 身份证号 去 设置 一下 密码 的
您好 请 讲 喂 你好   没   啊 有 什么 问题 可以 帮 您 呢
您好 请 说 喂 你好 诶 你好   呃 直接 通过 我们 幺 零零 八六 ipp 就 可以 兑换 我 马上 把 这个 链接 发给您 一下 好 吧   嗯 对 或者 是 发送 短信 兑换 也 行 啊 您 看 一下 短信 也 不 知道 也 发给您 是 吗
您好 很 高兴 为您服务   请稍等 三十八 它 是 赠送 本地 打 国内 一百 分钟 五百 兆 流量 还有 来电显示 可以 吗   那 就 改成 三十八 是 赠送给 您 本地 打 国内 一百 分钟 五百 兆 流量 还 来电显示 啊 但是 改 的话 以后 就 不能 改为 您 这种 一 六版 的 飞享 新飞 享 八十八 了 好 吗
您好 请 讲   呃 流量 是 您 用 完 了 是 吧 先生 您好 您 可以 办 那个 我们 要求 是 六十块 钱 六个 g 的 流量 有效期 一百八十 天有 六个 g 的 流量 不过 我 看 了 一下 您 这 流量 不是 还有 很多 吗 流量 还有 一千 一千零七 十兆 诶 还有 一个 g 啊 先生   还有 一个 g 的 流量 吗 先生 您 这里 还 很多 不用 办
很 高兴 为您服务   您 是 说 宽带 续费 是不是 对 对 对 对 对 对 对 要 到 移动 营业厅 续费 我们 这边 是 不了   工作人员 手机 你 要是 你 要 接到 移动 营业厅 去 办理 续费 的 一些 活动 之类 的 您 不要 直接 充 进去 直接 充 进去 的话 它 没 办法 给 您 自己 宽带 的 要 去 移动 前台 办 如果说 您 没有 去 续费 它 就 会 按 包月 来 扣 下个月 开始 一个月 六十块 钱 那 是 提前 办 的 是 什么 下个月 十几分钟 的 它 这个 月 月底 之前 就要 去 办 续费 了 要 办 续费 了 噢 对 要 去 移动 前台 办
你好 您好 很 高兴 为您服务 您好   先生 您 到 月底 的话 我 给 您 加 一个 比较 实惠 一点 的 流量 啊 就是 我们 有个 三十块 钱 有 一个 g 的 那 今天 开通 的话 我们 不收 您 三十块 只收 您 十五块 七毛八 流量 有 五百三十 八兆 用到 月底 我 帮 您 取消 好 吗   对 十五块 多 然后 流量 有 五百多 兆 这 样子 啊
您好 请 说   本 机号码 的 吗   嗯 我发 一个 短信 给 您 您 要 严格 按照 发给您 的 短信 方式 它 里面 有 告诉您 的 格式 要 怎么 发报 到 按 了 一个 是 发短信 到 幺 零零 八六 可以 把 您 的 密码 重新 设置 一下
您好 有 什么 可以 帮助 您   先生 很 抱歉 您 那边 是 有用 免提 吗 我 这边 听 不 太 清楚 您 讲话 如果 有 的话 麻烦 您 免提 关掉 一下   那 您 要 两个 人 带上 各自 的 身份证 原件 然后 到 当地 移动 营业厅 去 办理 过户 啊
您好 很 高兴 为您服务   香港 接听 免费 套餐 没有 了   没有 了 没有 了 对 您 是 就 两块 九 一天 接听 免费 的 这个 是 吧
哎 您好 请 说   嗯 手机卡 的 服务 密码 就是 业务 密码 这个 您 如果说 密码 不 记得 的话 我 给 您 发 一个 设置 密码 的 方式 您 根据 短信 操作 就 可以 设置 一个 新 的 密码   呃 我 将 操作 方式 给 您 发 过去 了
你好 请 说   流量 不够 用 了 稍等一下 女士 我 给 您 看 一下   您 现在 是 不 您 现在 是 没有 在 那个 三明 是不是 在 在 在 厦门
您好 您 说   嗯 嗯   嗯 那 您 现在 您 是 您 这 部手机 的 密码 忘记 了 是 吗
泰国 漫游 先 把 那个 国际漫游 功能 先 打开 我 这边 帮 您 开通 一下   不用 的 就 您 这个 本机 是 吧   不用 啊
淘宝网 您好 请 讲 请问 那个 什么 业务 初始密码 那个 怎么弄 啊 您 说 什么 业务 初始密码   噢 初始密码 忘记 了 是 吗 我 给 您 看 一下   我 这个 月 到 这个 您 现在 人 在 福建省 内 吗 对 啊 打 那个 幺 二五 九零 幺 七 这个 电话 打 出去 然后 它会 自动 挂机 过 完 之后 就 会 把 密码 发到 您 手机 上 我 给 您 把 号码 发给您 您 去 拨打 一下
您好 请 说   好 的 请稍等 我 帮 您 看 一下 噢   呃 密码 如果 忘 了 您 本机 这边 是 可以 拿 身份证件 到 龙岩 营业厅 去 密码 重新 设置 一下
您好 很 高兴 为您服务 您好   彩铃 的 那个 电话 是 吗 啊 那个 幺 二五 三零   哎 幺 二五 三零对 彩铃 电话 嗯
嗯 您好 请 讲   呃 移机 稍等一下 我 帮 您 转 我们 宽带 客服 那边 登记 一下 噢
诶 好 的 请 稍等一下 先生 帮 您 查询 一下 噢 这 张卡 登记 过 身份证 嘛 噢 可以 通过 身份证 来 找回 密码 我 待会儿 把 怎么 找回 的 方式 发 过去 您 按照 短信 操作 一下 就 可以 转 回来 了   行 我发 过去 哈 还有 其他 需要 帮助 吗
您好 请 讲   缴费 发票 应该 是 您 是 要 改 比如说 呃 像 九月份 的 发票 这种 是 吗 要 报销 这种 是 吗   缴费 发票 那 我们 只有 是 说 电子 比如说 我们 是 只有 一种 比如说 我 十月份 了 我 可以 去 打 您 九月份 的 消费 发票 那 您 说 的 他 的 缴费 发票 是 指 什么 呀 只是 说 您 缴费 记录 还是 什么 您 是 在 什么 什么 网站 上面 可以 问 一下 那个 网站 客服 需要 的 是 什么 内容
您好 很 高兴 为您服务 请问 您 现在 本 机号码 新装 移动 宽带 吗   麻烦 您 提供 一下 手机号码 还有 密码 我们 这边 帮 您 做 登记 呃 幺 八二 幺 五九   幺 零 五九 幺 零零 八
嗯 嗯 呃 您好 请 讲   呃 您 要 升成 四 g 卡是 吗   呃 如果 要 升成 四 g 卡 的话 您 需要 去 营业厅 更换 卡 把 这 张卡 更换 成四 g 卡
你好 请 说   幺 零零 八六 幺 幺   就是 您 要 查话费 余额 是 吧
没 您好 请 说   干是 吗   他 是 这样 的 是 五十八 有 现在 有 一种 新飞 享 五八 套餐 有 四百 分钟 通话 然后 三个 g 流量 其中 一百 分钟 的话 可以 在 全国 打 全国 电话 三百 分钟 只能 在 本地 打 全国 然后 流量 有 三个 g 二点五 g 可以 在 福建省 内用 限 当月 用 另外 五百 兆 可以 全国 通用
您好   然后 那个 宽带 是 好像   里面 包含
您好 请 说   要 号码 销户 要 去 营业厅   但是 的
您好 请 讲   本 机号码 的 彩铃 功能 吗   助 稍 等 我 帮 您 看 一下
对 您好 高兴 为您服务   噢 我 这边 也 帮 您 直接 转接 宽带 这边 问 一下 您 不要 挂机 哈 啊 嗯 正在 为 您 转接
您好 请 说 嗯   电子 发票 是 吗 可以 了 电子 发票 这个 号码 的 服务 密码 的 吗 它 有 个 那个 短信 随机码 我们 有 获取 的 网站 我 把 这个 电子 发票 或者 网站 发给您   我 把 这个 电话 过去 电子 发票 的 网站 网 网址 发给您
您好 很 高兴 为您服务   诶 您好   资费 怎么 交
您好 请 说   由 他们 代付 发票 是 体现 在 付费 的 那个 号码 上   您 在 打印发票 的 时候 它 上面 就 会 有 显示 显示 了 就是 主号 去 打印发票
你好 你好 您 说   您 是 说 哪里 的 号码 厦门 的 号码   块钱 然后 呃 就是 国内 的 省外 的 一个 号码 然后 要 在 这个 福建省 不是 是 哪里 去 厦门 咱们 有 然后 想 补卡 然后 您 是 呃 都 有 身份证 然后 密码 都 知道 是 吧
您好 很 高兴 为您服务   号码 多少 我 帮 您 报 你 报 给 我 一下   嗯 嗯
你好   你好   我 帮 您 转接 宽带 客服 他会 跟 您 介绍 然后 再 帮 您 登记 您 不要 挂机 好 吗
您好 请 说   你好 喂 您 说 先生   一百块 钱 五个 g 流量 昂
嗯 哦 中午 好 您 说   这个 是 集团 的 那个 显示 如果 是 这种 的话 通过 营业网点 取消 我们 电话 上 也 没 办法 做 这个   您 身份证 原件 您 到 营业厅 把 这个 情况 跟 工作人员 说 一下 他会 帮 您 直接 取消 这个 是 集团 方面 的 一个 显示 问题
您好 您 请 说   您好 什么 可以 帮 您 的 吗   噢 就是 那种 异地 业务 的 没有 密码 是 吗
您好 请 讲   我 给 您 看 稍等一下 呃 漫游 功能 已经 开 了 先生   呃 国际漫游 功能 开通 就 能 在 国际漫游 使用 的 号码 卡 啊 号码 卡 漫游 功能 开 了 就 可以 使用 了
你好   四主卡 吗   噢 一天 五百 兆 一块钱 的 是 吗
您好 很 高兴 为您服务   呃 对 你 要 到 台湾 去 漫游 对 吗 先生   国漫 功能 的 这个 基础 功能 可以 帮 您 免费 开 这个 是 不 需要 钱 的 要 开 吗
您好 请 讲   电话 转接 呃 是 您 这边 手机 要 呼叫转移 到 别的 号码 上 是 吗   呃 这个 直接 在 手机 上 设置 就行了 我 把 设置 方式 发给您 所有 电话 都 转接 是 吧
您好 请 说   您 是 要 新装 移动 宽带 吗   对要 捆绑 在 本地 的 移动 号码 上 请问 是 要 用本 机办 吗
您好 很 高兴 为您服务   取消 宽带 的话 需要 到 营业厅 进行 取消 的   到 当地 的 营业厅 我 看 一下 您 是 在 厦门 的 岛内 还是 岛外
您好 很 高兴 为您服务   您 是 说 发票 开错 了   嗯 那 您 说 的 这个 情况 我们 这边 前台 没 办法 直接 操作 我 把 您 的 这个 问题 反映 到 上级部门 去 让 我们 后台 工作人员 看能 不能 给 您 进行 处理 到时候 会 有 专人 跟 您 联系 好 吗
您好 请 说   您 稍 等 跟 您 现在 人 是 在 福建省 内 吗   您 这 密码 还 没 获取 过 呀 我家 那个 获取 初始密码 的 方式 发给您 您 去 获取 一下 您 的 初始密码 去
您好 请 讲   兆 了 电话 呃 一样 的 我们 全 全省 电话 的 先生 您 是 要 咨询 号码 在 厦门 号码 的 这个 问题 是 吗   呃 那 是 呃 什么 问题 呢
解绑 这个 宽带 请稍等 我 看 一下 您 的 宽带 是 两年 时间 现在 一年 都还没 到   嗯   那 我 这边 要 不要 噢 马上 帮 您 转到 这个 宽带 部门 去 处理 一下 您 的 宽带 问题
您好 请 讲   好 的 没 问题 给 您 发送 了 稍后 留意 产生 恩 那 还有 什么 可以 帮 您 的 没有 了 诶 好 的 感谢 来电 再见
您好 请 讲   您 要 办理 我们 移动 宽带 是 吗
您好 请 说   好 的 那 我 这边 直接 给 您 取消 取消 完 之后 这个 月 剩余 的 流量 月底 之前 就要 用 完 噢   好 的 那 这边 已经 取消 好 了 下个月 没有
您好 请 说   噢 我 帮 您 办 我 先 帮 您 查 一下 您 稍 等   我查 一下 您 是不是 就 这个 手机号 转到 幺 八 零 电信 号码 上 把 这个 取消 掉 是 吗
那 这种 要 那 这种 要 机主 带 身份证 到 营业厅 那边 恢复 了   现   是 很 抱歉 给 您 添麻烦 了 那 要 带 身份证 到 营业厅 那边 处理 一下
您好 高兴 为您服务   呃 是 您 本 机号码 申请 的 宽带 密码 吗   噢 那 我 把 那个 密码 设置 方式 发给你 你 看 一下
您好 请 讲   如果 密码 您 本机 的 手机 服务 密码 是 吧 嗯   如果 不 记得 可以 通过 身份证 重置 一个 新 的 我 把 重置 密码 方式 发给您 您 可以 发短信 重新 设置 一个 吧 哈
嗯 好 请 讲   您好 请 说   您好 请 讲
你好 您好 跟 您 讲 诶 你好   就是 所有人 打 您 电话 都 转 短信 提醒 是 吧   我 把 设置 方式 发短信 给 您 吗
您好 请 讲   噢 好 的 如果 您 不 记得 的话 我 这边 呃 就是 需要 这个 女士 您 呀 但是 您 自己 的 身份证 原件 然后 找 一个 漳州 移动 呃 去 处理 一下 银行 就 移动 为准   我 这边 直接 查是 查不到 的 女士 如果 能够 查 得到 的话 我 给 您 解决 就 告诉您 了
您好 请 讲   呃 国际 电话 是 吗 好 那 我 现在 帮 您 开通 一下 国际 长途 的 可是 不是 不是 我 的 号码 我 就是 想 问 一下 吧   先生 您 要 叫 他 自己 本 机号码 打 幺 零零 八六 开通 下 就 可以 打电话 了 你 这边 开通 就行 不用 营业厅 嗯 对 是 的 那 要 不 自己 的 吗 没有 它 是 按照 每分钟 多少 钱 那 是 要 打 哪个 国家 电话 吗
您好 请 讲   服务 密码 被 那个 是 查不到 的 那个 身份证 号码 记得 吗   那 现在 只 需要 听到 语音 提示 后 输入 一下 身份证 号码 然后 进行 重置 您 的 服务 密码 您 现在 的话 不要 挂机 好 吗
您好 请 说   嗯 嗯   这个 注销 的话 只能 您 在 重新 只能 叫 家里人 帮 您 代办 了 代办 它 要 有 您 的 身份证 原件 还有 他 自己 的 身份证 原件 跟 服务 密码 到 泉州 本地 的 营业厅 帮 您 代 注销 噢 现是
您好 很 高兴 为您服务   是 本机 转 他机 还是 他机 转本机   无条件 转接 是 吗
您好 请 讲   你好   七 幺 八七 一六 幺 八七 零五 零六 是 吗
您好 请 讲   您 卡 是 哪里 的 呀   那 您 现在 在 南平 是 吗
您好 很 高兴 为您服务   你 说 宽带 密码 忘记 了 我 这边 可以 帮 您 去 重新 设置 一个 新 的   稍后 给 您 重置 吗 先生
您好 请 讲   那 就 补卡   我们 暂时 停掉 停机 保号 停完 之后 一天 扣一毛 六 那 张卡 密码 知道 吗
嗯 嗯 您好 请 讲   你好   呃 想
谢谢   就是   呃 您 说 一下 宽带 移机 那 您 可以 提供 一下 新 的 移到 的 地址 我们 给 您 登记 上去 先 安排 工作人员 帮 您 确认 这个 地址 能 不能 进行 这个 申请 操作 是 新 地址 吗 还是 对 对 对 新 地址
您好 请 讲   每张 卡 其实 都 有 业务 密码 只是 说 您 可能 之前 自己 没有 获取 过 或者说 没有 找过 密码   呃 那 您 这 样子 的话 要 带 身份证 原件 到 营业厅 现场 进行 重新 设置 密码
您好 很 高兴 为您服务   您 可以 提供 身份证 还有 五个 拨打 过 电话 进行 办理 停机 保号 那要 提醒您 一下 这种 停机 保号 如果 通过 这种 方式 办理 的话 呃 以后 如果 要 复机 一定 要 到 营业厅 去 重置 密码 以后 才 能够 复机 而且 这种 一般 手机卡 丢失 了 才 会 这样 办 的   您 这边 的话 只 需要 提供 身份证 号码 就 可以 了 您 这边 声 您 是 哪个 号码 要 办
您好 请 讲   您 要查 流量 剩下 多少 是 吗   我 给 您 直接 查询 不好意思 稍等一下 您 的 流量 现在 是 还有 剩下 二十八 兆 给 您 充值 的 这个 流量 剩下 二十八 兆
你好 请 讲   唉 你 说 呀 这里 是 幺 零零 八六 客服热线   按错 了
哎 您好 请 说   啊 本 机要 开是 吗   呃 我 这边 可以 帮 您 开 只要 您 符合条件 的话 我们 这边 系统 可以 直接 开 那 漫游 到 每个 国家 价格 可能 内容 不同 您 是 在 哪里 漫游 呢
您好 请 讲   噢 宽带 的 密码 忘记 了 是 吧 我 这边 直接 重置 一个 密码发送 到 您 手机 上 稍后 您 看 一下 好 吗 噢 好 谢谢 啊 我 直接 发 过去 给 您 通知 您 说 我们 的 这个 客户 有 参加 我们 这个 有 呃 活动 优惠 原价 是 五十元 两 g 的 现在 只要 进行 相应 的 是 二十块 钱 就 有 两 g 流量 我 就 开打 六个月 下个月 生效 我 这边 帮 您 登记 吗   再见 一个月 等于 自己 只要 出 二十块 钱 就 有 两 g 的 流量 哎 活动 开展 六个月 它 原价 要 五十块 钱 我们 每个 月 给 您 返还 三十块 钱 的 话费 您 看 一下 有没有 帮 您 登记 办理 呢
您好 很 高兴 您 服务   呃 这个 要 去 营业厅 换卡 这个 没 办法 寄送 非常 抱歉   选择 是 吧 泉州 地区 营业厅 都 可以 呀
你好 很 高兴 服务   稍等一下 你 先 稍等一下 哈   但是 这样 先生 那 比如说 他 那个 宽带 本身 号码 如果 是 没有 活动 现在 确实 可以 办公 那个 销户 为 您 修复 了 那 您 宽带 它 也 没用 不了 啊
愉快 再见   您好 很 高兴 为您服务   申请 宽带 噢 我 这里 可以 帮 您 转接 我们 那个 宽带 客服 这里 您 可以 申请 办理 一下
您好 什么 可以 帮助 您   您 输入 密码   呃 密码 我们 这边 没 办法 发送 因为 我们 也 看不到 您 的 密码 只能 重新 设置 您 可以 用 您 呃 等 那个 身份证 去 营业厅 设置
为您服务   换卡 就 带 身份证 原件 吗 到 营业厅 换卡 就 可以 了   好 的 要 带 身份证 对 对 换卡 都 要 身份证 原件 才能 办
您好 请 讲   宽带 的 密码 是 吗 请稍等 我 看 一下 本 机 办理 的 移动 宽带 密码 忘记 我 帮 您 重新 设置 一个 新 的 账号 就 您 本 机号码 好 吗 家里 有 路由器 的话 也 需要 设置 一下 我 这边 帮 您 进行 下 发给您 了 请问 还有 什么 可以 帮助 您
您好 有 什么 可以 帮 您   您好   流量 包 现在 我们 是 有 一个 按天 折算 的 今天 是 十八号 如果 现在 开通 的话 是 十三块 八毛 一 流量 四百 七十 兆 的 您 看 这个 够不够 四百 七十八
您好 请问 什么 可以 帮 您   什么 意思   呃
您好 请 说   您 现在 是 八八 的 您 是 觉得 太多 了 还是 太少 了 呢   你好 您 一个月 大概 流量 我 这边 帮 您 查询 要 不要 直接 帮 您 办 一个 三十八 套餐 您 现在 人 都 是 在 宁德 是 吧
嗯 嗯 您好 很 高兴 为您服务   那 师傅 还 没 上门 啊   但是 女士 您 现在 主要 说 要 找 这个 师傅 电话 是 吧
早上好   呃 呃   啊 国际 您 去 哪里 呢 要 把 国际 长途 功能 跟 漫游 功能 先给 您 打开 您 去 哪个 国家 漫游 使用 到 流量 吗
您好 您 请 讲   嗯 您好   我 这边 给 您 查询 您 本机 的话 我 看 一下 我 这边 显示 您 下个月 是 有 升级成 一个 新版 的 套餐
您好 您 说 喂 你好 我 想 问 一下 我 那个 您 说   如果说 您 用 身份证 买 的 号码 吗 现在 没有 用 是 吧 咱 这 张卡 是 现在 已经 是 空号 还是 说 欠费 了 现在   欠费 了 是 吧 那 您 就是 带上 您 本人 身份证 原件 那 当然 是 泉州 的 吧 是不是 泉州 地区 的
您好 高兴 您 服务   噢 我 现在   嗯 是 去 那个 外省 是 吧
你好 请 讲   您 这个 短信 功能 是 吗   密码 知道 吗
很 高兴 为您服务   那 您 去 几天 嘛 号码   一天 的话 那 就 按照 每三兆 三块 钱 一天 三十块 流量 不 限量 使用 在 澳门
哦   请 说   密码 忘记 了 是 幺 三九 邮箱 那个 是 忘记 了 密码 对 吗
您好 请 说 您好 您好 请问 听 得到 吗   十块钱 二十四个 小时 十个 g 对 啊   对
您好 请 说 哎 你好 我 想 请问 一下 那个   送 流量 现在 移动 没 办法 直接 转赠 流量 啊 先生   现在 以前 是 有 的 您 这 您 如果 去 签一 六年 的 时候 一个 活动 现在 没 办法
您好 高兴 为您服务   今天 想 多少 的 三十八 吗   十八 的 那个 暂时 没有 的 办 它 是 新卡 才 有 的
您好 高兴 为您服务   呃 对 对 对 要 设备 要 拿到 营业厅 给 退掉   呃 对 要 到 营业厅 才能 取消 我们 人工 台 是 取消 不了 宽带 的 噢 行好 谢谢 啊 嗯 嗯 好 那 祝您 万事如意 再
你好 请 说   恩 我 这边 可以 帮 您 开 您 请稍等 我 一下   恩 您 说
您好 兴 您 服务   本人 带上 本人 身份证 本人 到 上海 移动 营业厅 就 可以   这种 是 老 的 二三 g 卡 换成 那个 四 g 反正
您好 高兴 为您服务 您好   手机 密码 知道 吗   是 的
您好 很 高兴 为您服务   呃 可以 去 重置 一下 发送 密码 两个 字 到 幺 零零 八六 根据 短信 提示 就 可以 重置 密码 的   擅自 就是 中 文字 密码 这 两个 字 发到 幺 零零 八六
您好 很 高兴 为您服务   呃 就是说 我 知道 就 比如说 您 在 跟 我 通话 是 另 一个 电话 能 打 进来 您 可以 选择 接听 不 接听 这个 功能 对 吧 那 您 已经 开通 了 但是 您 要 激活 一下 拨打 激活 的 方式 呢 下 发给您 了 您 可以 看 一下   还有 什么 可以 帮 您
高兴 为您服务   是   没 密码 查不到 只能 设置 一个 新密码 的 您 要 剩 的话 通过 公司 的 一个 信号 来 设置 他 他 他 到时候 让 您 说 公司 的 一个 证件号码 说 这个 十号 就行了 然后 发送 短信 设置 代码 是 幺 零六 三 发给 幺 零零 八六
您好 很 高兴 为您服务   您好   本来 是 十八块 钱 套餐 是 吧
恩   那 我 帮 您 把 这个 业务 取消 掉 您 的 密码 知道 吗 不 客气   请 根据 语音 提示 输下 服务 密码
您好 很 高兴 服务 您好 很 高兴 服务   你好   加 流量 您 是 这个 月加 是 吗
很 高兴 为您服务   电子 发票 就是 我们 这边 帮 您 开通 的 每个 月 电子 发票 自动 发给您 那个 幺 三九 邮箱 里面 的 问 一下   好 的 那 先生 那 那
您好 很 高兴 服务   对   七月份 发票 女士
为您服务   呃 这个 就 是不是 一定 要 去 营业厅 办 就是说 您 要 办 一个 新 的 号码 这 意思   还是 一般 的 时候 手机卡 吗 还是 有 什么 特别 的 作用 的 就是 还是 怎么样 因为 手机卡 的话 就 这 两个 这些 要么 就 大小 问题 那 我 就 类型 问题 他 说 他 如果 是 一般 手机卡 要 办新 号码 的话 嗯 嗯 营业厅 办 就 带 身份证 办 因为 它 说 是 名字 或者 也 是 代理点 也 可以 办卡 的 谢谢
不 客气   唉 您好 您 说   嗯 您 是 要 家庭 流量
您好 高兴 为您服务 您好   有 的 条件 是 有 的 首先 您 这个 套餐 是 不 符合要求 的 你 肯定 要 改 套餐 就 第一个 第二个 的话 您 是 您 这边 的话 是 公司总部 的 吗   那 这边 的话 就是说 您 需要 一定 要 这个 号码 申请 的话 您 还要 咨询 一下 公司 你 要 问 一下 因为 您 公司 都 不能 改能 能 不能 改 公司 套餐 我们 这边 没有 办法 确定
您好 高兴 为您服务   嗯 对 到 月底 是 的   您 是 要 续约 还是 我 看 他 现在 已经 续 了 如果 您 不 需要 续约 的话 月底 前 拿到 合资 还有 您 的 身份证 到 上海 移动 营业厅 注销
您好 很 高兴 服务   好 发票 你 要 开 几月份 的 发票 五月份 的 吗   好 那 这边 可以 帮 您 办理 一下 服务 密码 知道 吗
不是 的 女士 任 我 翻 的 流量 优惠 包 您 加 不了   我们 这边 的话 人工 也 可以 加 呀 你 用 那个 副 号码 打 人工 也 可以 呀   app 里面 行 没 看到 哪 了 你 自己 搜 一个 任 我 翻 我 不 知道 在 哪里 因为 我 上班 不能 用 手机
您好 很 高兴 为您服务   呃 您 现在 到 月底 要 多少 兆 流量 呢 大概 的 需求   那 目前 的话 有个 二十三 块 啊 二十五块 三毛 七百 四十 兆 扣 吗
为您服务 喂 你好   您好 您 说   您 说 办 什么 副 号码
您好 很 高兴 为您服务   宽带 的话 您 什么 地址 呢   星 红红 米 那个 新
