请 您好 请 说   本 机要 申请 宽带 呃 先 新装 的 吗 是 吗
您好 很 高兴 为您服务   您好
恩   那 我 帮 您 把 这个 业务 取消 掉 您 的 密码 知道 吗 不 客气
您好 很 高兴 服务 您好 很 高兴 服务   你好
很 高兴 为您服务   电子 发票 就是 我们 这边 帮 您 开通 的 每个 月 电子 发票 自动 发给您 那个 幺 三九 邮箱 里面 的 问 一下
您好 很 高兴 服务   对
为您服务   呃 这个 就 是不是 一定 要 去 营业厅 办 就是说 您 要 办 一个 新 的 号码 这 意思
不 客气   唉 您好 您 说
您好 高兴 为您服务 您好   有 的 条件 是 有 的 首先 您 这个 套餐 是 不 符合要求 的 你 肯定 要 改 套餐 就 第一个 第二个 的话 您 是 您 这边 的话 是 公司总部 的 吗
您好 高兴 为您服务   嗯 对 到 月底 是 的
您好 很 高兴 服务   好 发票 你 要 开 几月份 的 发票 五月份 的 吗
不是 的 女士 任 我 翻 的 流量 优惠 包 您 加 不了   我们 这边 的话 人工 也 可以 加 呀 你 用 那个 副 号码 打 人工 也 可以 呀
您好 很 高兴 为您服务   呃 您 现在 到 月底 要 多少 兆 流量 呢 大概 的 需求
为您服务 喂 你好   您好 您 说
您好 很 高兴 为您服务   宽带 的话 您 什么 地址 呢
您好 兴 为您服务 您好   噢 您 现在 几月份 的
您好 很 高兴 为您服务   呃 不好意思 没 听 明白 你 说 移动 的 什么 问题
为您服务   呃 赠送给 您 的 是 两 g 算 上海 本地 用 的 一个 本地 流量 在 上海 本地 就 可以 继续 使用 的
您好 很 高兴 为您服务   这 呃 你 说 的 是 增值税 专用发票 吗 小姐
您好 很 高兴 为您服务   噢 有些 活动 是 另外 送 流量 的 活动 有 的 就是 您 这 套餐 可以 保持 不变 申请 一个 活动 每个 月 免费送 一 g 的 上海 本地 流量 还 送 一个 g 的 国内 夜间 流量 还有 三个 g 的 咪 咕 视频 流量 送到 一 八年 六月份
你 需要 办理 款 机器 的 发票   您 是 要 存过 一个 是 幺 四 g 两毛 吗 对 您 是 要 那个 报销 对 吧 啦
您好 很 高兴 为您服务   请 说
您好 请 讲   是 手机号码 要 办理 过户 对 吗 小姐
您好 请 讲   嗯 嗯 套餐 的话 也就是说 它 的 密码 您 知道 吗 先生
您好 很 高兴 为您服务 您好   发票 什么 刚才 我 可以 给 您 发 电子版 的 发票 邮箱
服务   你好
您好 请 讲   办理 流量 的话 您 还 需要 用 多少
您好 很 高兴 服务   好加 流量 对 吧
很 高兴 服务   来电 开通 一下 就行了
您好 很 高兴 为您服务   唉 你好
很 高兴 为您服务   呃 你 说 别的 地方 要装 吗 因为 我 看 您 已经 办理 移动 宽带 您 是 其他 的 地方 其他 的 手机号码 要 办 吗
您好 兴 您 服务   是 哪个 手机号码
您好 很 高兴 为您服务   嗯 要 去 那个 安装 的 也 就是 浦东新区 的 随便 哪家 营业厅 都 可以 办 的 您 把 设备 身份证 还有 公司 这边 相关 证件 营业执照 副本 原件 带 好 然后 单位 介绍信 加盖 公章 嗯
高兴 您 服务   套餐 流量 您 现在 订 的 是 一个 二十块 钱 三百 兆 流量 包 您 在 网上 去 吗
您好 兴 为您服务 您好   嗯 那 您 手机 的 一个 服务 密码 你 有 吗
您好 很 高兴 为您服务   怎么 开 这个 您 这个 手机号码 要 开通 流量 是 吗 如果 您 要 开通 流量 的话 我们 有 十块钱 一 百兆 二十块 钱 三百 兆 三十块 钱 五百 兆 这样 的 流量 包 可以 让 您 选择
您好 很 高兴 为您服务 您好   交 话费 话费 的话 是 通过 短信 兑换 的 一个月 兑换 一次 月末 最后 一天 不能 兑换 我 把 那个 操作 的 步骤 发给您 这样 您 自己 通过 短信 兑换 的
您好 很 高兴 为您服务   那么 您 买 的 手机 上 您 整个 过程 有没有 付过 钱 谢谢
您好 兴 为您服务 您好   噢 那 我 这边 可以 帮 您 看 一下 您 手机 的 服务 密码 您 有 吗 服务 密码 现在 我 啥 来 着 的 呀 姓名 和 身份证 号码 知道 吗 您 报 一下
您好 很 高兴 为您服务   您好
您好 很 高兴 为您服务   的 是 视频 的 流量 不能 操作 正常 的 流量 用 的 看 视频 用 的
您好 很 高兴 为您服务   那么 这个 加油 包 办理 要 通过 短信 操作 我 把 指令 发给您 你 通过 短信 直接 回复 一下
高兴 为您服务   这个 要 看 地址 有没有 光纤 资源 的 您 什么 地方 了
您好 很 高兴 为您服务   就是 越南 的 吗 对 的 好 的 您 稍 等 噢 好 的 好 这边 已经 下 发给您 了 还有 什么 可以 帮 您
您好 我 是 预处理 专席 代表 很 高兴 为您服务   是 我 儿子 再用 以前 小学 的 时候 他 没有
您好 很 高兴 为您服务   噢 这 很 简单 的 我 帮 您 再 就 可能 十块 一 百兆 那 名字 报 一下 就 可以
您好 很 高兴 为您服务   嗯 嗯   为您服务   您 的 意思 说 您 公司 有 很多 移动 手机号
您好 很 高兴 为您服务   嗯 您好
您好 很 高兴 为您服务   密码
开通 吗 您好 兴 您 服务   补卡 对 吧 首先 的话 补卡 的话 是 今天 刚 推出 的 所以 会 出现 就是 补卡 不 成功 或者 是 您 拨卡 没有 办法 使用 的 情况 而且 我们 这边 是 您 要是 个人 实名制 登记 的 个人 客户 然后 才能 补卡 您 要 需要 带好 啊 认 一下 身份证 随便 呃 按照 一下 身份证 本人 还要 给 到 您 手机 的 服务 密码 去 我们 指定 的 移动 营业厅 才能 办 手机 服务 密码 首先 您 知道 吗
您好 很 高兴 为您服务   包年 宽带 最低 二十 兆 一年 七百 六是 家里 的 宽带 对 吧
您好 我 是 预处理 专席 代表 很 高兴 为您服务   我
您好 兴 您 服务   您 是 帮 您 刷新 的 手机卡 是 什么 样子
七号 很 高兴 为您服务   银行卡 为 手机 充值 那 您 可以 通过 第三方 平台 他们 支付宝
您好 很 高兴 为您服务   您好 请 说
您好 很 高兴 为您服务   就是说 他 是 上海 的话 在 外地 补卡 然后
为您服务   开 流量 就是 当月 加个 流量 包对 吧
您好 很 高兴 服务   发票 您 要 电子 发票 对 吧 是 您 本 机号码 吗
您好 很 高兴 为您服务   嗯 可以 多加 二十块 钱包 一点 五个 g
您好 很 高兴 您 服务   我 帮 您 办理 一下 就 套餐 流量 用 原来 的 两个 g 免费 升级 至 三个 g 而且 现在 是 有 优惠 每个 月 再 送 您 三个 g 的 国内 流量 送到 明年 的 六月 底
您好 很 高兴 为您服务   恩 您好 请 说
之前 停掉 啊   那 您 就 带 好 身份证 设备 去 安装 地 移动 营业厅 退订 但 这个 剩余时间 的 费用 就 不能 退还 了
高兴 您 服务   我 先 帮 您 查 一下 吧
您好 兴 您 服务 您好   那 这个 要 打 回 四川 当地 移动 让 他们 这边 帮 您 办理 一下
为您服务   公司 短号 已经 回复 的 国外 已经 生效 了
为您服务   呃 就是 当月 要 使用 流量 吗 先生
好 很 高兴 为您服务   呃 三 g 的 呃 就是 要 变更 一下 套餐 啊 就是说 您 现在 是 非常 办 的 二百三十 就 需要 变更 成 那个 自选 版 的 二百三十八 就是 套餐 资费 不变 然后 流量 的话 就是 有 六个 g 呃 是 用 流量 是 赠送 到 明年 六月 底到 明年 七月份 开始 流量 的话 就 恢复 这个 三个 g
您好 很 高兴 为您服务   上海 移动 的 卡 吗
您好 很 高兴 为您服务   您 要 办 家庭 承诺 消费 幺 零八是 吗 您 主号 我 说 您 是 要 办 家庭 承诺 消费 送 宽带 对 吧 对 对 对 对 这个 要 您 是 上海 户籍 可以 直接 带 好 身份证 去 那个 营业厅 里面 办理 的
您好 很 高兴 为您服务   你好 您好 电话 已 接通 请 讲话
您好 很 高兴 为您服务   呃 充值 对 吧 您 把 那个 手机号码 先 报 一下
您好 很 高兴 服务   另外 流量 您 要 首先 开 国际漫游 开 好 之后 再办 流量 包 按 流量 包 您 要 看 去 的 是 哪个 国家
您好 很 高兴 为您服务   噢 这个 一直 有 的 只要 您 算够 就 可以 换
呃 您好 很 高兴 为您服务   需要 办 这边 移动 就是 移动 的 四 零零 电话 服务
您好 兴 您 服务 您好   可以
您好 高兴 为您服务   额 积分 这里 不能 直接 办 但 说 那个 可以 把 那个 兑换 的 方式 可以 发给您 您 要 兑换 话费 还是 要 兑换 什么
您好 很 高兴 为您服务   呃 我 听 不到 您 说话 麻烦 您 调整 一下 您好 您 要 七千 多 的 积分 怎么 了
您好 兴 为您服务   我 是 泰国 对 吧 可以 开 国际漫游 的 然后 那个 流量 的话 是 按照 三块 钱三兆算 的 三十块 钱 一天 不 封顶 另外 的话 有 一些 套餐 带有 三天 包是 七十八 的 五天 一百一十 八七 天 一百五十 八
您好 很 高兴 为您服务   宽带 是 吗 我 这边 为 您 转接 宽带 专席 由 专席 为 您 办理 请稍等 吧
您好 很 高兴 为您服务   刚才 充 流量 这里 办理 业务 需要 密码 的 他 的 密码 有 吗
您好 很 高兴 为您服务   要 买 多少 流量
您好 兴 您 服务   噢 要查 才 知道 手机 密码 知道 吗
您好 很 高兴 为您服务   积分换 话费 是 吧 两千五百 分 兑换 三十元 话费 我 怎么 可能 用 了 短信 指令 您 需要的话 稍后 发短信 兑换
唉 你好   噢 我 刚才 直接 转 到 那个 宽带 那边 去 了 不好意思
您好 高兴 为您服务   就 现在 是 有 一个 双十 一 活动 十一月 十号 到 十二号 申请 办理 可以 享受 这个 优惠
您好 很 高兴 为您服务   就是 这个 月 临时 加点 流量 的 意思 吗 哦 那 选择 也 挺 多 的 那 您 看 您 根据 需要 来 的 您 看 这个 月 到 月底 大概 需要 多少 兆 我 帮 您 找 一个
高兴 为您服务   彩铃 歌曲 的话 您 打 幺 二五 三零 这边 查询 一下
套餐 营业厅 要求 有关
您好 很 高兴 为您服务   那 你 要 多少 通话 多少 流量 您 告诉 我
您好 很 高兴 为您服务   是 哪个 号码 试过 您 的 手机号 还 有限公司
村   去 了 一 呃 那 这 应该 是 三 六零 的 什么 软件 什么 上面 标记 的 那 您 要 联系 他们 那边 直接 删除
好 很 高兴 为您服务   密码 就是 六位数 的 一个 服务 密码 如果 您 不 知道 的话 您 可以 发送 短信 幺 零六 三到 幺 零零 八六 可以 进行 密码 重置
您好 很 高兴 为您服务   稍 等 我查 一下 啊
您好 很 高兴 为您服务   那 免费 充值
您好 很 高兴 为您服务   这个 发票 的话 在 邮箱 里 然后 每个 月 它 有 一个 移动 默认 邮箱 呢 呃 在 幺 三九 邮箱 里面 就是 手机号 艾特 幺 三 九点 com 然后 那个 登录 方法 我 可以 发给您 用户名 是 手机号 密码 的话 可以 用 短信 验证码 来 登录 发 那个 网址 给 您 了
您好 兴 您 服务 您好   呃 更改 的话 您 拨打 幺 零零 八六 按 四号 键 根据 语音 提示 合同 重新 设置 一下 好 嗯 嗯 帮 您 转到 语音 首层 您 按 一下 四号 键 可以 直接 设置 一下 好 吧 噢 好好 那 这边 请稍等 其他 开户 的 详细 介绍
您好 很 高兴 为您服务   嗯 号码 办 宽带 手机号码 是 上海 移动 的 手机号码
哦   您好 请 说
您好 很 高兴 为您服务   营业厅 的话 是 要 带 好 身份证 原件 去 营业厅 办 的
您好 很 高兴 为您服务   网线 您 说 的 是 个人 办 无线网络
您好 很 高兴 为您服务   对
您好 很 高兴 为您服务   公司 就是 申请 一个 新 的 上海 移动 号码 一共 是 没有 登记
恩   嗯 嗯 具体 细则 不太 了解 这 集团 业务 啊
您好 很 高兴 为您服务   唉 你好
您好 很 高兴 为您服务   企业 彩铃 如果 办 的话 它 是 必须 公司 名义 办理 然后 要 十个 上海 移动 手机号码 才 可以 办 其他 彩铃
姓周 流量 您好 兴 您 服务   七 呃 首先 下 地址 的 资源 地址 报 一下 吧
您好 兴 您 服务   喂 您好 请 讲
您好 很 高兴 为您服务 您好   你好 就是
为您服务   嗯 这个 要 以 当地 的 那个 移动 规则 为准 但是 上海 移动 这边 的话 在 电话 里 是 销户 不了 所以 外地 应该 建议您 稍后 打人 在 外地 移动 幺 零零 八六去 咨询 一下 噢 那个 是 销户 不了 的
很 高兴 为您服务   移动 宽带 您 是 通过 什么 渠道 办理 了
您好 很 高兴 为您服务   请 您好 请 讲
您好 很 高兴 为您服务   公司 宽带 是 吧
高兴 为您服务   把 这边 的 地址 报 一下 我查 一下 有没有 宽带 线路
您好 很 高兴 为您服务   就是
您好 很 高兴 为您服务   服务 银行卡 就是 唉 我们 公司 想办 一个 那个
您好 很 高兴 为您服务   变更 说 号码 先生 手机号码 是 多少
您好 很 高兴 为您服务   就 您 现在 是 个人 登记 的 手机号码 开 出来 的 发票 是 要 以 公司 名义 登记
您好 很 高兴 为您服务   在 日本 上网 就是 按照 三块 钱包 三兆 一天 的 流量 费 最多收 三十 说满 三十块 当天 流量 可以 无限 畅用 这样 开通 国际漫游
很 高兴 为您服务 您好   宽带 怎么 装 的 是 吧
您好 很 高兴 为您服务   呃 四 g 送 流量 是 吗 您 这 是 咱们 一个 流量 超过 欢 的 活动 什么 女士
您好 高兴 为您服务 您好   什么 区 的
您好 很 高兴 为您服务   啊 积分 兑换 话费 要 自己 通过 短信 兑换 不过 您 停机 状态 也 没 办法 电话 呢 要 先 复机 然后 才能 兑换 停机 不能 兑换 积分 对
您好 很 高兴 为您服务   小米 说 的 是 这个 手机号码 你 自己 订 的 公司 小号 吗 先生 对 对 对 公司 时候 我 这个 号码 我 看 一下 你 前面 是 来电 的 工作 已经 帮 您 取消 了
您好 很 高兴 为您服务   套餐 修改 一万 的 流量 多一点 是 吧
目前 的话 换卡 服务 您 是 要 咨询 一下 您 那个 扬州 当地 的 那个 客服 看 他们 那边 是 什么 操作 的   嗯 嗯 还有 什么
您好 很 高兴 为您服务   呃 首先 要 先 去 营业厅 办理 移机 手续 然后 我 这边 要 帮 您 看 咱们 密码 是 您 这个 老 地址 都 报 老 地址 先说 一下
很 高兴 为您服务   您 这 手机号码 办 的 宽带 是 到 这个 月 月底 关 到期 的 然后 的话 如果 不用 的话 月底 之前 要 到 营业厅 注销 那 你 现在 公司 短信 是 吧 公司 登记 的话 他 也 要 带 好 公司 那个 呃 应该 是 你 这个 应该 是 营业执照 登记 的 那 营业执照 的 那个 副本 软件 公司 介绍信 加盖 公章 的 介绍信 然后 的话 你 自己 呃 经办人 自己 的 身份证 原件 然后 宽带 安装 应该 有个 设备 一个 猫 的 呃 您 这个 是 应该 几点 反正 银行 一起 带 过去 到 您 这个 地址 收到 这个 移动 营业厅 把 它 注销 掉
您好 很 高兴 为您服务   呃 您 上 一个月 流量 多一点 吗
您好 很 高兴 为您服务   好 呃 是 手机号码 还是 集团 账号 的
高兴 为您服务   啊 对 发短信 换 的 短信 代码 我 可以 发 您 手机 上 或者 您 现在 记 一下 也 行 发给您 是 吧 呃 发给 我 吧 那 您 可以 查收 一下 每个 月 最后 一天 不能 换 一个月 只能 换 一次 注意 查收 请问 还有 什么 帮 您 的
服务   电子 发票 是 哪个 号码 给 您 发 的 是 本 机号码 发票 吗 先生
您好 很 高兴 为您服务   您 要 知道 她 的 手机 服务 密码 或者 是 姓名 身份证 还是 要 报出 他 一周 以前 两个 月 以内 打过 的 三个 号码
很 高兴 为您服务   这样 再装 移动 宽带 是 吧
您好 很 高兴 为您服务   对 带 好 身份证 和 字 过去 宝山区 的 营业厅 都 可以 办理 的
好 很 高兴 为您服务   呃 是 上海 移动 手机号码 是 以 公司 名义 登记 的 对 吧 之前
你好 您好 很 高兴 为 您 服   唉 你好
中国移动 的 网站 停机 噢 就是说 您 手机 打开 网页 就是 提示 停机 类型 啊   下载 不 下来 但 您 这边 那个 手机 呃 我 看 一下 网 网络 都 正常 啊 您
你 可以 办个 流量 套餐 帮 您 按天 结算 立即 生效 的 加 三十块 钱 五百 兆 五十块 钱 一个 g 七十块 钱 两个 g 都 有   啊
啊   请 说
您好 很 高兴 为您服务   宽带 业务 要 取消
您好 很 高兴 服务   你 现在 也就是说 有 一个 号码 名字 要 改为 您 的 名字 是 这 意思 吗
您好 很 高兴 为您服务 您好   嗯 您好 请 说
您好 很 高兴 为您服务   办 宽带 是 吧 我们 付费 的 一年 七百 六 二十 兆 的 然后 送 您 两百元 的 话费
他 到 月底 的话 有 一个 加 二十块 钱加 两个 g 的 流量 月底 清零 吧 就 可以 吗   好 机主 姓名 报 一下
服务   您 现在 续约 还是 取消 的
很 高兴 为您服务   好 的
您好 很 高兴 为您服务   呃 先生 这个 的话 您 要加 流量 包是 吗 好 的 先生 那 我们 现在 的话 有 一个 活动 二十块 钱 一点 五个 g 的 流量 包 您 要 吗
高兴 为您服务   流量 稍 等 这个 月 的话 不够 您 可以 订购 有 一个 任 我 翻 就 再加 二十块 钱 可以 可以 再 给 您 是 一点 五 g 需要 吗
您好 很 高兴 为您服务 哎 你好 我 想 我 想 问 一下 就是 你们 请 讲 呃 二十五 号 开始 就是 用 那个 欠费 提示 那个 吗   对联 好 的 那 我们 是 需要 更改 吗 还是
在 异地 您好 很 高兴 为您服务   请 说
您好 兴 您 服务 您好   这边 的话 您 通过 手机 登录 掌上 营业厅 有 一个 意见 查询 也 没有 专人 查询 只能 看到 了
您好 很 高兴 为您服务   啊 您好 请 说
好 很 高兴 为 您 五 啊   电子 发票 是 吧 发给您 邮箱 对 吧 对 好 的 我 看 一下 啊 帮 您 那个 sos 用 那个 那个 里面 是 把 那个 邮箱 里面 好 这边 请报 一下 您 的 姓名 好 的 帮 您 发 过去 您 注意 查收 还有 什么 可以 帮 您 不 客气 请 稍后 请报 一下
您好 请 讲   上海 德 他们 对 对 对 好 这边 帮 您 您 是 集团 用户 对 吗 对 对 对 对 对 我 这边 帮 您 转到 集团 专席 为了 更好 的 问题 问题 请 稍等一下
高考 您好 很 高兴 为您服务   啊 对 现在 都 是 电子 发票 直接 推送 到 您 的 幺 三九 邮箱 的 您 现在 是 要 开发票 吗
您好 很 高兴 为您服务   充值 发票 的话 是 有 我们 人工 下发 到 您 幺 三九 邮箱 然后 您 自己 直接 登录 幺 三九 邮箱 在 电脑 上面 打开 打印 下来 就 可以 了
您好 很 高兴 服务 您好 很 高兴 服务   我 想 把 这个 积分换 话费 里面 好 一个月 可以 换 一次 月底 最后 一天 不能 换 我 把 兑换 方式 发给您 通过 这个 短信 方式 您 来电 换 一下
您好 很 高兴 为您服务   取消 公司 短号 对 吧
您好 很 高兴 为您服务   您 说 的 是 之前 都 是 六个 g 的 这种 已经 没有 了 他 六月 呃 七月 底 就 结束 了 啊 现在 没有 了
很 高兴 为您服务   是 移动 宽带 是 吗
您 这边 是 发到 幺 三九 邮箱 还是 发到 哪里 去   一般 不 查 那个 也 不行 手机卡 的 密码 知道 吗 帮 您 办 一下
您好 很 高兴 为您服务   呃 您 是 要 这个 官网 添加 网线 集团 短号
很 高兴 为您服务   因为 您 现在 宽带 到期 了 你们 续约 也 没有 取消 所以 是 按天 收费 的 也 不能 使用 吗
您好 很 高兴 为您服务   自选 套餐 没有 找到 是 吧
您好 很 高兴 为您服务   再 加 一个 套餐 流量 是 吗
您好 很 高兴 为您服务   您好 请 讲
您好 很 高兴 服务   功能 嗯 对 现在 什么 问题 呢 信用卡 扣款
您好 高兴 为您服务   呃 但是 卡去 营业厅 帮 您 办理 自己 注销
您好 很 高兴 为您服务   流量 我 看 一下 嗯 像 您 这个 月 的话 呃 这个 是 一个 五十块 一 g 的
您好 很 高兴 为您服务   是 换卡 是 请问 是 公司 名 登记 的 还是 个人 户名
您好 请 讲   啊 您 是 要 办 什么 请问
您好 很 高兴 为您服务   这个 没有 办法 一定 要 她 她 本人 的 身份证 原件 和 您 身份证 带 好 两个 人去 营业厅 过户 才 可以 的
您好 很 高兴 为您服务   是 这个 手机号码 的 电子 发票 登记 一下 纳税人 识别 号
您好 很 高兴 为您服务   呃 发票 的话 是 我们 这边 发给您 的 比如说 您 今天 充了 五十块 钱 您 要 这个 发票 的话 你 就 默认 是 发 跟 他 讲 一下 吗 或者 您 自己 提供 邮箱 帮 您 发 过去 也 可以
高兴 为您服务   噢 这个 您 要 跟 单位 办 的 或者 负责人 重新 申请 一下 到时候 您 手机 会 收到 一条 短信 在 回复 确认 一下 就 可以 幺 零 九 的
您好 很 高兴 为您服务   嗯 您 要是 只是 改 套餐 的话 可以 在 网上 自己 改 的 不用 去 营业厅 也 可以
您好 请 讲 您好 很 高兴 为您服务   公司 的 集团 短号 对 吗 那 不是 有没有 办过 这个 短号 服务 小姐
给 你 的 您好 很 高兴 为您服务   呃 您好
原先 的话 通过 手机 设置 来关 您 是 爱 疯 的 手机 还是   发送 帮 您 这个 iphone 客服 我们 专席 人员 教 您 一下 请 不要 挂机 wifi 解决问题 我 将 您 电话 转 专席 处理 取消 呢
您好 很 高兴 为您服务   国际漫游 的话 会 帮 您 开通 一下 您 在 哪个 国家
您好 很 高兴 为您服务   嗯 您 要是 只是 改 套餐 的话 可以 在 网上 自己 改 的 不用 去 营业厅 也 可以
您好 很 高兴 为您服务   您 这个 手机 充值 然后 的话 然后 再 下个月 一号
您好 很 高兴 为您服务   噢 就 帮 您 转到 宽带 部门 给 您 问 一下 好 吧
您好 很 高兴 为您服务   呃 我 这边 可以 设置 掌厅 也 可以 设置 的 我 帮 您 设置 吗 您 密码 知道 吗
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢
然后 我 还 会 这 样子 您好 很 高兴 为您服务   呼叫 等待
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢
您好 兴 为您服务   嗯 就 把 您 的 话费 按 月 账单 给 主 号码 对 吧
先生   他 没有 身份证 是 吧
您好 很 高兴 为您服务   您 大概 需要 加多少 呢
您好 很 高兴 为您服务   统一 给 员工 配 手机号 现在 没有 集团 套餐 套餐 都 是 属于 个人 套餐 的 支付宝
您好 很 高兴 为您服务   是 办 固定 电话 吗
服务   宽带 是 吧
很 高兴 服务   您好 请 讲
您好 很 高兴 为您服务   嗯 我们 这边 一般 都 可以 办 的 您 是 要 办 哪个 套餐 呢
然后 我 还 会 这 样子 您好 很 高兴 为您服务   呼叫 等待
您好 很 高兴 为您服务   呃 办 宽带 是 吧 移动 的 上海 移动 的 家庭 宽带 吗
一定 是 五十块 一个 g 的 套餐 五十块 一 g   对 是 的 偶 十块 一个 g
带 好 机主 身份证 原件 到 上海 移动电话   两三 要 到 营业厅 换 呢
您好 很 高兴 为您服务   恩像 您 本 机号码 可以 加个 二十块 钱 可以 多 两个 g 的 流量 二十元 两个 g
您好 很 高兴 为您服务   呃 积分换 话费 对 吧 呃 您 知道 之前 有 多少 积分 吗
服务   恩 您 说
今   短信
您好 很 高兴 为您服务   是 办 固定 电话 吗
服务   恩 您 说
您好 请 讲   证件号码 呃 适合 上海 本地 之间 吗
您好 很 高兴 服务   你好
您好 很 高兴 为您服务 哎 我 想 问 一下 这个   是 移动 的 宽带 对 吧 那 你 把 地址 报 一下 我查 一下 有没有 线路 有没有 东西
您好 很 高兴 为您服务   是 家庭 绑定 打电话 过来 也 能 加包 的 您 方便 的话 但是 您 到 营业厅 都 加 都 可以
您好 很 高兴 为您服务   您 要 开通 国际漫游 关闭 上网 功能 是 吧
兴 为您服务   嗯
一月份 的 账单 就是 打印   现在 已经 超过 六个月 了 打 不 出来 的
您好 很 高兴 服务   对 是 的
您好 很 高兴 服务   嗯 好 的 稍后 我 给 您 转接
您好 很 高兴 为您服务   这个 抱歉 这个 手机
为您服务   公司 要 支付 集团 账号 的 账单 对 吗
那 反应   不 客气 感谢 你 啊
高兴 为您服务   我 帮 您 转到 宽带 部门 问 一下 请 不要 挂 我 帮 您 转过 去 为了 更好 解决问题 我 将 电话 转 专席 处理 最高 的
噢 那 这边 的话 就是 您 能 把 那个 手机号码 报 一下 我 帮 您 看 一下 啊 幺 三 六 幺 三 六四 幺 六七 幺 六二 二 四九 三三二二 四九 三好 手机 密码 知道 吗 知道 好 麻烦 您 根据 语音 提示 输 一下 密码 噢 好好 的 密码 验证 成功   噢 我 看 您 这个 手机号码 的话 是 一个 那个 就 全球通 五零 套餐
您好 很 高兴 为您服务   畅玩 没有 插 嗯 然后 呢
您好 很 高兴 服务   你好 请 讲
您好 很 高兴 为您服务 喂 您好 有 什么 可以 帮 您   我 帮 您 接到 我们 宽带 服务 热线 问 一下 好 吗
您好 请 讲   使用 过 因为 我 这边 需要 您 必须 要 机卡 匹配 产生 四 g 网络流量 他 才 会 返还 话费 就 您 这个 号码 跟 您 您 这个 号码 跟 您 参加 活动 的 时候 这个 手机 要 放在 一些 就 iphone 七要 放在 一起 产生 四 g 网络流量
您好 很 高兴 为您服务   短期 的 国际漫游 有效期 是 三十天 的
您好 请 讲   你好
喂 您好 很 高兴 为您服务   单位 的 名称 办理 移动 手机号码 对 对 那 公司 这边 需要 提供 营业执照 副本 原件 单位 授权 加盖 公章
您好 很 高兴 为您服务   查 什么 险
您好 兴 为您服务   宽带 的话 可以 发 您 邮箱 里面 的
您 就 去 穿 上 营业厅 吧 我 把 地址 发给您 嘛 您 带 好 身份证 过去 看 一下   对 那 当然 有 一个 川沙 有 一个 长阳路 华夏 东路 哪个 键 啊
您好 很 高兴 为您服务   就是 您 之前 流量 比方说 是 两个 g 吗 呃 五十元 一个 g 的 对 吧 现在 改到 新 的 业务 五十元 就是 两个 g 了 还是 五十块 钱 的 费用 不 增加 七点
您好 很 高兴 为您服务   你 要 流量 升级 修
您好 兴 为您服务 唉 你好 就是   短信 我 看 一下 您 之前 今天 加 过 一次 一 百兆 进来 了 已经
您好 很 高兴 为您服务   呃 它 是 电子 发票 现在 对 方面 的话 每月 发到 邮箱 幺 三九 邮箱 这个 要 开通 一下 的 我 帮 您 开通 是 吧
您好 很 高兴 为您服务   情况 您 呃 是 取消 哪个 集团 服务 给 的 是 手机号码 套餐 还是 集团 产品 服务
您好 很 高兴 为您服务   嗯 您好 请 说
您好 高兴 服务   正在 通话记录 的话 呢 需要 登录 上海 移动 网上 营业厅 在 网上 营业厅 里面 查
您好 预处理 专席 代表 很 高兴 为您服务   改帮 您 转到 后台 有 在 排队 那 现在 已经 转通 了 有 什么 可以 帮 您 的 吗
您好 很 高兴 为您服务   a 区 ap 功能 要 我们 这边 帮 您 打开 打开 之后 您 才能 使用 手机 上 的 高清 语音 通话 您 那个 是 您 是 要 打开 高清 视频 通话 这个 功能 吗
高兴 为您服务   您好 请 讲
您好 很 高兴 服务   原来 是 我 外婆 的 然后 后来 外婆 去世 了 然后 后 后来 我妈 在 用 然后 现在 就是说 呃 被 停掉 了 吗 那么 有没有 什么 方法 可以 把 他 这个 号码 转到 我 妈妈 的 那个 实名制 验证 呢 因为 应该 走 的 应该 是 一个 过户 过户 的话 必须 要 带 好 上加 的 死亡 证明 下家 要 带 好 机主 身份证 原件 到 上海 移动 营业厅 过户 嗯 上加 的 是 吧 证明 然后 那 如果 如果 觉得 这个 麻烦 哎 麻烦 的话
您 服务 喂 你好 先生   嗯 这边 有 一个 活动 流量 的 二十元 两个 g 可以 吧
请 说   呃 就是 那个 不帮 他们 付钱 了 是 吧
您好 很 高兴 为您服务   到 哪个 地方
您好 很 高兴 为您服务   您 说 一百二十八 改成 多少 的 最低 的 最低 的 您 现在 改不了 现在 有 活动 呀 活动 还 没有 结束 这个 您 要 等 活动 结束 之后 才能 改 的 活动 到 一 八年 的 一月 一号 结束
您好 很 高兴 为您服务   这个 号码 这个 号码 可以 改 您 可以 自己 网上 改 也 可以 发短信 的
您好 高兴 为您服务   兑换 它 有 的 就是 送到 一 八年 六月份
您好 很 高兴 为您服务 唉 你好   我 帮 您 打 吧 您 需要 几月份 的 啊 你 帮 我 打 怎么 打 不是 我 把 网上 打 不 需要 验证码 的 吗 我 把 验证码 发到 您 手机 上 你 凭 验证码 才能 打 的 或者 我 直接 发给您 幺 三九 邮箱 里面 您 登陆 邮箱 也 可以 打 了 我 我
