您好 请 说 你好 可以 听 得到 吗 嗯 您 说   呃 请问 一下 我 以前 有 一个 送 一台 什么 宽带 什么 啊 哎呀 怎么 没给 我装 呢   这个 号码 吗   对 啊 这个 号码 你 帮 我查 一下 都 都 过去 掉 了
很 高兴 为您服务   唉 唉 我 问 你 请稍等 喂   你 说   唉 我 昨天 是 吧 我 怎么 知道 晚上 打电话
嗯   您好 兴 您 服务 您好   唉 你好   您好 您 说
您好 很 高兴 为您服务   唉 你好 你好 我 是 那个 赠送 我家 那个 宽带 呀 那个 信息 它 写错 了   谢谢 你 稍等一下 我查 一下   这个 对 吧
您好 高兴 为您服务 您好   呃 我 还 想 我 问 你 那个 跟 他们 就 说 二十五 号 升级 噢 你们 维修 人员 为什么 还 没到 了   有 哪个 手机号码 办 的 宽带 当时 二   幺 三 六 嗯 嗯
喂 您好 高兴 服务   唉 你好 刚才 我 到 营业厅 啊 嗯 把 这个 改为 三十八 三 十八块 每个 月 的 服务费 的 吧 下个月 开始 但是 我 是 要 流量 五佰兆 他 好像 给 我 搞错 了   噢   我 到 那个 我 把 密码 给 我 找 三百 兆 不 对 了
您好 很 高兴 为您服务 唉 你好 是 这 样子 我 之前 有 申请 就是 额 联系 那个 客户经理 给 我 打电话 但 她 现在 还 没有 来 电话 我 想 问 一下 就是 大概 您 之前 联系 客户经理 什么 听 不 太 清楚   不是 说 我 想 办理 一些 那个 集团 业务 然后 那个 之前 你们 是 说 会 安排 一个 客户经理 拨打 电话 详细 的 咨询 但是 我 一直 没有 接到 他 的 电话   但是 您 留个 联系电话 是 来电   就 这个 手机号码 对 就 这个 手机号
您好 很 高兴 服务 唉 我 投诉 你们 刚刚 有个 客服 你们 刚才 一个 客服 根本 不 懂   不 懂 什么 业务 就 就 帮 我 手机 长长 长 长期 的 什么 互 互联 玩 什么 专席 我 是 那个 和 叫 他 什么 这些 事情 我 这 事情 是 那个   上次 你们 的 一个 投诉   客服 吗 不是 江 就 我们
您好 很 高兴 服务 唉 我 投诉 你们 刚刚 有个 客服 你们 刚才 一个 客服 根本 不 懂   不 懂 什么 业务 就 就 帮 我 手机 长长 长 长期 的 什么 互 互联 玩 什么 专席 我 是 那个 和 叫 他 什么 这些 事情 我 这 事情 是 那个   上次 你们 的 一个 投诉   客服 吗 不是 江 就 我们
为您服务   喂 你好 我 之前 在 你们 这边 反馈 过 两次 这个 关于 我 另外 一个 手机 幺 八三 号码 的 那个 这个 关于 这个 你们 流量 扣费 的 问题 然后 你们 都 是 跟 我 说 四十八 小时 里面 给 我 回复 我 到 现在 没有 收到 你们 的 回复   周围 来电 什么 都 没有 对 吧 也 没有 漫游 提醒   没有 的 对
七   服务   您好 很 高兴 为您服务   唉 你好 我 前两天 有 这个 报修 就是 我 那边 pos 机 网络 不太好 你 说 给 我 二十四 小时 之内 就 会上 门 那个 有人 过来 看 了 怎么 没人 呀
您好 很 高兴 为您服务 唉 你好 我 那个 以前 为什么 我 投诉 你们 那个 工作人员 为什么 他 到 现在 上面 有 挂 呀   噢 不好意思 我 帮 您 看 一下 好 吗 请 稍等一下 嗯   哦 好 噢 谢谢 啊 谢谢 啊 装   是 哪个 手机号码 呀 先生
您好 请 讲 您好 请 讲   拜拜   唉 你好 我 之前 打电话 就是 反映 网络 呃 那个 流量 的 这个 问题   然后 你们 说 你们 专人 会二 四十八 小时 打电话 给 我 现在 已经 过 了 也 没人 打电话 给 我 今天 是 最后 一天
您好 很 高兴 为您服务   啊 我 刚刚 收到 他 短信 是 幺 零零 八六 发给 我 的 他 说 感谢 你 来 三坪 镇 营业厅 办理 业务 是 吧 我们 要 三零舜 去过 你 看 一下   呃 您 稍等一下 我 嗯 您 这边 我 就 看 了 收到 这个 短信 那 如果说 您 没有 去 这边 营业厅 办理 业务 的话 呢 那 这边 可能 是 它 这个 营业厅 完善 您 的 个人信息 所以 条 短信 给 您 下发 的 这个 没有 什么 大概 的 因为 您 这边 功能 的 业务 都 是 正常 的 女士   啊 因为 它 说 什么 前台 什么 名字 我 没有 交 过
您好 很 高兴 为您服务   唉 你们 电话 太难 打 了   不好意思 因为 今天 有 很多 用户 因为 月底 了 嘛 您 说   唉 你好 我 问 一下 就是 你们 现在 有 那个 就是 充 话费 充 多少 送 多少 就 每个 月 消费 多少 的 这个
您好 很 高兴 为您服务 您好 是 这样 的 我 想 为 您 说 我 每次 打电话 过去 想换 那个 套餐 流量 的 事情 然后 一两次 电话 都 断掉 上上个月 十二月 结束 知道 是 怎么回事 啊 这个 月 昨天 我 打电话 又 断掉 了 打电话 半天 也 没有 人工 我 现在 这个 月 又 产生 了 这个 流量 错 就是 用不完 那么 多用 那个 什么 电话 也 打 不通 我 觉得 我 应该 投诉 我 叫 你们 给 我 处理 一下 就是 金额 我 现在 电话 停机 了 但 我 不 需要 这 五十块 钱 的 流量 我 需要 改成 三十块 钱 我 给 你 打过 上 上上个月 每次 都 打电话 断掉 然后 每次 我 就 想 昨天 我 也 打电话 了 又 断 了 然后 一直 没有 人工 接听   我 没有 看到 您 七月份 就 七月 二十七 号 有 一个 电话 后来 没有 打过 呀 没有 打 幺 零零 八六 这个 号码   目前 我 前面 打过 就 前面 见 这 样子 我 我 每次 他 都 会 说 我 晚 了 什么 什么 什么 我 现在 是 想 昨天晚上 我 也 打电话 了 我 想 把 这个 东西 改过来 改改 改改 改   那 您 要 投诉 对 吧 我 帮 您 转 投诉 专席 您 稍等一下 好 吧 那 为了 更好 解决问题 我 帮 您 电话 什么 后台 预处理 专席 由 专人 确认 不要 挂机
您好 很 高兴 为您服务   唉 小姐 我 今天 我 一直 是 就是 充 话费 呀 像 这个 手机 就 这个 号码 的 手机 充 话费 就是 嗯 是 现金 充 因为 我们 营业厅 有 那个 可以 把 别人 信息 我 然后 我 就 一直 说 她 最近 现在 不能 给 我 取消 了 啊 不是 三十八 那 是 国家 资源   多少   对 呀 怎么 可能 又 抱歉 你 这 不 一定 要 什么 呃 因为 我 现在 电子 十八 的 方式 而且 我 不能 根据 是 谁 这个 就是
您好 请 讲   噢 那 就 把 那个 现在 打 了 五个 电话 来 都 这么 说 转接 那个 你们 帮 我 接到 那个 宽带 都 没人接 的 有 什么 用 啊 订   转 到 宽带 专席 嘛   嗯
您好 很 高兴 为您服务   喂 你好 我 想 请问 一下 我 是 华 漕 那个 营业厅 的 那个 办 的 那个 三块 涨 宽 宽带 他 那个 来个 短信 的 是 早上 八点钟 到 中午 十二 我 早上 等到 现在 没人来 他 也 没 给 我 通知 我 怎么 联系 我 也 不 知道 我 也 不 感觉   噢 这样 的 是 吧 那 这样 先生 我 这边 帮 您 派 单 过去 催 一下 这个 安装 问题 另外 我 把 那边 的 负责 电话 给 您 打 这个 电话 问 一下 看 那边 呢 安装 情况 或者 有没有 直接 安装 师傅 电话 可以 吗   好 嘞 谢谢 啊
高兴 服务 喂   请 讲   唉 你们 中国移动 银行 搞笑 的 啊 我 之前 问 你们 那个 双方 中路 河南 南路 裕源 这里 的 一个 电信 营业厅 的 电话 你们 一 开始 吗 给 了 一个 像 手机 一样 的 号码 那么 打 过去 没人接 的 你 只要 是 呢 我 再 打电话 过来 我 说 我 要 一个 固定 电话 比如说 一个 三 开头 的 连 拨号音 都 没有 然后 我 在 我 现在   手机号
您好 很 高兴 为您服务   你好 问 一下 我 昨天 投诉 都 没有 人 给 我 打电话 现在 给我发 一条 短信 说 投诉 已 解决 的 完成 什么 意思 啊   呃 稍 等 是 这个 来电 手机号码 吗 请问 一下   对
很 高兴 和   唉 你好   你好 是 这样   是 这 样子 啊 我 昨天 从 十一点 十分 一直 打 到 你们 十二点 十三分 然后 就是 那个 人工 服务 一直 没人接 听想 问 一下 我 是 需要 投诉 的
您好 很 高兴 为您服务   你好 问 一下 我 昨天 投诉 都 没有 人 给 我 打电话 现在 给我发 一条 短信 说 投诉 已 解决 的 完成 什么 意思 啊   呃 稍 等 是 这个 来电 手机号码 吗 请问 一下   对
您好 很 高兴 为您服务 唉 你好 呀 唉 我 想 我 这个 问 一下 我 有 一个 问题 就是 他们 社会 员 过来 还是 那个 外 包公 啊   七 您 现在 什么 问题 我 没 听 清楚 不好意思   啊   我 想 我 想
您好 预处理 专席 代表 很 高兴 为您服务   喂   你好   唉 你好 嗯 嗯 稍 等
您好 很 高兴 服务   嗯 唉 你好 我 问 一下 那个 叫 挂机 短信 问题 啊 打扰 你 第三个 号码 了 怎么 还 没 帮 我 转 成功 了 呢   您 要 办理 什么 呼叫转移 是 吗   对 我 原来 那个 号码 有 一个 是 停机 了 停机 了 因为 我
您好 兴 为您服务   唉 你好 我 刚才 打电话 进来 你们 那个 客服 帮 我 转到 那个 和 包 那个 去 处理 但是 和 包 那个 电话 没有 人接 那个 服务 也 没有 有没有 人工 也 没有 呀 对 啊 的 没有 人工 但是 没有 反应 啊   我 要么 再 帮 您 转 一下 试试看 没有 人工 啊 请 不要 挂机 那 解决问题 我 将 电话 转 专席 处理 请稍等
您好 很 高兴 为您服务   那个 我 是 宽带 咨询 那个 不是 他 的 服务 然后 现在 装 的话 然后 师傅 我 它 它 说 我们 上 贴 个 条 昨天 到 了 然后 他 打电话 关于 但 我 昨天 手机 全球通 卡 吧 呃 我们 接到 任何 电话 今天上午 去 过去 个人 也 没 打过 电话 我 不 这 两天 都 在 但是 我 那个 我 那个 房间 是 空 的 我 在 楼下 修路 但是 你们 师傅 上门去 没人 打过 电话   是 你 有 别的 号码 新装 宽带 吗 还是   对 我 就是 我 这个 不是 我 新装 一个 宽带 就 用 哪个 手机号 呢 请问 呃 什么 二 幺 三九 零 幺 七五
什么 叫 啥   您好 高兴 服务   你好   你好
您好 很 高兴 为您服务   你好   二四   哎 我 想 问 一下 我 这个 手机 上次 你们 打电话 的 时候 拨弄 那个 套餐 继续 升 了 一百五十 八 套餐 我 我 都 没有 同 没有 说好 你们 直接 就 帮 我 用 这个 套餐 流量
嗯 嗯 您好 请 讲   唉 你好 小姐 我 昨天 唉 就是 预约 了 一下 我要 装 一个 路由器 啊 已经 二十个 二十四个 小时 了 要 等 四十八个 小时 他 开通 我 的 呀   您 哪个 号码 办理 的 宽带   还有
嗯 嗯   您好 很 高兴 为您服务   你好 刚才 我 联系 那个 客户 他 说 发给 我 那个 服务 密码 到 现在 怎么 操作 怎么 到 现在 还 没 发给 我   服务 密码 是 发 不 过来 的 是 要 您 自己 重置 的 需要 您 自己 发送 幺 零六 三到 幺 零零 八六 可以 重置 密码
您好 很 高兴 服务   唉 你好 我 这边 的话 八月份 应该 是 开 了 一个 就是 八块钱 的 一个 免费 聊 的 一个   互打 免费 的 先生   有的是 有的是 吧 然后 你 看 一下 我 现在 绑定 的 免费 电话 是不是 应该 成功 的 有 两个 一个 是 幺 三七 六 幺 二三 零二 零三 对 吧
您好 很 高兴 为您服务   喂 你好 我 想 请问 一下 我 在 你们 这边 前两天 办 了 那个 你们 移动 和 铁通 合作 合作 的 那个 网络 然后 的话 那个 铁通 是 需要 到 我们 家 上门来 安装 的 开始 的话 最近 都 没有 人 跟 我 联系 什么 时候 来 安装 我 的 要求 是 明天 上午   我 帮 您 看 一下 稍 等   如果 七月
您好 很 高兴 为您服务   嗯 你好 小姐 我想查 一下 我 这个 手机号码 的 那个 就是 七月 的 帐单 的 那个 公司 抬头 为什么 到 现在 还 没有 变更 啊   公司 开头   对 啊
您好 很 高兴 服务 小姐 我 现在 就是 打电话 跟 你们 反映 的 情况 就是   你们 那个 移动 那个 威宁 路 的 营业厅   打电话 给 我 然后 就是说 市话 把 我 的 那个 套餐 改掉 了 是 吧 嗯 然后 你们 那个 客服 说 就是 让 我 叫 我 手机 保持 开机 然后 你们 会 电话 联系 我 给 我 这个 处理 支付 结果 然后 就是 我 现在 就是 我 我 想想 接上 也 不对劲 啊 你们 为什么 把 我们 的 那个 手机号码 我们 的 资料 给 那些 不相干 的 营业厅 然后 打电话 给 我们 那 如果 我 想 改 业务 应该 是 你们 移动 打电 幺 零零 八六 打电话 过来 或者 是 发短信 过来 为什么 为什么 会 让 那个 人家 的 陌生 的 手机号 打电话 给 我们 然后 说 是 我 把 我 套餐 改成 那个 号 为 您 解决问题 我 将 您 的 电话 转 专席 处理
您好 请 讲 可以 的 您好   幺 我 觉得 这个   一个 什么 需要 办理 什么 业务   哟 你 说 什么 可以 发 一个 你 投诉 吗
知道 知道   的 您好 我 是 预处理 专席 代表 很 高兴 为您服务   你好 那 就是 换 了 一个 套餐 它 应该 这个 月 呢 用 了 五十八 的 套餐 五十八 套餐 呢 那个 办 的 时候 我 去 那个 营业厅 办 的 时候 呢 公务员 没 跟 我 说 那个 就是 要 就 前面 的 流量 全部 要 没 掉 的 功能   您 是 去 哪个 营业厅 办 的
您好 很 高兴 为您服务   我 这个 号码 反映 对 你们 移动 公司 停掉 了 呃 现在 好像 转 不 出去   呃 对 这边 提示 帮 您 看看 能 不能 帮 您 恢复 噢 请稍等   喂
您好 很 高兴 为您服务   哎 你好 我 想 那个 一下 就是说 我 早上 去 办 一个 这个 移动 宽带 对 吧 他 好像 给 我 那个 号 写错 了   地址 写错 了   呃 这个 号 写错 了 地址 是 没错 的 啊 也 是 一百二十 九号 改 改成 一百七十 六号
您好 很 高兴 为您服务   我 看 你 这 你 这 什么 垃圾 系统 了 打 了 几次 电话 打 人工 多 几次 拨 不 进来   啊 先生 很 抱歉 因为 今天 一号 吗 打电话 比较 多 不好意思   按 了 短信 服务 也 不近 呢 你 这 系统 什么 问题 啊 咱 系统 啊
您好 很 高兴 为您服务   唉 你好 那个 刚才 我 打电话 那个 投诉 建议 然后 那个 你们 的 人工 服务 台上 给 我 转接 了 一个 电话 让 我 等 了 好好 长时间 然后 都 没有 人 给 我 接听 我 想 知道 就是 微信 你们 回复 过去 没有 人 吧   你们 投诉 就是 没有 人 吗 现在 有 几个 人 在 排队 您 是 投诉 哪 方面 关于 宽带 还是 什么   万一 宽带
您好 很 高兴 为您服务   唉 你好 呃 我 我 早上   喂 您好 我 听 得到 您 请 说   呃 我 早上 就是 跟 你们 反映 的 就是 呃 我 关于 流量 的 问题 我 这 没有 人 跟 我 回复 因为 我 公司 四号 那个 投诉 的 那么 是 现在 就 七号 了 刚才 跟 我 说 那个 呃 小姐 手机 在 我 的 时候 跟 我 说 我们 会 尽快 回复 你们 就 到 现在 还 没有 回复 我 看 一下 他 那个 是 想 就 回复 我 的 过 了 是 多少 我 都 不 知道
高兴 为您服务   啊 小姐 我 有 个 手机号码 帮 我 看 一下 幺 三八 零 幺 六八   恩   七七 六 二三
您好 很 高兴 服务   哎 您好 是 这样 的 刚刚 打电话 过来 的 就是 我 一个 手机号码 嗯 嗯 那个 幺 三 五六   嗯   幺 三五 零五 呃 幺 三五 零六 四五 六五 三 三八
您好 很 高兴 为您服务   我 六月 十号 申请 的 那个 光 可以 确定 宽带 三十六 月 十号 给 我 说 是 四十八 小时 给 回复 一直 到 现在 怎么 都 没有 回复 呢 之前 已经 打 了 很 多次 了 打 了 五六次 了 就是说 很快 的 服务 给 您 服务   六月 十号 申请 的 宽带 是 吗   退订
您好 我 是 预处理 专席 代表 很 高兴 为您服务 您好   你好 我 问 一下 你们 这个 服务 不是 不是 直接 就是 那个 没有 服务 啊 还是 你们 这边 说 的话 就 跟 情况 不说 一样 啊   呃 这样 的 先生 如果说 有 什么 给 您 带来 不便 了 非常 抱歉 我 这边 看 了 一下 您 是不是 针对 您 之前 反映 这个 问题 一直 没 给 您 回复 对 吗   你们 这边 他 给 我 说 的 是
您好 很 高兴 为您服务 啊 我 这个 手机号码 当时 你们 打电话 过来 不是 啊 但是 我 去 营业厅 他 说 送 一年 的 宽带 吗 然后 现在 我 说 这笔 装 了 但是 没 没人来 给 我 装 呀   您 这个 号码 我 没 看到 有 办理 宽带 业务 啊 您 看 一下 您 是 要 装 宽带 是 吧   对 但是 是 免费送 啊 我们 是 有 承诺 消费 送 宽带 活动 的   您 什么 地方 装 呢 帮 您 先 看 一下 有没有 资源
很 高兴 为您服务   啊 小姐 你好 呃 我 想 问 一下 就是 我 原来 是 吧 是 圈内 南路 五 左右 三十三 号 之前 零四 的 那个 呃 wifi 出来 转到 我 要 呃 转到 这个 梁陆 呃 八百 四七 五十三 号 是 员 这里 要 这个 事情 到 现在 为什么 还 没 办好   呃 您 是 说 是 什么 东西 转过 去 啊   我 在 外地 卡 呀
您好 请 讲   呃 我 就是 我 是 刚刚 打 过 电话 来 的 他 是 帮 我 那个 语音信箱 要 关掉 他 说 转到 一个 什么 那个 嗯 嗯 那个 iphone 六 s 那边 是 有 一个 专 呃 那 专人 要来 跟 我 说 那个 这个 手机 那 什么 关 的 那个 呃 后来 这个 电话 就 跳 呃 跳 掉   爱 疯 手机 是 吧 那 帮 您 转入 专席   送 手机 对 对 对
您好 很 高兴 为您服务   啊 我 前面 反映 过 一个 就是 因为 因为 我 那个 那个 服务 你们 跟 我 介绍 套餐 不能 使用 了 一个 那个 反映 到 现在 没有 反馈 我想查 一下 进度   哦 好 我 看 一下 啊 请稍等 是 这个 手机号码 之前 来电 反映 的 嘛 现在   对 的 对 的
等 一下 啊 行 您好 很 高兴 服务 喂 您好 这个 手机 支付 功能 但是 怎么 都 没人接 的 了 这个 功能   是 可以 正常 您 是 转过 去 没人接 对 吧   对 呀 我 现在 要 过户 你 必须 要 把 这个 功能 关掉 才能 关掉 的话 您 发个 短信 就 可以 关啦 您 发 四个 零   到 幺 零零 八六 就 可以 退掉 了 女士
您好 很 高兴 为您服务   你 看 一下 我 上次 改 一下 那个 流量 呢 到 现在 都 没有 吧   对 上次 反映 的 流量 问题 您 是 说 对 七月份 的话 流量 超出 处好 的 女士 我 这边 的话 帮 您 看 了 一下 我 这边 的话 显示 这张 单子 的话 还 在 我们 后台 的 工作人员 调整 处理 当中 麻烦 您 稍后 耐心 等待 一下 我 帮 您 加急 进行 催促   他 说 应该 一千 一千多 还是 要 什么 我 记得 我充 了 那个 绑
您好 很 高兴 为您服务   我 想 请问 一下 我 这个 手机 怎么 怎么 打 你们 这个 这个 打 那个 幺 零零 八六 那个 打 多少 是 可能 通话 才能 充 啊   直接 拨 幺 零零 八六 然后 如果 是 转 人工 台 的话 呢 今晚 首先 语音 之后 按 零   我 知道 我 说 这个 打 这个 幺 零零 八六 你 打 那 怎么 没 没 反应
您好 请 讲   唉 你好 小姐 刚才 打电话 过来 的 嗯 嗯   请问 什么 问题 先生   呃 你 你 看 一下 你 那个 工单 把 那个 工单 反正 现在 就是 对于 这个 账单 啊 六月份 的 月租费 免掉 这个 问题 啊 现在 你们 处理 的 太慢 了 我 现在 已经 在 营业厅 了 嗯 嗯
您好 很 高兴 为您服务   啊 我 刚刚 就 跟 你们 咨询 过 了 就是 你们 说 给 我 那个 移机 服务 嘛 说 今天 给 我 一本 来说 前天 以后 就是 昨天 昨天 说 今天 早上 给 我 今天 早上 没人 跟 我 联系   嗯   你 给 我 处理 怎么样 我 给 你 报 一下 手机号
您好 很 高兴 为您服务   唉 你好 就是 我 一个 幺 三八 幺 八四 七七 九八 零 吗 我 这个 号码 上 在 十月 十三号 在 营业厅 范围 根 宽带 但是 到 现在 装 人员 都 没有 联系 我 还 装   稍等一下 确认 帮 您 查询 一下 地址 是 哪里 的   关 南村 一千 零 三号
您好 请 讲 哎 你好 我 想 让 你 帮 我查 一下 因为 我 前天 在 那个 订 的 那个 宽带 啊 可是 你 四十八 小时 你 现在 还 没 打电话 来 我 想 问 你 不   确定 帮 我订 了 嘛   因为 马上 就要 国际 国际 你们 应该 是 放假 吧   您 是 有 预约 宽带 的 吗
高兴 为您服务 您好   唉 你好 是 这样 的 我 这边 的话 昨天 就 就是 报过 我 的 宽带 这边 有 问题 然后 这边 是 说 会 有人 进 跟 我 联系 但 到 现在 没有 人 打电话 呀   哪个 手机号码 办 的 宽带   呃 幺 五二 二 幺 幺 四五 三三零
您好 很 高兴 为您服务 喂 你好 刚才 我   打 了 我 刚才 打电话 已经 说 让 我 那么 只能 服务 请问 一下 我 投诉 的 现在 问题 是 我 现在 老是 叫 我 等待 种 那种 什么 意思   呃 我 看 一下 请稍等 是 呃 投诉 您 这边 信号 问题 是 吗   我 不是 说 信号 问题 我 因为 我 是 流量 问题 我 这 是 前面 就 前两天 嘛 我 不是 申请 了 一个 是 腾讯 的 那个 二十四块 钱 是 三十 g 的 这种 意思 你 那个 流 流量 流量 吗 我 现在 一直 在 开 那个 腾讯 视频 意思 营业厅 在 用 我 那个 全国 那个 通用 流量 我 现在 通用 流量 用光 了 但是 同一 意思 一个 定向 流量 一 复印件 没用 嗯 嗯
好 很 高兴 为您服务   哎 你好 我 想 问 一下 呃 我 上次 说 有 一个 别人 给 我 的 手机 的 手机 联系 的 时候 给 我 装 宽带 的 十四号 叫 我 家里 有人 但是 目前 我 等到 现在 还 没人 跟 我 联系 那 它 那个 原来 这个 号码 我 又 找 不到 了 我 怎么 知道 他 今天 来 不来 呢   呃 当时 就是说 你 这个 手机号码 预约 的 移动 宽带 对 吧 小姐   对 他 收到 我 看 一下 有没有 记录 嗯
您好 很 高兴 为您服务   你好 我 上次 有 个人 打电话 过来 说 那个 预约 好 今天 周末 到 我们 家来 装 那个 宽带 的 怎么 没 过来 这是 第一个 他 是 用 手机 打 过来   啊 是 您 来电 号码 有 预约 安装 宽带 的 是 说 是 不 一直 没 来 安装 是 这个 意思 吗   对 对 还有 一个 我 想 问 一下 我 这个 喂 手机 现在 是 一个月 是 多少
很 高兴 为您服务   唉 你好 我 我 想 问 一下 我 就是 呃 上 上周 办 了 那个 那个 移动电话 但是 我 嗯 他 说 星期一 来钟 到 现在 还 没有 联系 我们   嗯 嗯 帮 您 转到 我们 的 专席 去 给 您 问 一下 好 吧   嗯 嗯 嗯 嗯 好 的 请 您 不要 挂机
